names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Sncg (for_DEGs),mean_expr_Rest (for_DEGs)
Eps8,20.921963,3.4582705,3.379229021467542e-97,3.631995352273314e-94,0.8671586715867159,0.25379210952981446,1.3360922,0.22723772
Vstm2a,20.578568,2.6093876,4.271100622192489e-94,4.2505360636411913e-91,0.915129151291513,0.4519906323185012,1.4150287,0.41258338
Rasgrf2,20.408287,2.7136784,1.4114749434789788e-92,1.3545118475457198e-89,0.922509225092251,0.4872995856602414,1.7736541,0.5572084
Nhs,20.402308,3.0857503,1.5950978966625297e-92,1.477940706321454e-89,0.8708487084870848,0.2638083228247163,1.2288381,0.2505415
Ubash3b,20.340693,2.8439245,5.613224299276719e-92,5.027577897385515e-89,0.9077490774907749,0.4358493965051342,1.6658345,0.46845844
Dlx1as,20.226027,4.2551546,5.777503795950499e-91,5.00779119345774e-88,0.7785977859778598,0.12613943433615565,1.0244666,0.08939267
Ptprm,20.08907,3.0925698,9.196846252892653e-90,7.7224768379758005e-87,0.9188191881918819,0.3748874076742929,1.9201014,0.5202698
Gm45341,20.084976,4.363193,9.986962961526114e-90,8.131808932612325e-87,0.7785977859778598,0.12920194559538822,1.1420709,0.09862737
Gad1,19.956228,2.9163747,1.323292341770833e-88,1.0457901536288906e-85,0.8671586715867159,0.2593046297964331,1.1138297,0.23981407
Igf1,19.905842,4.65686,3.6216174614476436e-88,2.7803674625456624e-85,0.7490774907749077,0.08038191316879842,0.9726792,0.063172355
Elavl2,19.658428,2.4973648,4.896600916314688e-86,3.5559909897669095e-83,0.933579335793358,0.5378130066654657,1.9025788,0.69814914
Cacna1b,19.373692,1.8456804,1.2868995787380589e-83,8.866408123254267e-81,0.9630996309963099,0.648567825617006,1.7451986,0.8394836
Neto1,19.282103,2.2355042,7.592727463409461e-83,5.100414673545306e-80,0.9630996309963099,0.6878400288236354,2.3443167,1.0991518
Slc35f1,19.223543,2.1072106,2.3515031980533262e-82,1.541094900772997e-79,0.974169741697417,0.6508016573590344,2.1711926,1.0307225
Spock3,19.141064,2.4016573,1.1490041485774554e-81,7.350890826732436e-79,0.9520295202952029,0.5673212033867772,2.0505888,0.8249108
Fstl5,19.122911,2.7381823,1.627650712758934e-81,1.0170924337635478e-78,0.8708487084870848,0.46643847955323364,1.8194121,0.5735641
Rian,19.05593,1.635874,5.866669605528092e-81,3.5826684613759055e-78,0.996309963099631,0.7582777877859845,2.5431666,1.5625925
Usp29,18.859665,2.163044,2.4476267297715825e-79,1.461505116199165e-76,0.933579335793358,0.5547108629075842,1.5843735,0.6235319
Phf20l1,18.791803,1.8237944,8.813177018128019e-79,5.1480449234152146e-76,0.9704797047970479,0.7720050441361916,2.215295,1.1957935
A230057D06Rik,18.784946,1.5799301,1.0028847028216255e-78,5.733513184003634e-76,0.992619926199262,0.7852999459556836,2.5010087,1.557011
A330076H08Rik,18.756016,1.7853243,1.728843020017969e-78,9.677919155808922e-76,0.9630996309963099,0.6532156368221942,1.6874948,0.82338727
Plppr1,18.577438,2.6183598,4.8931632405210964e-77,2.683250944342895e-74,0.8597785977859779,0.45505314357773374,1.4978019,0.4481418
Zfp536,18.441704,2.511316,6.079560823218002e-76,3.203094104311132e-73,0.9298892988929889,0.471914970275626,1.8722799,0.6756049
Peg3,18.237795,1.7714938,2.5868980564366697e-74,1.3115085052161002e-71,0.940959409594096,0.6318501170960187,1.5420647,0.73054034
Maf,18.112091,3.0167265,2.558464519963281e-73,1.2730729935446919e-70,0.7970479704797048,0.22273464240677354,1.1983542,0.25153437
Grik1,18.030596,2.9109616,1.1207849046560565e-72,5.47554370692877e-70,0.9188191881918819,0.4951540263015673,2.2297335,0.74346155
Scn1a,17.65711,1.6539441,8.97181528712428e-70,4.3048692279469536e-67,0.974169741697417,0.6799135290938569,1.7932123,0.95228374
