names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_ABC (for_DEGs),mean_expr_Rest (for_DEGs)
Igfbp5,14.631186,4.4500175,1.7766418855723123e-48,1.8360910563587704e-45,0.8706896551724138,0.23629523468290936,1.7052712,0.187323
Slit2,14.583145,3.3614216,3.595643690323626e-48,3.57833133181466e-45,0.9482758620689655,0.5713006091006808,2.6918015,0.8495861
Prdm6,14.373968,8.982824,7.538577248988171e-47,7.234341810011147e-44,0.7758620689655172,0.006270154066642781,1.467141,0.006573622
Egfr,14.240345,4.8690147,5.147249064564202e-46,4.769192495339314e-43,0.8275862068965517,0.11565747044070225,1.6064034,0.12783165
Mgp,13.982086,7.2026534,2.0052282702174532e-44,1.7960161206914324e-41,0.7672413793103449,0.03203152991759226,1.7807983,0.032950494
Sned1,13.978831,5.6920757,2.09905513343673e-44,1.819406820498224e-41,0.7844827586206896,0.07108563238982443,1.3795191,0.05591259
Slc26a2,13.931435,6.246332,4.0807379632366987e-44,3.4265446585053154e-41,0.7758620689655172,0.07681834467932641,1.402014,0.03955922
Gm26740,13.886143,7.057656,7.686474737018764e-44,6.258653823748309e-41,0.7586206896551724,0.02149767108563239,1.3366326,0.020845816
Hmcn1,13.870739,6.4053245,9.52905673089856e-44,7.530757481154245e-41,0.7672413793103449,0.03987817986384808,1.5251335,0.041547257
Neat1,13.866794,4.373217,1.0067697725487098e-43,7.729115368109666e-41,0.8275862068965517,0.13063418129702614,1.3849292,0.13496614
Trabd2b,13.747563,4.9541326,5.2673892147102435e-43,3.9315207833128955e-40,0.7931034482758621,0.16621282694374775,1.5471354,0.11269948
Lama2,13.684659,3.8716035,1.2539412140050482e-42,9.106324437923147e-40,0.8620689655172413,0.21938373342887854,1.7291235,0.27512833
Gmds,13.542796,2.2747376,8.739743135402411e-42,6.179918369691126e-39,0.9396551724137931,0.6640988892869939,1.9405134,0.8029491
Col25a1,13.3978,3.9746277,6.228200406550114e-41,4.2910703826667066e-38,0.8706896551724138,0.4489072017198137,2.468212,0.52298844
Slc23a2,13.287327,2.8826823,2.7420147230648845e-40,1.841948390218836e-37,0.8706896551724138,0.5608025797205303,1.7707834,0.50745654
Dock5,13.217183,5.1211886,6.98306027974735e-40,4.576459261385642e-37,0.7586206896551724,0.08896452884270871,1.4013501,0.08428587
Tcf7l2,13.154186,3.7489574,1.6100680744769763e-39,1.0300602181237228e-36,0.8189655172413793,0.16277319957004657,1.3247765,0.18680036
Nr3c2,13.115386,2.250088,2.688100579798462e-39,1.6797502925391786e-36,1.0,0.772984593335722,3.0053587,1.616355
Thsd4,13.094841,3.358493,3.5240937199809635e-39,2.152099960361102e-36,0.8448275862068966,0.37753493371551416,1.6612153,0.3477621
Pcdh7,12.877879,2.1774676,5.996084272387322e-38,3.580328542201052e-35,0.9741379310344828,0.7836617699749194,3.027241,1.6755438
Nfia,12.788795,2.1906188,1.8938736032062056e-37,1.1062692112641466e-34,0.9655172413793104,0.7373342887853815,2.5961668,1.3134502
9530026P05Rik,12.715116,3.778663,4.873898132060626e-37,2.7301743910307055e-34,0.7931034482758621,0.22622715872447152,1.4889903,0.22323367
Sh3pxd2a,12.715064,3.5746973,4.877125819481722e-37,2.7301743910307055e-34,0.8017241379310345,0.3607309208169115,1.470972,0.24799347
Tgfbr3,12.700741,3.1158206,5.857285261741179e-37,3.2119439792446014e-34,0.8189655172413793,0.3743461125044787,1.3617969,0.28886002
Mir99ahg,12.696986,1.6889969,6.145123954288792e-37,3.302389613034797e-34,0.9913793103448276,0.8731995700465783,3.189687,2.1066172
