names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CTX (for_DEGs),mean_expr_Rest (for_DEGs)
Cpne7,48.11572,1.449932,0.0,0.0,0.8706467661691543,0.3449415458338497,0.8269624,0.38584656
Epha6,48.039486,1.388771,0.0,0.0,1.0,0.8672697979923163,3.339357,2.432541
Hs6st3,47.200512,1.7781179,0.0,0.0,0.9965959675307672,0.7613913330854711,2.9401224,1.8284463
Gm10754,46.868576,1.4891814,0.0,0.0,0.7695731866980885,0.24901887883670012,0.6469205,0.28068054
Raver2,46.85598,1.3585305,0.0,0.0,0.8677664310028803,0.35035320361878797,0.7395352,0.35558286
Tafa1,46.741867,1.6854247,0.0,0.0,0.9926682377585755,0.7584582971867642,2.8366947,1.7905871
Ryr3,46.44892,1.528788,0.0,0.0,0.9958104215763289,0.6745982567026066,2.1911097,1.3226929
6530403H02Rik,46.398125,1.5402684,0.0,0.0,0.885833987954962,0.39422481100508117,1.1615573,0.56227267
Gm49678,45.868088,1.6054505,0.0,0.0,0.9512961508248232,0.4923782376998389,1.5665979,0.80898356
Ndst3,45.641182,1.3772937,0.0,0.0,0.9049489395129615,0.40703102408394265,1.0193728,0.51992756
Nwd2,45.289047,1.3439882,0.0,0.0,0.9350615344330977,0.46887264014541247,1.1112959,0.5894231
Hs3st4,44.98802,1.6245703,0.0,0.0,0.9560094265514533,0.5487255752468294,1.8590422,1.0141292
Tmem200a,43.77855,1.1935594,0.0,0.0,0.874574495941346,0.3589044491262858,0.6936217,0.36300156
9530059O14Rik,43.67637,1.2672371,0.0,0.0,0.9756480754124116,0.5548395092328665,1.2889057,0.7381916
Gm30439,43.536823,1.25113,0.0,0.0,0.9308719560094265,0.4492089065146445,0.97794867,0.52884805
Cpne8,43.49046,1.2578849,0.0,0.0,0.869337522911757,0.3630767959681084,0.82064,0.42649427
Entrep2,43.188152,1.3310971,0.0,0.0,0.9939774810159727,0.6355186516296939,1.7125694,1.0316753
Fras1,43.112,1.3307421,0.0,0.0,0.8180151872217858,0.335688024125253,0.8053961,0.40013033
Celf2,43.014725,1.0377618,0.0,0.0,1.0,0.9609617052918578,4.315306,3.609968
Schip1,42.955486,1.3032763,0.0,0.0,0.9992144540455616,0.8059239063080927,2.669193,1.8627168
Rbfox1,42.947735,1.1508281,0.0,0.0,1.0,0.9308877597389185,4.0906672,3.313186
Meg3,42.92367,1.4887439,0.0,0.0,1.0,0.8995331928780931,4.1132836,3.1104689
Opcml,42.781097,1.127239,0.0,0.0,1.0,0.9137439583591523,3.762856,3.0086274
Cntnap5c,42.707397,1.3830733,0.0,0.0,0.9099240638910709,0.4436320072706242,1.2580497,0.6758054
Rasgef1b,42.677967,1.3304942,0.0,0.0,0.9507724535218643,0.47965464535051844,1.2205487,0.66780967
Kcnma1,42.531006,1.1127998,0.0,0.0,1.0,0.8338910232577353,2.826836,2.1220713
Satb2,42.52685,1.2408544,0.0,0.0,0.8557213930348259,0.3503945139835585,0.8332171,0.4384874
Kcnq5,42.48973,1.5125072,0.0,0.0,0.9971196648337262,0.7471392572396415,2.613718,1.6926308
Tenm2,42.378784,1.1590191,0.0,0.0,1.0,0.9302681042673607,4.0461035,3.2640643
Nlgn1,42.301125,0.9180355,0.0,0.0,1.0,0.9468748709051101,3.9349756,3.3158767
Lrrc7,42.22871,1.1761874,0.0,0.0,1.0,0.841161647457347,3.1246436,2.3632696
Tenm4,42.22823,1.4164865,0.0,0.0,0.9984289080911233,0.7072747552360887,2.2851782,1.4602288
Cadps2,42.184086,1.3036349,0.0,0.0,0.9342759884786593,0.48779278721031105,1.279279,0.7182601
Phactr1,42.05594,1.111511,0.0,0.0,1.0,0.8714421448341388,3.0092607,2.294501
Thsd4,41.970024,1.1585084,0.0,0.0,0.7994239329667452,0.31321518569008966,0.6009286,0.31411543
Samd5,41.811756,1.2277738,0.0,0.0,0.9018067556952082,0.41711075308794976,0.94282603,0.51232547
Trpc5,41.561123,1.2397734,0.0,0.0,0.9581042157632889,0.49861610278018753,1.1566077,0.6537463
Pcnx2,41.54391,1.1218171,0.0,0.0,0.9256349829798377,0.44602800842731444,0.77778953,0.4322312
Csmd1,41.481804,1.0481174,0.0,0.0,1.0,0.9344404511091833,4.195924,3.4853706
Chrm3,41.449013,1.4924734,0.0,0.0,0.9738151348520555,0.6097409840128888,1.9794399,1.1685266
Gm26652,41.390667,1.1041744,0.0,0.0,0.8769311338046609,0.3814599082909902,0.6211917,0.33688492
Nrg1,41.33311,1.485805,0.0,0.0,0.9981670594396439,0.8244309497252861,3.0883834,2.1373765
Nell1,41.243263,1.3747512,0.0,0.0,0.902330452998167,0.4406989713719172,1.2873594,0.6989094
Khdrbs3,41.22049,1.3497965,0.0,0.0,0.9879549620319455,0.6235386458462429,1.7430637,1.0472673
Sema3e,41.137638,1.205706,0.0,0.0,0.8554595443833464,0.37162804147560624,0.86980516,0.47069374
Iqcj,41.1077,1.1725394,0.0,0.0,0.7947106572401152,0.31300863386623706,0.613785,0.3191405
Gm10649,41.042713,1.1232113,0.0,0.0,0.8643623985336476,0.3749328706572479,0.68536407,0.37290883
Ntng1,40.97834,1.3767163,0.0,0.0,0.9274679235401938,0.5131986615441815,1.4921952,0.8447351
Gm26871,40.864304,1.3131733,0.0,0.0,1.0,0.7666377494113273,2.6065872,1.8003275
Gm2164,40.85906,1.3712294,0.0,0.0,0.7054202670856246,0.24393770396992606,0.68257475,0.32094616
