names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CA2 (for_DEGs),mean_expr_Rest (for_DEGs)
Nr3c2,17.898918,3.1960852,1.2023427551528294e-71,3.230694983095653e-67,1.0,0.7729764592067075,3.633708,1.6136708
Large1,17.339964,2.0815494,2.3488813675318872e-67,3.1557221172790907e-63,1.0,0.8437063312909814,3.2558045,1.9304248
Stxbp5l,17.26145,2.7932143,9.177658546123437e-67,6.484856443360719e-63,1.0,0.7931849940879286,3.4674804,1.7011495
Prkca,17.25853,2.7383318,9.653675390190873e-67,6.484856443360719e-63,1.0,0.7579275502526067,2.891151,1.2668607
Kalrn,17.117056,2.1005213,1.1073718906761544e-65,5.951016540493653e-62,1.0,0.8450320685083664,3.6442504,2.2707443
Zbtb20,17.077377,2.7615824,2.1872902888328083e-65,9.79541501015626e-62,1.0,0.8669963094342327,4.126381,2.3014143
Wipf3,16.906984,3.1010387,3.996451395807522e-64,1.534066414362116e-60,0.9914529914529915,0.525816045003404,2.043774,0.5783804
Kcnq5,16.88979,3.1089776,5.349261687431916e-64,1.796683269266195e-60,1.0,0.780285929270128,3.8084576,1.8098025
Zfp804a,16.86583,3.146649,8.026716615637314e-64,2.396420838468607e-60,1.0,0.6585330896843312,2.9060624,1.0823991
Cpne4,16.737299,3.2575269,7.009672256483122e-63,1.8834989353170149e-59,0.9914529914529915,0.5423340141173099,2.4868712,0.76671726
Frmpd4,16.625334,2.5474272,4.568183536688188e-62,1.1158826511891966e-58,1.0,0.8318463578057258,3.7871187,2.1255648
Brinp2,16.50167,2.8264062,3.568840427574469e-61,7.919399509188228e-58,0.9914529914529915,0.5428714751513849,1.9221085,0.6003111
Lrp1b,16.497381,1.920674,3.831492133213508e-61,7.919399509188228e-58,1.0,0.9384069654950016,4.3712444,3.0745413
Cacna2d3,16.390339,2.5776327,2.2418967938018134e-60,4.3028404892467656e-57,1.0,0.7440610555734709,3.1062245,1.5204312
Dlgap2,16.28458,1.9439775,1.2699933765712352e-59,2.2749814685646063e-56,1.0,0.8111720233616396,3.3748684,2.1204035
Mctp1,16.243328,2.396068,2.490401721377312e-59,4.182318390838024e-56,1.0,0.7406213049553907,2.9161067,1.462984
Strip2,16.176752,4.429406,7.357399524819366e-59,1.1629019131288021e-55,0.9145299145299145,0.11859973485255652,0.929935,0.06878856
Nrxn3,16.148296,2.3081374,1.167399695982476e-58,1.742668323947174e-55,1.0,0.928696836146046,4.659864,3.0967162
Ppm1e,16.122791,1.9784774,1.7645801451363982e-58,2.495487815779738e-55,1.0,0.8083055645132394,2.8828342,1.6638458
Gm20754,15.942549,2.4670978,3.2099105421197655e-57,4.3125148133379044e-54,1.0,0.7428428105629008,3.12003,1.5922846
Dab1,15.847781,1.8982556,1.4563202680559267e-56,1.863396457269655e-53,1.0,0.8762764699559282,3.85171,2.5922682
