names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_MH-LH Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Lhfpl3,4.304381,2.584552,1.6745347683834234e-05,0.007499124871077099,0.8823529411764706,0.47457687638363205,1.8792108,0.6549186
A330008L17Rik,4.297948,2.4697087,1.7238667927433814e-05,0.007593491921477813,0.8235294117647058,0.42194529743626363,1.3394617,0.4111453
A330102I10Rik,4.271167,2.1775327,1.944528323323896e-05,0.008427334846405336,0.8235294117647058,0.416482182389488,1.0447565,0.34169942
Slit2,4.26181,2.0829077,2.027778051745467e-05,0.008648634325460428,0.9411764705882353,0.5726987074198386,1.9083279,0.8566653
Enox2,4.243501,2.7221162,2.200592400820251e-05,0.009239049657818773,0.7647058823529411,0.4436549310861958,1.4465075,0.4003038
Syne1,4.2218933,1.5884686,2.4225867812794064e-05,0.010014601048150409,0.9411764705882353,0.8174676854959652,2.5467029,1.591709
Gfra1,4.211187,3.5636766,2.5403235103220184e-05,0.010342195867023127,0.7058823529411765,0.2766550024994644,1.4375914,0.24021465
Cnnm2,4.184856,2.8005188,2.853471408082157e-05,0.011338093548968234,0.7647058823529411,0.4909305148896665,1.4857501,0.39920932
Kcnh8,4.183596,4.066853,2.869335174282992e-05,0.011338093548968234,0.6470588235294118,0.0782332357351996,0.8153386,0.07248857
Kcnip1,4.159634,3.5440488,3.18757556667684e-05,0.012413066011102418,0.7058823529411765,0.23112904377633364,1.4026173,0.23335882
Ccdc141,4.1321635,3.8800044,3.593646229696115e-05,0.01361933953142544,0.6470588235294118,0.09705063200742697,0.8299158,0.08418493
Pard3b,4.1297045,2.7556565,3.6323004702076345e-05,0.01361933953142544,0.7647058823529411,0.32700135685210313,1.330104,0.3448974
Dner,4.128625,1.7864323,3.649395036332831e-05,0.01361933953142544,0.9411764705882353,0.5435263872027423,1.3850937,0.6250142
Zic4,4.0942264,5.4643035,4.2358055475179866e-05,0.01538055338673085,0.5882352941176471,0.014568306791401843,0.5242422,0.015489762
Tmem163,4.0816755,3.2191854,4.471220491909097e-05,0.015808117712841768,0.7058823529411765,0.23544954652574449,1.1888784,0.21929167
Cdk14,4.062452,1.2894424,4.85599551197256e-05,0.01694553239048087,0.9411764705882353,0.8066842819395844,2.3457046,1.5814955
Cacna2d2,3.9718072,3.4070241,7.132940493284447e-05,0.02426102671576621,0.6470588235294118,0.148289652217382,0.78570664,0.10666104
Sytl2,3.9655695,2.1844563,7.322094032989432e-05,0.02458434766539915,0.7647058823529411,0.315432407341284,0.93675566,0.2936875
Dpysl3,3.9626904,2.1913211,7.410986828795426e-05,0.02458434766539915,0.7647058823529411,0.3416410769120903,0.82019085,0.2455089
Pbx1,3.8966227,1.5235105,9.754346211390638e-05,0.03120229555953172,0.9411764705882353,0.8120759837177748,2.5556161,1.6355017
Gm4876,3.8352482,2.7962463,0.0001254375895251661,0.038741471615416245,0.7058823529411765,0.2292365921588231,0.962744,0.2094953
Col25a1,3.8174942,2.7382329,0.00013481401275030466,0.040724069776294,0.8235294117647058,0.45047489823609227,1.7347982,0.5303661
Wls,3.8168793,2.4573848,0.00013515024219018778,0.040724069776294,0.7647058823529411,0.34189102335213883,1.0831196,0.3043581
Traf3,3.8146,1.6505991,0.00013640365760574842,0.040724069776294,0.8235294117647058,0.5107834035563807,1.0533675,0.46671388
Nsg2,3.809352,1.4888483,0.00013933157605519681,0.04083479985622225,0.9411764705882353,0.6544311933157181,1.3866253,0.7272402
5330434G04Rik,3.8084972,1.5017005,0.00013981397792230916,0.04083479985622225,0.8823529411764706,0.6445047489823609,1.5739869,0.8548628
Zfp618,3.8016744,2.947373,0.00014372151829528644,0.04152470103864889,0.6470588235294118,0.23684210526315788,0.77016205,0.14011139
Erbb4,3.7955115,2.33891,0.00014733938189288078,0.04157749645172806,0.9411764705882353,0.7192744411911733,3.0050051,1.5670274
Ebf1,3.793487,4.400183,0.00014854632152459598,0.04157749645172806,0.5882352941176471,0.08651717489109477,1.1198206,0.093276955
Vav2,3.7868893,4.0747056,0.0001525449796068678,0.042210501181180235,0.5882352941176471,0.09497964721845319,0.7480039,0.06394987
St6galnac5,3.78461,1.4827586,0.0001539497251862919,0.042210501181180235,0.9411764705882353,0.7194172677283439,2.189387,1.3447664
Tom1l2,3.7784321,1.2867035,0.00015781880500939508,0.042405912906024454,0.9411764705882353,0.7132043133614225,1.5028282,0.8888376
Unc13b,3.7743835,1.4945754,0.00016040380665171124,0.042673765195361195,0.8823529411764706,0.5359922873669928,1.1020154,0.5384807
Tmtc2,3.7660015,1.9379411,0.00016588287956427242,0.043698754645999996,0.8235294117647058,0.5177819038777405,1.4587777,0.6213535
Ap3s1,3.742849,1.7847433,0.00018194547098567104,0.04746480393577651,0.8235294117647058,0.5190316360779833,1.0784336,0.4466473
Nrp2,3.7361014,2.552401,0.00018689532420904914,0.04782740344283,0.7058823529411765,0.4418695993715632,1.3734004,0.40724856
Srrm3,3.7267146,1.5252837,0.00019399194289524018,0.048299659657751806,0.8235294117647058,0.5983003642076697,1.2484355,0.62233746
Gucy1a1,3.716668,2.973594,0.00020186748705881407,0.048866480876309314,0.6470588235294118,0.19942155252445903,0.7598197,0.13528563
