Cell_Type,Control-Emx1,Control-Emx1_n,Mutant-Emx1,Mutant-Emx1_n,Control-Nestin,Control-Nestin_n,Mutant-Nestin,Mutant-Nestin_n
ABC,0.2857082294877416,17,0.25128307409364375,30,0.36896575345164684,50,0.3679785760851122,19
Astrocytes,0.3582558431800412,145,0.4060968630283416,212,0.4651952382131396,464,0.4271235114031858,159
CA1,0.3134173562529119,367,0.3302244028643512,486,0.35335661900344756,403,0.34591346559973035,779
CA2,0.36444598000590056,23,0.3994914269118107,40,0.41990675277782785,21,0.39760401413026686,33
CA3,0.3554112907627274,217,0.3660167090532977,336,0.39279705669359055,209,0.3762517678526505,336
CGE-derived,0.4010721185730061,39,0.3762753374383453,95,0.4054871930868156,99,0.3933304094316569,245
CTX,0.37689920884521816,617,0.38560013832911494,756,0.3998277519119643,899,0.39587150132960747,1547
Cajal-Retzius,0.3781675631007001,2,0.39428996742435446,4,0.42355933435683313,23,0.47341660792448237,36
Car3,0.16239115537116883,21,0.16742915252481644,10,0.22487076420699498,23,0.1927431143010687,19
ENT CTX,0.352022301278002,611,0.35079104749696494,1152,0.3665521982803303,728,0.35586010446303645,1520
Endothelial,0.1380108827659618,60,0.19296708170714516,61,0.25945462606759573,84,0.21707544571368567,26
Immature GC,0.3770386434018785,79,0.4172886924568422,32,0.4149106532818056,275,0.40409788018397763,117
Lamp5,0.3389051459367538,34,0.3762292184355353,75,0.4779803845254389,55,0.4491609617177292,123
Lamp5 (DG),0.43459541304703125,19,0.4569182956528468,15,0.48728983508697077,26,0.4485556626337585,24
MGE-derived,0.3428336837290132,77,0.3559023919807118,111,0.3907743868729803,122,0.37216276581780744,226
MOL,0.1661996717870433,98,0.20161401092179,91,0.26139930312912774,803,0.257816240399368,668
Mature GC,0.33743053357980873,477,0.3732298048665675,268,0.37881439995088145,849,0.3809812680799596,540
Microglia,0.10128883374666582,50,0.07807630552348156,32,0.2057584512583281,483,0.19079149972810877,671
NFOL,0.27746962122502994,4,0.292877338867145,16,0.3593312346341615,50,0.34108389323889143,79
Neuroblast,0.4312948802106895,11,0.37414184398693606,5,0.5260139722236157,94,0.4999059594739519,32
OPC,0.3391748505014922,35,0.35482800897650113,73,0.4228973637280179,253,0.38767854551002895,368
PPP,0.23658182332432456,47,0.2652128957883521,308,0.2781192668567269,84,0.300844728243289,360
PV,0.2504930162553501,85,0.23187968402165984,162,0.28877569332855196,83,0.254567585999439,151
Pericytes,0.16880839680952764,12,0.10046192093111768,11,0.2626971222582873,70,0.2607477306586862,20
ProS,0.3535178142349586,65,0.3609723160263307,122,0.37986932798837325,60,0.3626046384775096,119
SST,0.25937313087096686,62,0.29044870784815746,131,0.32471561746889743,78,0.30844044911047575,173
Sncg,0.3513830655711586,61,0.4041905443603953,115,0.4126086065227296,38,0.3816934142960281,57
Subiculum,0.2972901443747532,47,0.2871044800433391,100,0.3353473696175877,106,0.3320004773263853,168
VIP,0.3761944613451416,32,0.3918268964839672,50,0.37126230205087724,32,0.4043060655235774,114
VIP (DG),0.40749190340181357,9,0.4364349738632916,12,0.42125976255700537,18,0.38053180187551827,28
VLMC,0.2436059840028557,27,0.23086299045714903,55,0.30583484889946816,46,0.33246754076539276,16
nIPC,0.3884215108960667,4,0.37619871842872554,14,0.4363809378732673,22,0.38640840507308594,23
rest,0.115396794955333,932,0.15314302900715634,841,0.2400426058672445,1768,0.24934485337351883,558
