names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_OPC NN (for_DEGs),mean_expr_Rest (for_DEGs)
Grin3a,28.75425,2.7698762,8.014541303790773e-182,2.9101449301737577e-179,0.7627737226277372,0.3913460474381202,1.490155,0.4081532
Unc13c,28.74064,3.5651364,1.1857551943507694e-181,4.2481656096273566e-179,0.6982968369829684,0.21409863882843336,1.3206093,0.20861848
Ntm,28.7257,1.7704139,1.8224225432352227e-181,6.44322286009611e-179,0.9781021897810219,0.810321295510716,3.0753758,1.9537816
Ctnna2,28.334301,1.199338,1.306742447379198e-176,4.4445784254530445e-174,0.9829683698296837,0.8836548747648383,3.2330554,2.4515903
Il1rapl1,28.177298,1.1934359,1.1098423208109817e-174,3.681662118542108e-172,0.98661800486618,0.9231620495038548,3.629316,2.8356712
Sorcs1,28.172754,2.464278,1.2615721292966668e-174,4.133956477341639e-172,0.8138686131386861,0.4544247297945332,1.7601115,0.6271007
Plppr1,27.977798,2.5598786,3.026891060200573e-172,9.6824479509035e-170,0.7554744525547445,0.4511785753808698,1.4270235,0.42981204
Marchf1,27.914011,1.4970566,1.8036932364039514e-171,5.635492704903973e-169,0.975669099756691,0.832786159578,2.970306,2.021986
Dpyd,27.901497,1.8606468,2.5587472044638217e-171,7.902705446430217e-169,0.889294403892944,0.644029658047143,2.0147305,1.0258346
Gm3764,27.79009,2.3547585,5.715166608510185e-170,1.7450741678485075e-167,0.7785888077858881,0.5322586594857797,1.5040137,0.52128756
Nav3,27.758844,1.2114877,1.362797295284759e-169,4.114422845427132e-167,0.9878345498783455,0.895422184514368,3.4741113,2.6743407
Nlgn1,27.397503,1.0261164,2.937044867273382e-165,8.672351163036898e-163,0.9939172749391727,0.9533365303035892,4.0754857,3.381681
Gpc6,27.393053,2.2879293,3.318384021857655e-165,9.691845507316868e-163,0.8807785888077859,0.542107787081781,2.103476,0.9055252
Megf11,27.097967,3.5610902,1.0405051366131075e-161,2.9429866337678104e-159,0.6557177615571776,0.2286694455715814,1.1308656,0.16363032
Abtb2,27.080961,3.895763,1.6503833267741637e-161,4.619354165668935e-159,0.635036496350365,0.13681803091224318,1.1129748,0.12864073
Nrxn1,27.033274,0.9960718,6.007618323681887e-161,1.6641722098694051e-158,0.9987834549878345,0.9658416024198606,4.2796683,3.60292
Gm56750,26.978407,3.90762,2.649105177259099e-160,7.263413889076734e-158,0.6326034063260341,0.1642259028366963,1.1324071,0.1311483
Pcdh9,26.950724,1.008871,5.593912956576147e-160,1.5030844114320107e-157,0.9975669099756691,0.9707477221586926,4.506845,3.8186626
Nrxn2,26.227423,1.7821168,1.293653355295162e-151,3.248641650166449e-149,0.7944038929440389,0.6618097310856174,1.5221335,0.7136797
Wipf1,26.169104,3.176665,5.974782079973763e-151,1.4865036526749537e-148,0.6666666666666666,0.21236489726659044,1.1480626,0.21350223
Sgcz,26.156961,1.9942898,8.212411819712501e-151,2.024472528400687e-148,0.9610705596107056,0.7414880666937179,2.895252,1.6656197
Myt1,26.011444,3.6370554,3.675837354049993e-149,8.898175648948045e-147,0.635036496350365,0.24726105721347155,1.0480642,0.13877903
Ankrd11,25.938276,1.3210768,2.4657546969660037e-148,5.915609706024689e-146,0.8661800486618005,0.7785975137408241,1.8381219,1.1362699
Cdh13,25.86488,1.9784578,1.6550656464757523e-147,3.9010187649827595e-145,0.8540145985401459,0.534619499059353,1.7413111,0.7856798
Dcc,25.745749,1.4706675,3.5969969706491607e-146,8.404461617508082e-144,0.9829683698296837,0.8417499723339112,3.0990136,2.1564686
Dscaml1,25.693764,1.4556366,1.3723454988471021e-145,3.1788727201742784e-143,0.889294403892944,0.7338522261979417,2.016652,1.2162925
Pcdh7,25.389801,1.5534648,3.2687855548004717e-142,7.443412530295651e-140,0.9537712895377128,0.7804788077760153,2.597489,1.6553183
Kank1,25.327356,3.8389947,1.5964546392872776e-141,3.604767744340265e-139,0.5924574209245742,0.11435316684495923,0.96309346,0.107229106
Dock1,25.234533,2.795948,1.6744651342731396e-140,3.7494065131599387e-138,0.6897810218978102,0.2737098380611605,1.2285148,0.29855165
Shc4,25.207817,5.174361,3.2882625545604414e-140,7.18338332040968e-138,0.551094890510949,0.06868567634364971,0.8859966,0.03871374
Pde7b,25.178415,2.364209,6.905245969880003e-140,1.4963222516989976e-137,0.7299270072992701,0.4129255966653141,1.3789407,0.45550993
Lrp1b,25.109367,1.1603353,3.9297287575613136e-139,8.4473449372538e-137,0.9890510948905109,0.9374377513003062,3.835766,3.0577965
Sema3d,25.084152,3.933965,7.406593800069324e-139,1.5794855191100218e-136,0.5888077858880778,0.1378877863440186,0.9976289,0.1061613
Matn4,25.06597,4.403504,1.1693338246451449e-138,2.4740157376547278e-136,0.5681265206812652,0.1013685491903058,0.88756996,0.06534976
Cntn6,25.05562,2.3293374,1.5161965026974164e-138,3.1828281271468424e-136,0.745742092457421,0.3985392305138515,1.4456148,0.49808654
Serpine2,24.871513,3.0326643,1.5134165101289813e-136,3.128115509781979e-134,0.6472019464720195,0.2484414770002582,1.0735004,0.21132301
Srgap1,24.824184,2.3916962,4.9149764740732815e-136,1.0081329607507564e-133,0.708029197080292,0.4473790991921502,1.3014039,0.4118707
Dnm3,24.782318,1.4907935,1.3907067198476575e-135,2.8096458317523727e-133,0.8710462287104623,0.7236342174185695,1.8928865,1.1007023
Tox,24.693907,2.2374074,1.2434949324169383e-134,2.4212107850755895e-132,0.767639902676399,0.4033715740160094,1.50277,0.55445296
Chd7,24.63087,2.6481571,5.900648622305608e-134,1.1325030605810835e-131,0.683698296836983,0.3139547751669187,1.1929641,0.31217957
Cntn4,24.462475,1.8183106,3.707366155295353e-132,7.0650303966514985e-130,0.9148418491484185,0.6435132243904238,2.2287443,1.2090033
Stk32a,24.354776,4.849674,5.159827022043597e-131,9.695423222539261e-129,0.5364963503649635,0.06695193478180678,0.85651666,0.04592124
Tmem132d,24.310162,2.0318465,1.5306481021693908e-130,2.8561468406452454e-128,0.7591240875912408,0.46888487218266994,1.4370631,0.57917583
Ncald,24.222532,1.4896235,1.2880977801536658e-129,2.354502541001973e-127,0.8479318734793188,0.6975543177542514,1.7912905,1.0222825
Sema5b,23.723925,3.431197,2.0425601869685525e-124,3.4736450774585447e-122,0.583941605839416,0.17927625511822642,0.9270983,0.13241087
Atp1a2,23.703844,2.3555417,3.2912177984459916e-124,5.561951084543635e-122,0.7019464720194647,0.3036629901508724,1.2463126,0.39480063
Plpp4,23.555954,3.8225427,1.090837791092737e-122,1.809309348559373e-120,0.559610705596107,0.145560514958132,0.8986811,0.09797628
Kazn,23.418167,1.8203268,2.7910202317637805e-121,4.517753832981493e-119,0.7615571776155717,0.5690730015861891,1.4606884,0.6611109
Nfia,23.41294,1.4716972,3.1551292265436317e-121,5.076546246540562e-119,0.9038929440389294,0.7347375410380317,2.1239471,1.2961426
Cdh20,23.332705,1.9885365,2.0651523103235977e-120,3.283469975052963e-118,0.7761557177615572,0.4706186137445129,1.5428822,0.65588516
Galnt13,23.298185,1.4304103,4.625081964424744e-120,7.267599554625315e-118,0.8503649635036497,0.6928326386071046,1.7643257,1.0277896
Kcnip3,23.098476,2.25544,4.796083136766262e-118,7.406365165799395e-116,0.6922141119221411,0.5003873252425394,1.3334738,0.46070924
Ncam2,22.99032,1.242207,5.8258681409705206e-117,8.945204397021594e-115,0.9659367396593674,0.8566896602604301,2.848576,2.0636818
Nav1,22.84272,1.3813162,1.7263924411702017e-115,2.591517591857169e-113,0.7785888077858881,0.6921686524770372,1.4975581,0.8468587
Lrrtm3,22.732656,1.5647283,2.1304594173808165e-114,3.111165464403399e-112,0.8467153284671532,0.6205319266664208,1.7538186,0.961147
Calcrl,22.728699,4.0919666,2.33144158680684e-114,3.3862613749999888e-112,0.5316301703163017,0.11280386587480172,0.8863972,0.080328226
Ppfibp1,22.464888,2.9963665,9.15414913449246e-112,1.2678968414629506e-109,0.597323600973236,0.2714596628425984,1.0332633,0.20444843
Bcan,22.412294,3.1389737,2.986429905471317e-111,4.115147259487912e-109,0.5766423357664233,0.18421926297539562,0.9244081,0.15921827
Bcas1,22.069578,2.8558853,6.196806420777957e-108,8.122350659819693e-106,0.5875912408759124,0.18075177985170976,1.0290027,0.22186159
Kif13a,22.02656,2.1905165,1.6029308312854517e-107,2.080712629789376e-105,0.6751824817518248,0.4473422110738131,1.1613475,0.39251286
Grid1,21.976898,1.1028248,4.7910184712275206e-107,6.130222205803975e-105,0.9111922141119222,0.7804050315393412,2.1526234,1.5133781
Emid1,21.87907,5.016707,4.1114121544423103e-106,5.162319840647891e-104,0.48175182481751827,0.05927920616769339,0.6983803,0.030737072
Csmd2,21.850609,1.2189367,7.670381851908389e-106,9.541812979665666e-104,0.864963503649635,0.7214209303183444,1.8314838,1.1794125
Prkcq,21.69631,3.48278,2.223006118426498e-104,2.727496548042009e-102,0.5255474452554745,0.11645578959017301,0.80817837,0.10549365
Zcchc24,21.678825,3.8601367,3.250650386552498e-104,3.970226176666619e-102,0.5072992700729927,0.09435980670625992,0.7754641,0.07758979
Armh4,21.31547,2.9800427,8.158543722247002e-101,9.490046312414586e-99,0.5766423357664233,0.27990704194179056,0.9520789,0.18370143
Ptn,21.288107,1.6659776,1.4631737460957364e-100,1.680148656307369e-98,0.7761557177615572,0.5961857685639456,1.5353216,0.7645188
Map3k1,21.217894,3.5982616,6.52833151577559e-100,7.432892704613988e-98,0.5170316301703163,0.13593271607215315,0.78063715,0.0931874
Eya1,21.156181,3.2610002,2.42052709397048e-99,2.732754748528857e-97,0.5352798053527981,0.1594673355712125,0.88069105,0.13745499
Ednrb,20.993582,3.945992,7.507022012637798e-98,8.335276094197424e-96,0.48661800486618007,0.07897746135969604,0.7607193,0.07134878
Sulf2,20.813904,2.550231,3.238638944154821e-96,3.4670210529657384e-94,0.5924574209245742,0.3115570474750083,0.9352906,0.23450196
Ntn1,20.660124,4.9549947,7.916039401770756e-95,8.2764194056646e-93,0.4537712895377129,0.04928252609834372,0.6742385,0.030560656
Arhgef3,20.65063,2.1745565,9.635262877124737e-95,1.0034864864664407e-92,0.6386861313868614,0.45239588328599356,1.0925888,0.36396924
Agap1,20.566069,1.2723268,5.526937252899558e-94,5.668274961275234e-92,0.7798053527980535,0.7058910324984322,1.5124528,0.9020452
Tns3,20.538055,2.4840324,9.842660035620556e-94,1.0055980043997122e-91,0.5912408759124088,0.26592644509203583,0.94808,0.24885024
Alcam,20.5189,1.2810767,1.4597903347006692e-93,1.4746077553912398e-91,0.878345498783455,0.7146704046626582,1.8777162,1.1875509
Cobl,20.478056,1.8899517,3.3787512421288315e-93,3.362483180592656e-91,0.6605839416058394,0.42546755689992255,1.1077797,0.43637472
Svil,20.251705,3.1396587,3.431598593774143e-91,3.293109079096829e-89,0.5267639902676399,0.17872293334317016,0.8752444,0.1473785
Grik1,20.21232,1.7507744,7.627594169075344e-91,7.26785302564023e-89,0.7627737226277372,0.49146040060496515,1.5347183,0.7331401
Ctnnd2,20.202951,0.8856563,9.221892227576534e-91,8.755909687455176e-89,0.9793187347931873,0.8823637906230403,3.0157487,2.4425502
Unc5c,20.150993,1.1654376,2.637646966363809e-90,2.4867920696910723e-88,0.9391727493917275,0.8036076579733668,2.4257188,1.7221639
Nf1,20.1501,0.9420891,2.6856869885369998e-90,2.523231097272349e-88,0.8491484184914841,0.7954184957025342,1.7115604,1.2124494
Ncam1,19.768972,0.8602015,5.508733120460385e-87,4.933988631559018e-85,0.927007299270073,0.8534803939651039,2.2470808,1.7335055
Zfp521,19.659275,3.2147887,4.815548139624413e-86,4.2704217330596695e-84,0.4927007299270073,0.12541960234608432,0.7513706,0.113885395
Sorcs3,19.644169,1.4449133,6.484966107570746e-86,5.731942082579801e-84,0.8077858880778589,0.5779261499870891,1.5963498,0.89420176
Ankrd28,19.435225,1.1799235,3.8871043837005377e-84,3.358408192605577e-82,0.754257907542579,0.6978125345826109,1.4203919,0.8693553
Spon1,19.135647,1.669563,1.2748759051444972e-81,1.0671624788545994e-79,0.6751824817518248,0.48891512043970636,1.1798805,0.5356368
Sox10,19.121891,3.421555,1.6598191522430176e-81,1.385072690086021e-79,0.4659367396593674,0.09948725515511454,0.7041457,0.09111201
Lnx1,19.100973,2.612395,2.4782900860582305e-81,2.061661133510361e-79,0.5559610705596107,0.3212586225976613,0.8913979,0.21126562
0610040J01Rik,18.912468,2.95295,9.004372678083505e-80,7.309591959519752e-78,0.5048661800486618,0.17780073038474306,0.78914857,0.14424655
Pde4d,18.89328,1.0701575,1.295429010263641e-79,1.0421610031671867e-77,0.9525547445255474,0.821350842893504,2.5234528,1.866175
Nmnat2,18.8303,1.2515506,4.2634400862903746e-79,3.399366027258824e-77,0.718978102189781,0.6354347264746025,1.2548368,0.7193239
Sema5a,18.751068,1.7423605,1.897386588145495e-78,1.503916744055146e-76,0.6934306569343066,0.4280497251835184,1.3125707,0.59424955
Afap1l2,18.748583,4.2384205,1.9881539572135876e-78,1.56661867537622e-76,0.42700729927007297,0.06248847246301966,0.62101036,0.04459581
Creb5,18.700377,2.6472018,4.915614928871698e-78,3.8508038815971584e-76,0.5218978102189781,0.18894094212254234,0.8714563,0.20044518
Itgb8,18.653507,2.4378507,1.1825988339306357e-77,9.210559613830776e-76,0.551094890510949,0.2800177062968018,0.866272,0.22659886
Arhgap24,18.571095,3.2162979,5.506810535021877e-77,4.215612509288827e-75,0.4781021897810219,0.14803201888671658,0.78220725,0.120127715
ENSMUSG00000121513,18.475721,1.0366385,3.238655135085471e-76,2.4444568393187247e-74,0.9306569343065694,0.7891844037035671,2.2117198,1.6021582
Mir99ahg,18.360212,0.9512858,2.7353548993598642e-75,2.0359829957285192e-73,0.9720194647201946,0.8722195580803423,2.6949801,2.0967488
Prrx1,18.176857,3.984551,7.871697286660433e-74,5.625332608844836e-72,0.41849148418491483,0.06197203880630049,0.60766774,0.05147383
Slc9a9,18.162447,1.1170464,1.0235885894535978e-73,7.276144285348723e-72,0.7725060827250608,0.6844590357445867,1.4564658,0.9231364
Smoc1,17.990923,3.8395967,2.2950110188585033e-72,1.585268536676812e-70,0.4257907542579075,0.08277693754841565,0.6173713,0.057943597
Hip1,17.774252,2.0530765,1.1188147880129336e-70,7.515638338476881e-69,0.583941605839416,0.39905566417057065,0.9278278,0.31367418
Gfra1,17.638865,2.3326685,1.2392667753590404e-69,8.10197037807723e-68,0.5304136253041363,0.26979969751742966,0.8163722,0.22360992
Eps8,17.579466,2.3718226,3.5389916807636227e-69,2.2804006345831785e-67,0.5267639902676399,0.2522409531889778,0.8226254,0.22043273
Ptpn4,17.526701,1.0312508,8.962155909924678e-69,5.733645935706574e-67,0.7469586374695864,0.7065919067468368,1.3428876,0.86908334
Gsap,17.451328,2.9981487,3.3632506293638736e-68,2.1213742819485278e-66,0.4562043795620438,0.13700247150392858,0.6638239,0.111475974
Snx25,17.446432,1.9183807,3.6642093438931916e-68,2.3057916878316175e-66,0.5851581508515815,0.43856283890958725,0.93635786,0.34375435
C1ql1,17.435228,5.212954,4.45774967604143e-68,2.785575204540308e-66,0.3771289537712895,0.028440739237891473,0.54699033,0.019439021
Lrp1,17.196095,1.509514,2.840413377059017e-66,1.71896187931477e-64,0.6532846715328468,0.556678593824929,1.051219,0.5030075
Plppr5,17.124273,1.2864217,9.782217288083932e-66,5.867146842205697e-64,0.6739659367396593,0.6058504555682614,1.1319137,0.62142706
Phactr3,17.107931,1.2015958,1.2951836505142622e-65,7.716537625125992e-64,0.6788321167883211,0.626802906783725,1.1433182,0.6571187
Plpp3,17.103647,2.0450482,1.3939894216568047e-65,8.286835345114676e-64,0.5450121654501217,0.2558928769043491,0.87335336,0.2911847
Gm33680,16.97888,4.858188,1.1771029970474263e-64,6.816542571263867e-63,0.3759124087591241,0.040982699472499905,0.56668866,0.02594705
Naaladl2,16.93754,0.87219316,2.3786299354025286e-64,1.37154047991987e-62,0.8953771289537713,0.8620384374193072,2.1524765,1.6400388
Map4k4,16.918203,1.2212932,3.303548884619549e-64,1.8926728897596434e-62,0.6885644768856448,0.6339223136227821,1.160667,0.6627785
Asrgl1,16.908672,2.405112,3.883540027128511e-64,2.220228096360491e-62,0.5158150851581509,0.26832417278394627,0.7861471,0.20342651
Meis2,16.615498,1.5048124,5.382675148435332e-62,2.9337217289747946e-60,0.6800486618004866,0.48415655317422257,1.2850298,0.6530462
Ppp2r2b,16.608963,0.9617709,6.002121507332898e-62,3.26471669842176e-60,0.9051094890510949,0.7653915673761481,2.1184103,1.5596638
Marcks,16.445932,1.6618013,8.969395269075662e-61,4.781897834921886e-59,0.6240875912408759,0.46840532664428786,1.0280676,0.44948742
Evi5l,16.415312,2.0442824,1.4861371127528397e-60,7.860729177100158e-59,0.5523114355231143,0.3920469216865248,0.8271533,0.27153412
Mmp16,16.394829,0.9066705,2.0822491939451097e-60,1.0927741375254902e-58,0.8917274939172749,0.78560625622487,2.1043859,1.5772603
Mtss2,16.293823,2.7439122,1.0918625267066232e-59,5.674728451181232e-58,0.4659367396593674,0.2081227636578258,0.6717677,0.13362476
Dmd,16.287296,0.87790906,1.21483798739267e-59,6.289536940508871e-58,0.9708029197080292,0.8720351174886569,2.8257692,2.265697
Gm4258,16.201052,0.9425005,4.957269700369353e-59,2.5179931351403503e-57,0.7871046228710462,0.7220480283300749,1.5508096,1.0760845
Opcml,16.13181,0.861289,1.5248631418870435e-58,7.701705380170087e-57,0.9878345498783455,0.924121140580619,3.6733258,3.0968595
Cobll1,16.07086,2.1993563,4.0837845917628145e-58,2.047225596654232e-56,0.49635036496350365,0.2284112287432218,0.7417806,0.21465659
Rlbp1,16.069763,5.22357,4.156745585011391e-58,2.0799209286639866e-56,0.3467153284671533,0.02390350068243019,0.47936964,0.01632725
Fip1l1,16.050198,1.3410938,5.698277061088155e-58,2.8301793832058917e-56,0.6435523114355232,0.6014976576044856,1.0705994,0.56345606
1700025G04Rik,16.02785,1.2039294,8.165948878451685e-58,4.033438352279353e-56,0.6630170316301703,0.618871961341252,1.1307393,0.64747
Nav2,15.9755,0.75805753,1.8932924321749697e-57,9.249594118643897e-56,0.8990267639902676,0.8180678003615035,2.0895364,1.646159
Phldb1,15.953294,2.1306617,2.7025972375393254e-57,1.3155577495051028e-55,0.5097323600973236,0.2541222472241691,0.7789953,0.23845917
Pcdh17,15.930022,1.0698013,3.922176501609459e-57,1.9057664122648496e-55,0.7335766423357665,0.644914972887233,1.3048378,0.8242149
Sdk1,15.8680105,1.4810212,1.055334071882172e-56,5.0909921923651634e-55,0.6411192214111923,0.4590726327050057,1.1458647,0.5701154
Gpr17,15.842772,4.1775975,1.57712440866933e-56,7.567380868025875e-55,0.3588807785888078,0.04433951824117452,0.51526487,0.0365733
Zfpm2,15.826018,1.1855471,2.0584023532124367e-56,9.85905013027062e-55,0.864963503649635,0.6680069349662474,1.8915817,1.2456486
Sash1,15.728869,1.6477461,9.590836048700904e-56,4.5370733209259386e-54,0.5863746958637469,0.42679552916005753,0.94225913,0.4052633
Abhd2,15.586139,1.8983271,9.043725806048648e-55,4.1825286128834275e-53,0.5547445255474452,0.43044745287542885,0.8596687,0.31149387
Thsd7a,15.547137,1.2037009,1.663784395847407e-54,7.642031917336722e-53,0.7360097323600974,0.574311114390055,1.3870783,0.83457756
2610035D17Rik,15.511352,1.5370282,2.9069341221661645e-54,1.330652808562263e-52,0.6021897810218978,0.5089084805784057,0.9902725,0.45934916
Cpq,15.440418,3.0537736,8.753118507840834e-54,3.9729103767851894e-52,0.39902676399026765,0.1072337600059021,0.6029968,0.09500428
Tmem163,15.423739,2.2851176,1.1334680344398907e-53,5.127320889797957e-52,0.47566909975669097,0.22903832675495223,0.7444749,0.20439327
Samd4,15.309534,1.946421,6.603553869187425e-53,2.942578647845209e-51,0.5328467153284672,0.34368659854660816,0.85130864,0.29890165
