"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","peak","direction"
3.48777434695747e-09,-13.1133788649583,0,0.5,0.00105077921637961,"chr7-49991793-49993084","Less_Accessible"
3.48777434695747e-09,-13.5420857832013,0,0.5,0.00105077921637961,"JH584304.1-94187-98323","Less_Accessible"
1.68169058801651e-07,-13.7958939355563,0,0.406,0.0506651331904674,"chr4-138973319-138974106","Less_Accessible"
1.68169058801651e-07,-13.8067521146523,0,0.406,0.0506651331904674,"chr18-56495571-56496259","Less_Accessible"
5.82599405603498e-07,-13.9044153530595,0,0.375,0.175522635923194,"chr1-86143085-86143183","Less_Accessible"
5.82599405603498e-07,-13.7986510028691,0,0.375,0.175522635923194,"chr12-87027897-87028232","Less_Accessible"
5.82599405603498e-07,-13.5811595598274,0,0.375,0.175522635923194,"chr15-84250102-84252896","Less_Accessible"
5.82599405603498e-07,-13.8419940461701,0,0.375,0.175522635923194,"chr17-75451297-75451370","Less_Accessible"
5.82599405603498e-07,-13.5461235473014,0,0.375,0.175522635923194,"chr18-55310898-55311102","Less_Accessible"
1.59861365706868e-06,4.8054232384229,0.542,0.031,0.481622329533367,"JH584304.1-101721-103772","More_Accessible"
1.97228576476523e-06,-13.7764758820684,0,0.344,0.594200393779644,"chr1-167754546-167755753","Less_Accessible"
1.97228576476523e-06,-13.7267622708073,0,0.344,0.594200393779644,"chr2-161843132-161843541","Less_Accessible"
1.97228576476523e-06,-13.7324446161586,0,0.344,0.594200393779644,"chr4-106798152-106799023","Less_Accessible"
1.97228576476523e-06,-13.7872082922761,0,0.344,0.594200393779644,"chr7-127779207-127779949","Less_Accessible"
1.97228576476523e-06,-13.7630851720246,0,0.344,0.594200393779644,"chr12-30668274-30668979","Less_Accessible"
1.97228576476523e-06,-13.4084690491148,0,0.344,0.594200393779644,"chr16-17686900-17687804","Less_Accessible"
3.53000948219084e-06,-4.60329727103675,0.017,0.375,1,"chr4-116657080-116657395","Less_Accessible"
5.58079123421242e-06,-4.21847422264707,0.017,0.375,1,"chr8-120834603-120834819","Less_Accessible"
6.53164111289809e-06,-13.5949757349207,0,0.312,1,"chr1-157363144-157365472","Less_Accessible"
6.53164111289809e-06,-13.3452972263813,0,0.312,1,"chr1-192579501-192579859","Less_Accessible"
