"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","peak","direction"
7.31901940454544e-140,-5.19923629261383,0.012,0.363,2.20503757110443e-134,"chr10-67347947-67349393","Less_Accessible"
7.51004621298322e-71,-4.25892303574083,0.014,0.224,2.26258917281652e-65,"chr18-74250327-74252398","Less_Accessible"
1.01811875983581e-43,3.56218686130719,0.448,0.038,3.06733729369533e-38,"JH584304.1-94187-98323","More_Accessible"
6.06568881160232e-33,-3.54445663658851,0.012,0.128,1.82744039671549e-27,"chr4-152262072-152263242","Less_Accessible"
8.37689983974822e-29,-3.24279269300265,0.015,0.125,2.52375049922015e-23,"chr16-92585189-92585548","Less_Accessible"
7.38254463840583e-27,-3.3156485508939,0.013,0.113,2.22417613593572e-21,"chr1-39337954-39340592","Less_Accessible"
9.98924646836952e-27,-3.24749168300614,0.013,0.113,3.00951022975803e-21,"chr13-59188086-59189631","Less_Accessible"
2.34585170707438e-25,-3.29528966006342,0.011,0.105,7.06746473048835e-20,"chr10-16316744-16317819","Less_Accessible"
1.70681829757368e-23,-3.05271430802539,0.014,0.108,5.14221682601509e-18,"chr7-96532313-96533706","Less_Accessible"
2.01391526452687e-22,-2.54305111055981,0.033,0.154,6.06742321320334e-17,"JH584304.1-101721-103772","Less_Accessible"
1.89289051683942e-21,-2.99145154175763,0.014,0.102,5.70280590460797e-16,"chr7-24141290-24142031","Less_Accessible"
1.91466836735766e-21,-1.77668279968029,0.073,0.23,5.76841712375679e-16,"JH584304.1-77-7270","Less_Accessible"
3.12932223522789e-18,-2.07704428144084,0.038,0.151,9.42786556418281e-13,"chr5-38751626-38753297","Less_Accessible"
2.56848912835809e-16,-2.2017191551337,0.028,0.122,7.73821562146083e-11,"chr1-191049158-191050397","Less_Accessible"
4.06385133474699e-13,3.5183919216735,0.162,0.015,1.2243368108759e-07,"chr17-80669002-80669811","More_Accessible"
1.09730441508447e-12,2.82207770495114,0.174,0.023,3.30590387654574e-07,"chr18-74648762-74649436","More_Accessible"
6.95932061841053e-12,2.99366729709993,0.159,0.02,2.09666931931163e-06,"chr17-52138621-52141289","More_Accessible"
9.61194341893684e-12,2.86448152190593,0.159,0.02,2.8958382535402e-06,"chr5-25937130-25939773","More_Accessible"
1.74602191185036e-11,3.47793955783879,0.141,0.012,5.26032751492719e-06,"chr7-67754842-67755442","More_Accessible"
2.2453782977853e-11,-1.84718909948582,0.034,0.113,6.76476346665266e-06,"JH584304.1-113234-114321","Less_Accessible"
4.20721175752576e-11,3.51553512415507,0.136,0.012,1.26752772224857e-05,"chr15-102014978-102017817","More_Accessible"
6.59761406336381e-11,3.17348518825366,0.14,0.015,1.98769617693993e-05,"chr4-95236644-95237199","More_Accessible"
9.96147252526342e-11,3.49966875202266,0.133,0.012,3.00114263504874e-05,"chr1-85880112-85881534","More_Accessible"
1.20532656841454e-10,2.12701059595458,0.177,0.038,3.63134761899092e-05,"chr8-61380258-61381091","More_Accessible"
1.24990897454904e-10,3.40522444698695,0.132,0.012,3.76566326307263e-05,"chr8-127392167-127395282","More_Accessible"
1.26748829009308e-10,2.9740119701683,0.142,0.017,3.81862534597793e-05,"chr7-15761172-15763222","More_Accessible"
3.36555206780903e-10,3.38363274596388,0.127,0.012,0.000101395669922917,"chr6-6873668-6875585","More_Accessible"
3.66494600357723e-10,2.49439981365566,0.148,0.023,0.000110415660722773,"chr12-116805715-116807109","More_Accessible"
4.74698515448475e-10,3.40023434532406,0.125,0.012,0.000143014795241739,"chr12-54498362-54498498","More_Accessible"
9.26245758018435e-10,3.44593162333168,0.121,0.012,0.000279054690747004,"chr1-164282352-164286461","More_Accessible"
1.68917168768042e-09,3.3849725839894,0.119,0.012,0.00050890520020592,"chr10-121145743-121147091","More_Accessible"
2.16816721348927e-09,3.25279330654264,0.118,0.012,0.00065321457724398,"chr18-35755680-35759992","More_Accessible"
2.2363904152945e-09,2.73161261514579,0.129,0.017,0.00067376852236785,"chr7-68132318-68132706","More_Accessible"
