"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","peak","direction"
2.30129265311017e-33,5.73155247606188,0.75,0.032,6.93321944065766e-28,"chr7-49133825-49135351","More_Accessible"
1.42174402247274e-21,5.69360728747072,0.481,0.011,4.28335930370476e-16,"chr3-52255488-52255685","More_Accessible"
2.23060802895316e-17,4.25108218793685,0.442,0.021,6.72026433922865e-12,"chr2-174040432-174040623","More_Accessible"
1.181173335538e-16,4.70962584301389,0.404,0.016,3.55857996664212e-11,"chr2-71642766-71644649","More_Accessible"
1.20525276593789e-16,5.1497343360849,0.385,0.011,3.63112527057939e-11,"chr5-113737633-113737756","More_Accessible"
1.75467354194076e-16,4.95444774320967,0.385,0.011,5.28639271348201e-11,"chr9-65590333-65590533","More_Accessible"
7.28156121118042e-16,5.19334475229769,0.365,0.011,2.19375235389838e-10,"chr6-138413502-138414090","More_Accessible"
1.01946031758746e-15,5.00232821656202,0.365,0.011,3.07137907181163e-10,"chr7-28021827-28021947","More_Accessible"
2.46329430147859e-15,3.98389732858783,0.423,0.032,7.42128990677961e-10,"chr7-45062325-45065512","More_Accessible"
5.42677668309936e-15,5.25800520314187,0.346,0.011,1.63495214520076e-09,"chr18-24599286-24601040","More_Accessible"
5.63227089082754e-15,5.24090420351838,0.346,0.011,1.69686241263407e-09,"chr5-116935205-116936067","More_Accessible"
5.84542026700717e-15,5.30343641206439,0.346,0.011,1.76107899094258e-09,"chr11-105748326-105749419","More_Accessible"
6.62566486244604e-15,4.2776237374499,0.385,0.021,1.99614718143343e-09,"chr17-14347394-14347561","More_Accessible"
8.15799857746758e-15,4.99364716185911,0.346,0.011,2.45780102142654e-09,"chr8-88026929-88027923","More_Accessible"
9.45542641584608e-15,5.124225461078,0.346,0.011,2.84868359343403e-09,"chr8-90598281-90600435","More_Accessible"
1.49485213292233e-14,4.10532867951004,0.385,0.021,4.50361576346176e-09,"chr7-102074732-102075779","More_Accessible"
5.33893417771753e-14,3.91660670330041,0.385,0.026,1.60848739439185e-08,"chr9-111324528-111326690","More_Accessible"
5.53949392683411e-14,5.04328296845888,0.327,0.011,1.66891103280695e-08,"chr1-39507221-39508328","More_Accessible"
5.53949392683411e-14,5.10669660241487,0.327,0.011,1.66891103280695e-08,"chr9-103303350-103303972","More_Accessible"
6.89940500792575e-14,4.94852828718984,0.327,0.011,2.07861824376283e-08,"chr16-4970687-4971652","More_Accessible"
7.3862504124327e-14,3.56322803888282,0.423,0.042,2.22529259300566e-08,"JH584304.1-38311-41317","More_Accessible"
9.23387360954486e-14,4.82553535990604,0.327,0.011,2.78193527171563e-08,"chr13-28727631-28729584","More_Accessible"
9.57549617426832e-14,4.78280365928034,0.327,0.011,2.88485760990269e-08,"chr2-173609421-173609836","More_Accessible"
1.67761391786554e-13,-5.40719504785148,0.019,0.637,5.0542313310494e-08,"JH584304.1-94187-98323","Less_Accessible"
1.75143089423627e-13,3.06679120873822,0.462,0.058,5.27662342661033e-08,"chr16-13337682-13338520","More_Accessible"
3.21894659032316e-13,3.66064239173551,0.385,0.032,9.6978813399961e-08,"chr15-101153858-101154152","More_Accessible"
3.32550557735767e-13,4.64609765194949,0.327,0.016,1.00189169281843e-07,"chr1-121590241-121590543","More_Accessible"
4.28448807959892e-13,5.01182759711521,0.308,0.011,1.29080914618117e-07,"chr2-179214086-179215273","More_Accessible"
4.60657396860523e-13,5.00050883218572,0.308,0.011,1.38784557239154e-07,"chr13-18919810-18922580","More_Accessible"
4.70030134970227e-13,4.49701451221603,0.327,0.016,1.41608328913155e-07,"chr3-36791413-36792501","More_Accessible"
5.58352979516028e-13,4.49185608932577,0.327,0.016,1.68217793903691e-07,"chr15-67841886-67842483","More_Accessible"
5.9323973894443e-13,4.84996901727077,0.308,0.011,1.78728302350483e-07,"chr5-21921953-21922654","More_Accessible"
6.15009997707442e-13,4.80477993701597,0.308,0.011,1.8528713705931e-07,"chr2-117020924-117021933","More_Accessible"
6.15009997707442e-13,4.81086118123189,0.308,0.011,1.8528713705931e-07,"chr5-115485757-115487432","More_Accessible"
6.15009997707442e-13,4.94745739234701,0.308,0.011,1.8528713705931e-07,"chr7-111090228-111091642","More_Accessible"
6.15009997707442e-13,4.84867005350343,0.308,0.011,1.8528713705931e-07,"chr15-100630271-100630833","More_Accessible"
6.37564034182881e-13,4.48833234257067,0.308,0.011,1.92082104398447e-07,"chr8-12380089-12382019","More_Accessible"
6.60929501802172e-13,4.76334629011688,0.308,0.011,1.99121535655449e-07,"chr7-40037766-40042392","More_Accessible"
7.60202174040178e-13,4.29936462697269,0.327,0.016,2.29029909983954e-07,"chr18-55118512-55121205","More_Accessible"
8.28454487901875e-13,3.39916527324013,0.404,0.042,2.49592625842637e-07,"chr5-151302529-151303672","More_Accessible"
8.42236692133876e-13,4.26981379710914,0.327,0.016,2.53744859422633e-07,"chr5-113896435-113898300","More_Accessible"
1.8455379134498e-12,3.86566401466015,0.346,0.026,5.56014434874588e-07,"chr6-135199824-135201220","More_Accessible"
2.53128278409691e-12,5.06199382947384,0.288,0.011,7.62612220778798e-07,"chr11-103957765-103958455","More_Accessible"
2.73543637816886e-12,3.1878115805339,0.404,0.047,8.24118594832824e-07,"chr12-81940180-81944606","More_Accessible"
3.0998554198492e-12,3.52153474402712,0.365,0.032,9.33908941615067e-07,"chr16-15172602-15175951","More_Accessible"
3.62453593282246e-12,4.90933852559186,0.288,0.011,1.09198206316109e-06,"chr16-21005706-21007342","More_Accessible"
3.75650422025944e-12,4.8951191883845,0.288,0.011,1.13174080895866e-06,"chr1-190596210-190596376","More_Accessible"
3.8299860437078e-12,4.36686214153525,0.308,0.016,1.15387904531807e-06,"chr13-32101078-32101493","More_Accessible"
4.18131775417633e-12,4.79804395275648,0.288,0.011,1.25972650638947e-06,"chr5-67181464-67182319","More_Accessible"
4.18131775417633e-12,4.85985250338721,0.288,0.011,1.25972650638947e-06,"chr15-32296789-32299658","More_Accessible"
