"seqnames","start","end","width","strand","score","gene","peak","zscore","pvalue","celltype","genotype","qvalue"
"chr1",63031173,63117118,85946,"*",0.229332894446951,"Gm20342","chr1-63030810-63031535",2.54817792983463,0.00541436123022306,"Vascular","Nestin",0.0299039335638474
"chr1",74854934,74889453,34520,"*",0.223129278953761,"Cdk5r2","chr1-74888109-74890796",3.69167692046412,0.000111390173075724,"Vascular","Nestin",0.00499863401677311
"chr1",86410096,86526726,116631,"*",0.263024104848505,"Ptma","chr1-86410007-86410185",4.21683171319823,1.23879364938314e-05,"Vascular","Nestin",0.00161303505837683
"chr1",87755870,87857313,101444,"*",0.222766838776648,"Atg16l1","chr1-87856548-87858078",3.03114232573501,0.00121815188951852,"Vascular","Nestin",0.0163064976992145
"chr1",135146824,135219100,72277,"*",0.236281397725749,"Arl8a","chr1-135218587-135219613",2.61092340712969,0.00451490575402294,"Vascular","Nestin",0.0290735635102105
"chr1",135146824,135223968,77145,"*",0.227494348635184,"Arl8a","chr1-135223763-135224173",2.36772631549887,0.00894888499937906,"Vascular","Nestin",0.0351680989473697
"chr1",156639713,156719086,79374,"*",0.232836252975985,"Fam20b","chr1-156638993-156640433",3.78384687067439,7.72114270775146e-05,"Vascular","Nestin",0.00410650404753004
"chr1",156669401,156719086,49686,"*",0.23050514035476,"Fam20b","chr1-156668964-156669838",3.71087551874604,0.000103271828911221,"Vascular","Nestin",0.00499016018417551
"chr1",171295024,171464853,169830,"*",0.309699187265209,"Ufc1","chr1-171464765-171464940",3.64511840256965,0.000133634361326765,"Vascular","Nestin",0.00564408655485984
"chr1",178314041,178406085,92045,"*",0.206202955817787,"Efcab2","chr1-178313264-178314818",2.35909249065876,0.00915984458865061,"Vascular","Nestin",0.0351680989473697
"chr1",180330485,180432275,101791,"*",0.203285664673792,"Itpkb","chr1-180431514-180433035",3.1670292812921,0.000770024053537742,"Vascular","Nestin",0.0131040010471821
"chr1",182189577,182282804,93228,"*",0.284962240062969,"Degs1","chr1-182189481-182189672",3.6593290005452,0.00012643825851939,"Vascular","Nestin",0.00550197997678315
"chr1",189728268,189808775,80508,"*",0.208651711976166,"Ptpn14","chr1-189808345-189809204",2.69828490203908,0.00348488816490177,"Vascular","Nestin",0.0266338451647445
"chr2",10080593,10147624,67032,"*",0.231905755903742,"Kin","chr2-10147423-10147825",4.12437627532168,1.85870375877672e-05,"Vascular","Nestin",0.00177939906506891
"chr2",10080593,10158505,77913,"*",0.225960550710861,"Kin","chr2-10158191-10158818",4.5446052579116,2.75191495789476e-06,"Vascular","Nestin",0.00131724995984563
"chr2",26445216,26451705,6490,"*",0.279411647601375,"Sec16a","chr2-26451311-26452099",3.8852706789837,5.11079692201785e-05,"Vascular","Nestin",0.00305796015834068
"chr2",26518638,26580014,61377,"*",0.204603762301656,"Egfl7","chr2-26517935-26519340",2.20743533088828,0.0136418301641625,"Vascular","Nestin",0.0397829397595791
"chr2",84309536,84425411,115876,"*",0.228655480000115,"Calcrl","chr2-84309367-84309705",3.29573500818626,0.000490822806471422,"Vascular","Nestin",0.0106791143953479
"chr2",84309536,84476775,167240,"*",0.260611959185922,"Tfpi","chr2-84309367-84309705",2.46446235335348,0.00686094888007162,"Vascular","Nestin",0.0316813954970123
"chr2",90918258,91043766,125509,"*",0.220792336264638,"Ptpmt1","chr2-91043310-91044221",2.47595348900821,0.00664404438226073,"Vascular","Nestin",0.0312814679768079
"chr2",91710576,91853754,143179,"*",0.22478942987233,"Atg13","chr2-91852486-91855021",2.63284800605766,0.00423361149402994,"Vascular","Nestin",0.028748975166863
"chr2",118610411,118779719,169309,"*",0.241087453906723,"Disp2","chr2-118609685-118611137",4.24820414175344,1.07745495017733e-05,"Vascular","Nestin",0.00161303505837683
"chr2",119157034,119244323,87290,"*",0.266216561517194,"Rmdn3","chr2-119243834-119244811",3.93284906760421,4.19724749974116e-05,"Vascular","Nestin",0.00295834715787687
