"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","peak","direction"
5.80006618134286e-191,5.27067903553778,0.551,0.022,1.74741493878407e-185,"chr7-49133825-49135351","More_Accessible"
1.22806012672482e-189,4.59784842377559,0.559,0.029,3.69983814679021e-184,"JH584304.1-101721-103772","More_Accessible"
2.25085503798154e-114,-5.0526278693429,0.011,0.305,6.78126351567888e-109,"chr15-84250102-84252896","Less_Accessible"
1.24753298917085e-108,-5.03250976234009,0.01,0.291,3.75850501312448e-103,"chr12-103302079-103304822","Less_Accessible"
5.81432403175196e-95,-4.6396679246996,0.012,0.265,1.75171047266607e-89,"chr14-122140677-122142396","Less_Accessible"
3.83269137055423e-94,4.62066616142047,0.322,0.015,1.15469409266373e-88,"chr10-70367693-70370256","More_Accessible"
1.33356060567008e-90,-4.48076739760029,0.013,0.257,4.01768471473253e-85,"chr1-123560489-123561221","Less_Accessible"
1.52071212884983e-90,-4.67083883551292,0.012,0.254,4.58152546619233e-85,"chr3-27709581-27711724","Less_Accessible"
2.13701484519446e-90,4.52796413777925,0.312,0.015,6.43829147485961e-85,"chr7-44665154-44667440","More_Accessible"
2.72192014830982e-90,-4.58365315716057,0.012,0.255,8.2004649268204e-85,"chr2-167169920-167170461","Less_Accessible"
7.97010888823719e-88,-4.28039029476766,0.013,0.253,2.40119455530366e-82,"chr7-92135279-92135734","Less_Accessible"
1.12937880007021e-87,-4.72691004092754,0.01,0.245,3.40253597991152e-82,"chr1-178227382-178228316","Less_Accessible"
4.360417811158e-87,-4.46405622607416,0.012,0.247,1.31368487605663e-81,"chr1-192579501-192579859","Less_Accessible"
1.00089905944747e-86,-4.47106758580455,0.012,0.247,3.01545864135035e-81,"chr10-107127444-107127756","Less_Accessible"
3.61680851605938e-84,-4.61584178977628,0.01,0.237,1.08965398567579e-78,"chr16-11131334-11132011","Less_Accessible"
2.48806450422984e-83,-4.54386933656268,0.012,0.238,7.49591633511845e-78,"chr14-47725457-47727075","Less_Accessible"
3.05240801736671e-81,4.5977983282646,0.283,0.013,9.19614225432154e-76,"chr16-13232733-13238551","More_Accessible"
1.06976056945568e-80,-3.81443407076673,0.02,0.251,3.22292115562759e-75,"chr14-47778593-47780215","Less_Accessible"
3.2636707637207e-80,-4.06792044170747,0.015,0.24,9.83262409339952e-75,"chr2-179281244-179283062","Less_Accessible"
8.46788365305112e-79,-3.60404020660614,0.023,0.253,2.55116164757298e-73,"chr1-125785694-125788001","Less_Accessible"
1.78936793212976e-77,-4.50683440394146,0.01,0.22,5.39091823752395e-72,"chr15-25387326-25387933","Less_Accessible"
1.26039473487464e-76,-3.48841020354655,0.026,0.253,3.79725423749356e-71,"chr8-107643546-107644906","Less_Accessible"
4.9509543615667e-76,3.83607188526188,0.284,0.02,1.49159877528101e-70,"chr6-83992193-83992513","More_Accessible"
1.07512339323438e-75,-3.91175503550535,0.018,0.234,3.23907800296686e-70,"chr16-4449896-4450208","Less_Accessible"
4.64266443601296e-75,4.26768104648097,0.271,0.016,1.3987187279598e-69,"chr18-54852647-54854506","More_Accessible"
6.8988647102647e-75,-3.19824524321056,0.03,0.26,2.078455465585e-69,"chr5-92638651-92638978","Less_Accessible"
5.36097091036022e-74,-3.85883977269929,0.018,0.23,1.61512651101878e-68,"chr12-117323446-117324068","Less_Accessible"
2.2217364521955e-72,-4.56545883799467,0.01,0.207,6.69353649635198e-67,"chr8-83108991-83110110","Less_Accessible"
7.53014682131988e-72,3.90632867382411,0.269,0.019,2.26864498359315e-66,"chr2-174040432-174040623","More_Accessible"
1.89393253430236e-71,-4.11091755475755,0.014,0.215,5.70594524271944e-66,"chr7-74890055-74892337","Less_Accessible"
1.96162332013829e-71,-4.19561983870941,0.013,0.214,5.90988065774664e-66,"chr18-15813506-15814380","Less_Accessible"
6.61597717276933e-71,4.40773850131531,0.253,0.011,1.99322852272608e-65,"chr7-138576663-138579582","More_Accessible"
3.02417562839067e-70,-3.46571193452054,0.022,0.232,9.11108512443399e-65,"chr7-80957378-80957953","Less_Accessible"
