"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","peak","direction"
1.80027792835083e-35,3.90882024150265,0.607,0.055,5.42378732863895e-30,"chr7-49133825-49135351","More_Accessible"
3.47626043371241e-32,3.39115217107935,0.587,0.07,1.04731036216671e-26,"JH584304.1-101721-103772","More_Accessible"
2.04279300730987e-25,5.43143282391531,0.43,0.01,6.1544246327728e-20,"chr18-54036060-54038055","More_Accessible"
2.4507345016537e-22,-4.88704227889375,0.011,0.274,7.38345036985718e-17,"chr12-103302079-103304822","Less_Accessible"
1.05696826487284e-20,4.40987147262644,0.379,0.02,3.18438113999566e-15,"chr6-83992193-83992513","More_Accessible"
5.23014642615592e-20,4.16715852782699,0.374,0.025,1.57571236454013e-14,"chr16-13232733-13238551","More_Accessible"
2.53008315951054e-19,4.89015555394193,0.346,0.01,7.62250803881538e-14,"chr1-71544783-71545296","More_Accessible"
2.91976883301457e-19,4.91988014708613,0.346,0.01,8.79653355166464e-14,"chr4-65589976-65590931","More_Accessible"
5.00329897270681e-19,3.94244040622189,0.36,0.02,1.50736889800224e-13,"chr2-174040432-174040623","More_Accessible"
5.08060729426504e-19,-4.71209015745015,0.011,0.239,1.5306599625797e-13,"chr12-12857956-12858453","Less_Accessible"
2.42212791438881e-18,-4.39983999645973,0.014,0.239,7.29726587407488e-13,"chr4-149701334-149701750","Less_Accessible"
7.05755867583805e-18,-4.31096863442803,0.014,0.234,2.12626599006311e-12,"chr16-17686900-17687804","Less_Accessible"
1.38081473565739e-17,-4.53449418988878,0.011,0.224,4.16004959485179e-12,"chr9-15683832-15684972","Less_Accessible"
2.91904166894151e-17,-4.05189089387141,0.017,0.234,8.79434278810354e-12,"chr15-83462789-83463031","Less_Accessible"
4.33524967032123e-17,-4.41940367981034,0.014,0.224,1.30610234442603e-11,"chr5-92534544-92534768","Less_Accessible"
1.24834105407041e-16,-4.30720652665529,0.014,0.219,3.76093951065063e-11,"chr1-176812961-176814802","Less_Accessible"
1.85441612329748e-16,4.50762765320346,0.303,0.01,5.58689217546448e-11,"chr3-153111194-153115978","More_Accessible"
1.98763621852622e-16,5.1359088493024,0.298,0.01,5.98825101736486e-11,"chr6-141325627-141327503","More_Accessible"
4.15292997007466e-16,-4.20663004321538,0.014,0.214,1.25117397673424e-10,"chr14-122140677-122142396","Less_Accessible"
5.74553153644735e-16,-4.08598810680885,0.014,0.214,1.73098501364317e-10,"chr12-41693489-41694089","Less_Accessible"
8.73415302238776e-16,-4.38728547492932,0.011,0.204,2.63138195181987e-10,"chr8-121467824-121468381","Less_Accessible"
9.21347206190677e-16,4.44473217716626,0.298,0.015,2.77578879545096e-10,"chr2-117020924-117021933","More_Accessible"
9.82747110431107e-16,5.12612400087112,0.287,0.01,2.96077135695132e-10,"chr5-113896435-113898300","More_Accessible"
1.19661074657331e-15,5.00093428761668,0.287,0.01,3.60508902673874e-10,"chr8-47682103-47683379","More_Accessible"
1.77628718990283e-15,-3.5062352955347,0.022,0.229,5.35150923137976e-10,"chr5-92638651-92638978","Less_Accessible"
