"seqnames","start","end","width","strand","score","gene","peak","zscore","pvalue","celltype","genotype","qvalue"
"chr1",73864466,73964549,100084,"*",0.239032970523493,"6030407O03Rik","chr1-73963391-73965706",1.89473182569596,0.0290639695661455,"Unknown","Nestin",0.0355569840436886
"chr1",154099531,154117951,18421,"*",0.271915213227581,"A830008E24Rik","chr1-154099061-154100001",4.55850526552795,2.57594866070798e-06,"Unknown","Nestin",8.18541581001286e-05
"chr1",171437535,171464853,27319,"*",0.216346935088397,"F11r","chr1-171464765-171464940",3.03541260767191,0.0012010341258699,"Unknown","Nestin",0.00536750272077574
"chr5",31645118,31697627,52510,"*",0.203390593165489,"Rbks","chr5-31644783-31645453",4.5619048129,2.53458143763402e-06,"Unknown","Nestin",8.16135222918154e-05
"chr5",88886818,88961120,74303,"*",0.216797555760542,"Slc4a4","chr5-88960492-88961747",4.49749399011114,3.43795520044744e-06,"Unknown","Nestin",0.00010125197328147
"chr6",17359319,17463800,104482,"*",0.212107198647663,"Met","chr6-17358978-17359660",2.94186433960887,0.00163121406781171,"Unknown","Nestin",0.00625298725994489
"chr6",24515067,24515484,418,"*",0.21429496698718,"Iqub","chr6-24514492-24516475",2.21911187361639,0.0132395572263478,"Unknown","Nestin",0.0223123033507536
"chr8",120736358,120853868,117511,"*",0.246428184614306,"Irf8","chr8-120853246-120854489",3.55810080499086,0.000186772981757937,"Unknown","Nestin",0.00161091696766221
"chr9",14525350,14615483,90134,"*",0.250480912041536,"Amotl1","chr9-14524002-14526697",8.20426158648589,1.16006221255135e-16,"Unknown","Nestin",9.33850081103837e-14
"chr9",45091027,45269149,178123,"*",0.30039424797525,"Il10ra","chr9-45090486-45091567",2.80934791092217,0.00248209840833384,"Unknown","Nestin",0.00814438540234541
"chr11",4441105,4629009,187905,"*",0.231117352031098,"Hormad2","chr11-4628138-4629879",3.23166773685098,0.000615350342302125,"Unknown","Nestin",0.00347212868378419
"chr11",49002875,49051242,48368,"*",0.205516954236356,"9930111J21Rik2","chr11-49001736-49004014",2.70687542560481,0.00339598692911537,"Unknown","Nestin",0.00997742034281515
"chr11",51289920,51378895,88976,"*",0.224638515993921,"Col23a1","chr11-51378559-51379231",3.54011598597666,0.00019997560889209,"Unknown","Nestin",0.00168476523984436
"chr11",68384733,68432121,47389,"*",0.206233419735915,"Pik3r5","chr11-68384649-68384817",2.71393072016138,0.00332450348762276,"Unknown","Nestin",0.00987537013851041
"chr11",68957478,68968131,10654,"*",0.201321012420213,"Slc25a35","chr11-68956990-68957966",2.49257502897164,0.00634102666859992,"Unknown","Nestin",0.0141661234085743
"chr11",72267222,72429285,162064,"*",0.22379970557875,"Slc13a5","chr11-72428998-72429571",3.87869955352929,5.25081802457157e-05,"Unknown","Nestin",0.000678113664670606
"chr11",88718513,88740200,21688,"*",0.236263786203872,"Msi2","chr11-88739077-88741322",3.36156911269532,0.000387504794085111,"Unknown","Nestin",0.00264510525581004
"chr11",100850724,101030572,179849,"*",0.211268045383662,"Stat5b","chr11-101029508-101031635",4.29075695609254,8.90325572859204e-06,"Unknown","Nestin",0.000193705969230178
"chr12",103242150,103371506,129357,"*",0.215318184070028,"Prima1","chr12-103370316-103372695",2.92860849908658,0.00170241488768824,"Unknown","Nestin",0.00642395617776109
"chr13",34985017,35027094,42078,"*",0.248197298702587,"Eci2","chr13-34984693-34985341",3.72219758294089,9.87481905460164e-05,"Unknown","Nestin",0.00106400983068758
"chr13",108316332,108327439,11108,"*",0.209378591364952,"Depdc1b","chr13-108326719-108328158",3.83078925358811,6.38664380737481e-05,"Unknown","Nestin",0.000786925754837253
"chr15",103411606,103453825,42220,"*",0.240492974854857,"Nckap1l","chr15-103410830-103412381",4.53772246907438,2.84325141896314e-06,"Unknown","Nestin",8.9174703594753e-05
"chr16",4971170,5147109,175940,"*",0.254999190645906,"Sec14l5","chr16-4970687-4971652",3.48025729486986,0.000250466229666473,"Unknown","Nestin",0.00199629024635159
"chr16",36666081,36718171,52091,"*",0.249116183792798,"Cd86","chr16-36718126-36718216",2.97854866059041,0.00144808519310675,"Unknown","Nestin",0.00589734526366408
"chr18",46031866,46212607,180742,"*",0.212157889636665,"Trim36","chr18-46031416-46032315",3.3460501967144,0.000409857774091272,"Unknown","Nestin",0.00271924869349017
"chr18",61953075,62135068,181994,"*",0.238917157829258,"Sh3tc2","chr18-62134799-62135337",4.45826262085428,4.13133159096633e-06,"Unknown","Nestin",0.000112481098580679
"chr19",3935186,4056337,121152,"*",0.218989677030451,"Unc93b1","chr19-4055859-4056815",2.94391699105117,0.00162043455144485,"Unknown","Nestin",0.00623144815563585
"chr19",38481109,38495342,14234,"*",0.208545411764975,"Plce1","chr19-38494451-38496232",1.68472951363283,0.0460203847908693,"Unknown","Nestin",0.0474288234973459
"chr19",38481109,38628421,147313,"*",0.253794381637948,"Plce1","chr19-38628226-38628615",2.28314511116279,0.0112109110296458,"Unknown","Nestin",0.0201446057563948
"chr19",40994535,41115905,121371,"*",0.248169348698454,"Blnk","chr19-41115529-41116280",4.17572029991686,1.48522311462916e-05,"Unknown","Nestin",0.00029161087982353
