"seqnames","start","end","width","strand","score","gene","peak","zscore","pvalue","celltype","genotype","qvalue"
"chr1",20901209,21079229,178021,"*",0.213437299167151,"Tram2","chr1-20900983-20901434",3.21740354226877,0.000646782575189186,"Astrocytes","Nestin",0.0114867325424777
"chr1",34316157,34439851,123695,"*",0.220813838126571,"Imp4","chr1-34315722-34316592",3.70044442849512,0.000107611104159357,"Astrocytes","Nestin",0.0045770246344171
"chr1",71457502,71653200,195699,"*",0.250673206560238,"Fn1","chr1-71457076-71457927",4.57794725654241,2.34780522165756e-06,"Astrocytes","Nestin",0.000490143470108043
"chr1",174921819,175030700,108882,"*",0.219863083515755,"Grem2","chr1-175030075-175031324",3.50180801012687,0.000231056242474908,"Astrocytes","Nestin",0.00673072207730395
"chr2",26237525,26335461,97937,"*",0.220300248067421,"Qsox2","chr2-26334907-26336014",4.75137253201147,1.01020253881576e-06,"Astrocytes","Nestin",0.000257578758820399
"chr2",125507993,125671576,163584,"*",0.213841063503903,"Fbn1","chr2-125671262-125671890",4.35786192405825,6.56695979211852e-06,"Astrocytes","Nestin",0.000934747026773598
"chr2",131186949,131194397,7449,"*",0.202924495756569,"Cdc25b","chr2-131193647-131195146",3.82060735297505,6.65617220965817e-05,"Astrocytes","Nestin",0.00346732787817097
"chr2",163332759,163424697,91939,"*",0.212801903045672,"Oser1","chr2-163331946-163333572",2.44037820736782,0.00733594616802186,"Astrocytes","Nestin",0.0319501435966202
"chr2",177840336,177861520,21185,"*",0.294033245642679,"Gm14325","chr2-177860377-177862662",6.23146893469862,2.31040817344384e-10,"Astrocytes","Nestin",1.44700863902788e-06
"chr2",180629445,180710117,80673,"*",0.228755131246611,"Gid8","chr2-180628292-180630598",5.08217431835624,1.86569366294795e-07,"Astrocytes","Nestin",6.49157745057945e-05
"chr2",180657845,180710117,52273,"*",0.203187799066079,"Gid8","chr2-180657317-180658372",4.03364498187578,2.74591352031036e-05,"Astrocytes","Nestin",0.00214970704721297
"chr3",37182885,37255720,72836,"*",0.211054262916757,"Gm12532","chr3-37255526-37255913",3.24439260605885,0.000588506959909095,"Astrocytes","Nestin",0.0108088536361016
