"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","peak","direction"
3.67408831514936e-137,5.64863265824014,0.568,0.013,1.10691095714662e-131,"chr7-44665154-44667440","More_Accessible"
9.18891260658165e-111,5.71117230038648,0.478,0.01,2.76838964554789e-105,"chr18-23945242-23949454","More_Accessible"
7.66139189153344e-108,4.01517629925171,0.514,0.035,2.30818584212174e-102,"chr6-83992193-83992513","More_Accessible"
2.14312723154481e-106,4.75697199959409,0.483,0.02,6.45670656683662e-101,"chr16-13232733-13238551","More_Accessible"
3.87909302866976e-101,4.28681707405956,0.491,0.035,1.16867375221248e-95,"chr7-49133825-49135351","More_Accessible"
6.85171514509971e-96,5.2535117821809,0.432,0.012,2.06425048033991e-90,"chr19-22898418-22898568","More_Accessible"
2.38783771958316e-94,5.51340592021884,0.423,0.01,7.19395808967416e-89,"chr3-36791413-36792501","More_Accessible"
8.36627036824503e-92,5.33110475128793,0.416,0.012,2.52054810519302e-86,"chr7-138576663-138579582","More_Accessible"
2.07727956071358e-89,3.81533983014473,0.454,0.033,6.25832399653985e-84,"chr8-106208039-106208350","More_Accessible"
3.43198207923127e-89,-5.60058693207405,0.01,0.419,1.0339704009204e-83,"chr15-84250102-84252896","Less_Accessible"
6.5604886764028e-87,4.05427735547517,0.432,0.026,1.97651122598325e-81,"chr8-82805923-82806264","More_Accessible"
6.66415128234905e-87,-5.58134782887605,0.011,0.41,2.00774217758971e-81,"chr13-59948660-59950710","Less_Accessible"
7.14203251519979e-86,3.95528391848758,0.432,0.031,2.15171584601682e-80,"chr4-65589976-65590931","More_Accessible"
4.97898094329263e-85,3.68283622408865,0.441,0.037,1.50004248369049e-79,"chr2-102650555-102652777","More_Accessible"
1.05117977350093e-84,-5.58905480170914,0.01,0.402,3.16694186261493e-79,"chr3-136633701-136634410","Less_Accessible"
8.13181172471927e-84,-5.57010157246388,0.01,0.399,2.4499115773648e-78,"chr6-4224908-4225130","Less_Accessible"
1.61118152920477e-83,-4.05461921883321,0.029,0.431,4.85408715211166e-78,"chr14-122140677-122142396","Less_Accessible"
3.19553366037839e-83,5.37054669611537,0.383,0.01,9.62734403530499e-78,"chr2-173609421-173609836","More_Accessible"
7.53007868487344e-81,3.40075519308647,0.44,0.041,2.26862445578525e-75,"chr7-45062325-45065512","More_Accessible"
2.17040566135714e-79,4.90690320025552,0.375,0.013,6.53888965625372e-74,"chr12-8690412-8691586","More_Accessible"
6.76050879599245e-79,-4.30112665386699,0.024,0.406,2.03677228751263e-73,"chr1-123560489-123561221","Less_Accessible"
1.90309693857341e-78,3.93882331999814,0.401,0.026,5.73355530168703e-73,"chr15-67814713-67815290","More_Accessible"
3.89132836693789e-77,4.89915283105216,0.368,0.014,1.17235995374921e-71,"chr1-156264979-156265198","More_Accessible"
8.81858366672921e-77,4.80245885257741,0.366,0.013,2.65681879419384e-71,"chr18-82620940-82621657","More_Accessible"
1.36624224457535e-76,-4.89257264791987,0.015,0.379,4.1161463223444e-71,"chr18-22094605-22096560","Less_Accessible"
8.93790925359249e-76,4.82892632555796,0.362,0.013,2.69276861037608e-70,"chr3-153111194-153115978","More_Accessible"
2.03540170925546e-75,-3.75127170909467,0.037,0.41,6.1321564995594e-70,"chr8-121467824-121468381","Less_Accessible"
3.2549007780374e-75,4.8068900482136,0.361,0.013,9.80620231903219e-70,"chr12-34752578-34753100","More_Accessible"
3.43029696124057e-74,-3.61656860665714,0.041,0.409,1.03346271699775e-68,"chr1-164119698-164119926","Less_Accessible"
8.14609992644856e-74,4.84410624793547,0.354,0.013,2.45421625534079e-68,"chr9-108602198-108604185","More_Accessible"
3.29185786152061e-73,4.90037280619874,0.351,0.013,9.91754477229623e-68,"chr16-13684683-13686255","More_Accessible"
2.06365546691442e-72,4.93716077811728,0.346,0.012,6.21727800794641e-67,"chr13-69574107-69576080","More_Accessible"
3.42769078051503e-72,4.03903140339085,0.371,0.023,1.03267753989967e-66,"chr2-29096129-29097482","More_Accessible"
1.15463552549511e-71,-5.14443344076732,0.01,0.354,3.47862817943539e-66,"chr7-28454801-28456971","Less_Accessible"
1.29556875968366e-71,2.96299687389812,0.432,0.06,3.90322478073696e-66,"chr5-151302529-151303672","More_Accessible"
9.01020749377418e-71,4.07067657537921,0.362,0.021,2.71455026268682e-65,"chr11-105860354-105860658","More_Accessible"
7.51483562541938e-70,4.48533036221102,0.347,0.016,2.26403210304822e-64,"chr1-119840442-119841192","More_Accessible"
1.89342171425339e-69,-4.47145197500758,0.019,0.359,5.7044062696169e-64,"chr4-84182350-84183984","Less_Accessible"
6.69357111246712e-69,4.92122945921445,0.331,0.01,2.01660563690853e-63,"chr5-45010943-45011491","More_Accessible"
1.02801540123465e-68,5.11241913080291,0.328,0.01,3.09715340006971e-63,"chr5-81757936-81758583","More_Accessible"
2.06578115283848e-68,-3.67813784862158,0.033,0.382,6.22368216821412e-63,"chr15-84106677-84109261","Less_Accessible"
