Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,Macromolecule Biosynthetic Process (GO:0009059),-0.7848014725074635,-2.8172742495074763,0.0,0.0,0.0,93/168,8.14%,EEF1A1;RPL6;RPL17;RPS29;RPL3;RPS8;RPS27;RPL38;RPLP1;RPL37A;RPS27A;RPS24;RPL19;RPL37;RPL27A;RPS23;RPL13;RPL5;RPSA;RPS2;RPLP2;RPS6;RPL4;RPS7;RPS25;RPL21;RPS28;RPL22;RPS4X;APOE;RPL11;RPL24;RPL14;RPL28;RPS10;RPS16;RPL15;RPL9;FAU;RPS21;RPL8;RPL30;RPS15A;RPL41;RPS15;RPL18A;RPL13A;RPS5;RPL29;RPS11;RPL7;RPS3;RPL35A;RPL12;RPL27;RPL23A;RPL26;RPL7A;RPS18;RPS9;RPL36;RPL32;EEF1G;RPS20;MRPL52;RPL39;EIF5A;RPS17;RPS14;RPL36AL;B4GAT1;EEF1A2;MRPL36;PABPC4;EEF1B2;RPL35;RPL34;EIF4G2;RPL18;EEF2;RPS19;RPL10;MRPL12;MRPL11;MRPS21;RPL31;RPS26;MRPS14;RPL10A;MRPS5;RPS13;RPLP0;MRPS33
gsea,Gene Expression (GO:0010467),-0.6641538881478425,-2.7870961140960873,0.0,0.0,0.0,117/263,12.09%,EEF1A1;RPL6;RPL17;RPS29;RPL3;RPS8;RPS27;RPL38;RPLP1;RPL37A;RPS27A;HNRNPA2B1;RPS24;RPL19;RPL37;RPL27A;RPS23;RPL13;RPL5;RPSA;RPS2;RPLP2;RPS6;RPL4;RPS7;RPS25;RPL21;RPS28;RPL22;RPS4X;RPL11;RPL24;RPL14;RPL28;RPS10;RPS16;RPL15;RPL9;FAU;RPS21;RPL8;RPL30;RPS15A;RPL41;RPS15;RPL18A;RPL13A;RPS5;RPL29;RPS11;RPL7;RPS3;RBM39;RPL35A;RPL12;RPL27;RPL23A;RPL26;RPL7A;HNRNPK;RPS18;RPS9;RPL36;RPL32;RPS20;MRPL52;RPL39;RPS17;RPS14;RBM8A;RPL36AL;EEF1A2;MRPL36;PABPC4;HNRNPH1;RPL35;RPL34;PABPN1;TPR;RPL18;RPS19;HNRNPU;HNRNPH3;RPL10;HNRNPD;MRPL12;DNAJB11;SRSF3;HNRNPUL1;MRPL11;MRPS21;RPL31;RPS26;UPF2;MRPS14;RPL10A;MRPS5;RPS13;HNRNPF;RPLP0;MRPS33;DUSP11;HSPD1;EXOSC4;MRPL18;MPHOSPH10;MRPL35;SORL1;NUP88;RRBP1;DDX20;MRPL41;FYTTD1;EXOSC3;MRPL9;MRPS16;MRPL14
gsea,Translation (GO:0006412),-0.7284296351163595,-2.7348159982069538,0.0,0.0,0.0,106/212,9.59%,EEF1A1;RPL6;RPL17;RPS29;RPL3;RPS8;RPS27;RPL38;RPLP1;RPL37A;RPS27A;RPS24;RPL19;RPL37;RPL27A;RPS23;RPL13;RACK1;RPL5;RPSA;RPS2;RPLP2;RPS6;RPL4;RPS7;RPL22L1;RPS25;RPL21;RPS28;RPL22;RPS4X;RPL11;RPL24;RPL14;RPL28;RPS10;RPS16;RPL15;RPL9;FAU;RPS21;RPL8;RPL30;RPS15A;RPL41;RPS15;RPL18A;RPL13A;RPS5;RPL29;RPS11;RPL7;RPS3;RPL35A;RPL12;RPL27;RPL23A;RPL26;RPL7A;RPS18;RPS9;RPL36;RPL32;EEF1G;RPS20;MRPL52;RPL39;EIF5A;RPS17;RPS14;RPL36AL;AURKAIP1;EEF1A2;MRPL36;PABPC4;EEF1B2;RPL35;RPL34;RPL18;EEF2;RPS19;RPL10;MRPL12;MRPS26;UBA52;MRPL11;MRPS21;RPL31;MRPS2;RPS26;MRPL57;MRPS14;RPL10A;MRPS5;MRPL20;RPS13;CHCHD1;RPLP0;MRPS34;NDUFA7;MRPS33;ZC3H15;MRPL19;MRPL18;MRPL35;MRPS24
gsea,Peptide Biosynthetic Process (GO:0043043),-0.7884264827131503,-2.666672476234888,0.0,0.0,0.0,86/137,8.14%,EEF1A1;RPL6;RPL17;RPS29;RPL3;RPS8;RPS27;RPL38;RPLP1;RPL37A;RPS27A;RPS24;RPL19;RPL37;RPL27A;RPS23;RPL13;RPL5;RPSA;RPS2;RPLP2;RPS6;RPL4;RPS7;RPS25;RPL21;RPS28;RPL22;RPS4X;RPL11;RPL24;RPL14;RPL28;RPS10;RPS16;RPL15;RPL9;FAU;RPS21;RPL8;RPL30;RPS15A;RPL41;RPS15;RPL18A;RPL13A;RPS5;RPL29;RPS11;RPL7;RPS3;RPL35A;RPL12;RPL27;RPL23A;RPL26;RPL7A;RPS18;RPS9;RPL36;RPL32;RPS20;MRPL52;RPL39;RPS17;RPS14;RPL36AL;EEF1A2;MRPL36;PABPC4;RPL35;RPL34;RPL18;RPS19;RPL10;MRPL12;MRPL11;MRPS21;RPL31;RPS26;MRPS14;RPL10A;MRPS5;RPS13;RPLP0;MRPS33
gsea,Ribonucleoprotein Complex Biogenesis (GO:0022613),-0.6523291058580496,-2.6545992696074987,0.0,0.0,0.0,40/112,11.36%,RPS8;RPS27;RPL38;RPS24;RPS23;RPL5;RPS6;RPS7;RPS25;RPS28;RPS4X;RPL11;RPL14;RPS16;RPS15A;RPS15;RPS5;RPS11;RPL7;RPL35A;RPL26;RPS9;RPS17;RPS14;NOL7;NPM1;SNU13;GLUL;MRPL36;RPS19;UTP3;RPS13;EMG1;PAK1IP1;MPHOSPH10;GTPBP4;RRP7A;SPATA5;NVL;TGS1
gsea,"RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)",-0.5687836440412667,-2.614626577340714,0.0,0.0,0.0,107/169,30.85%,DDX5;HNRNPA2B1;HSPA8;HNRNPA3;ZMAT2;PABPC1;HNRNPK;SF3B2;SNRNP27;PRPF4B;HTATSF1;SRRM2;RBM8A;CDC40;SRSF1;SNU13;SNRPD2;HNRNPH1;WBP4;HNRNPA1;SNRNP70;HNRNPU;HNRNPH3;FRG1;SRSF3;CWC15;SNRPF;HNRNPC;SNW1;SF3B4;SART1;SRSF5;RBM22;LSM8;RALY;SNRPG;HNRNPF;ZRSR2;CWF19L2;SNRNP200;BUD31;LSM2;RBM42;SF3B1;SNRPE;IK;DHX15;CWF19L1;SNIP1;PRPF19;PIN1;LSM5;SRSF2;PNN;HNRNPM;LSM4;SYNCRIP;SNRPB;U2AF1L4;TRA2B;MAGOHB;BCAS2;LSM3;SRSF10;SF3A2;PRPF4;SF3A1;SF3B5;PRPF8;U2AF2;PHF5A;DDX41;SRSF7;GEMIN6;SF3B3;SYF2;SNRPD1;PRPF38A;CDC5L;SF3B6;TFIP11;NCBP2;METTL14;DDX39B;LSM7;PPWD1;CWC25;SRSF6;YTHDC1;DDX46;LSM6;TRA2A;CWC27;TXNL4A;SNRPA1;CTNNBL1;U2AF1;RBM19;FRA10AC1;SLU7;SRRM1;RSRC1;MAGOH;CACTIN;SRSF12;EFTUD2;DHX16
gsea,protein-RNA Complex Assembly (GO:0022618),-0.5992485560111915,-2.612996380238921,0.0,0.0,0.0,75/140,24.51%,HSP90AA1;HSP90AB1;RPL6;RPS27;RPL38;RPL5;RPSA;RPS28;LUC7L3;RPL11;EIF3C;RPS15;RPS5;RPL23A;EIF3F;RPS14;EIF5;SRSF1;SNRPD2;RPS19;RPL10;SCAF11;RAMAC;SNRPF;EIF2S2;HNRNPC;PTGES3;RPS27L;SART1;SRSF5;EIF3K;CPSF6;RSRP1;SNRPG;EIF3I;MRPL20;RPLP0;EIF3M;DDX1;ZRSR2;CELF3;DENR;STRAP;SNRNP200;CDC73;EIF3D;SF3B1;RRP7A;DDX20;SNRPE;TGS1;PRPF19;LSM4;ERAL1;SNRPB;LUC7L2;EIF3H;EIF3G;SRSF10;SF3A2;MCTS1;PUF60;GEMIN6;SNRPD1;NOP53;PRMT7;EIF6;TSSC4;CELF1;EIF3E;DDX39B;MRPS7;EIF3L;SRSF6;YTHDC1
gsea,Cytoplasmic Translation (GO:0002181),-0.9071875458829602,-2.5960928309540567,0.0,0.0,0.0,82/89,7.93%,RPL6;RPL17;RPS29;RPL3;RPS8;RPS27;RPL38;RPLP1;RPL37A;RPS27A;RPS24;RPL19;RPL37;RPL27A;RPS23;RPL13;RACK1;RPL5;RPSA;RPS2;RPLP2;RPS6;RPL4;RPS7;RPL22L1;EIF4A2;RPS25;RPL21;RPS28;RPL22;RPS4X;RPL11;RPL24;RPL14;RPL28;RPS10;RPS16;RPL15;RPL9;FAU;RPS21;RPL8;RPL30;RPS15A;RPL41;RPS15;RPL18A;RPL13A;RPS5;RPL29;RPS11;RPL7;RPS3;RPL35A;RPL12;EIF4A1;RPL27;RPL23A;RPL26;RPL7A;RPS18;RPS9;RPL36;RPL32;RPS20;RPL39;RPS17;RPS14;RPL36AL;RPL35;RPL34;RPL18;RPS19;RPL10;UBA52;RPL31;RPS26;RPL10A;EIF3I;RPS13;RPLP0;EIF3M
gsea,"mRNA Splicing, Via Spliceosome (GO:0000398)",-0.5514657830941202,-2.574843390411888,0.0,0.0,0.0,123/199,30.85%,DDX5;HNRNPA2B1;HSPA8;HNRNPA3;ZMAT2;PABPC1;HNRNPK;SF3B2;SNRNP27;PRPF4B;HTATSF1;SRRM2;RBM8A;CDC40;SRSF1;SNU13;SNRPD2;HNRNPH1;WBP4;HNRNPA1;SNRNP70;HNRNPU;HNRNPH3;FRG1;SCAF11;SRSF3;CWC15;SNRPF;HNRNPC;SNW1;SF3B4;SART1;SRSF5;RBM22;RSRP1;LSM8;RALY;SNRPG;HNRNPF;PQBP1;DDX1;ZRSR2;STRAP;CWF19L2;SNRNP200;BUD31;LSM2;RBM42;SF3B1;DDX20;RBM17;SNRPE;IK;TGS1;DHX15;CWF19L1;SNIP1;PRPF19;PIN1;LSM5;SRSF2;PNN;HNRNPM;LSM4;SYNCRIP;SNRPB;U2AF1L4;TRA2B;MAGOHB;BCAS2;LSM3;SRSF10;SF3A2;DNAJC17;PUF60;PRPF4;SF3A1;SF3B5;PRPF8;U2AF2;PHF5A;DDX41;SDE2;SRSF7;GEMIN6;SF3B3;SYF2;SNRPD1;PRPF38A;CDC5L;CDK13;DDX17;PRMT7;SF3B6;TSSC4;TFIP11;NCBP2;METTL14;DDX39B;LSM7;PPWD1;CWC25;SRSF6;YTHDC1;DDX46;LSM6;TRA2A;CWC27;TXNL4A;SNRPA1;CTNNBL1;U2AF1;RBM19;FRA10AC1;SLU7;SRRM1;SMN1;RSRC1;MAGOH;CACTIN;SRSF12;EFTUD2;DHX16
gsea,Cellular Respiration (GO:0045333),-0.7365289095659305,-2.5705573959933004,0.0,0.0,0.0,53/83,12.14%,COX6C;COX8A;NDUFA1;UQCRB;COX7C;NDUFA4;COX5A;NDUFS5;UQCRQ;CYC1;COX5B;NDUFA3;MDH2;NDUFA2;COX6A1;UQCR11;COX7A2;NDUFA13;COX7B;COX6B1;CYCS;COX4I1;NDUFB3;MTFR1L;NDUFB1;NDUFB8;NDUFB10;UQCRH;UQCRC2;NDUFC1;NDUFS7;NDUFA5;NDUFS2;UQCR10;NDUFB11;NDUFB9;NDUFB6;SDHA;NDUFAB1;NDUFV1;NDUFA7;OXA1L;UQCRFS1;UQCRC1;NDUFC2;MTLN;NDUFB2;SURF1;NDUFA8;NDUFS6;NDUFS8;NDUFA10;NDUFA9
