names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,mean_expr_Emx1_Control (for_DEGs),mean_expr_Nestin_Control (for_DEGs)
Kcnip4,15.364111,3.1571732,2.849182358746562e-53,1.699822195228199e-49,0.9978448275862069,1.0389725,2.850253
Nrg3,14.162063,3.1983414,1.5730872497815654e-45,3.12834617739894e-42,0.9762931034482759,0.76232916,2.4418283
Rbfox1,13.605378,3.0894423,3.720399783735678e-42,5.5489762774417636e-39,0.9568965517241379,0.69605726,2.2577212
Lrrtm4,13.4688425,3.139371,2.3857528186912227e-41,2.846680263262367e-38,0.9525862068965517,0.6272339,2.1618607
Nkain2,13.438561,3.0458004,3.5935239771743947e-41,3.573160674637073e-38,0.9418103448275862,0.6697763,2.1834097
Ptprd,13.389626,2.3137639,6.953035719899044e-41,5.825581198386259e-38,0.9935344827586207,1.3663043,2.7422426
Dpp10,13.380974,3.4205112,7.811707942857873e-41,5.825581198386259e-38,0.9030172413793104,0.40982807,1.8600156
Dlg2,13.286886,2.5233405,2.7581876708939515e-40,1.8283719605059239e-37,0.978448275862069,1.0862104,2.5084314
Epha6,12.188117,2.864771,3.596339205254005e-34,2.1455759698545396e-31,0.875,0.46962285,1.6800985
Tenm2,12.103222,2.6057963,1.0154548570613503e-33,5.5074578883891055e-31,0.9267241379310345,0.7660913,2.0805073
Cntnap2,11.988047,2.6288743,4.1047297087888e-33,2.040734786886165e-30,0.9245689655172413,0.65346706,1.9027294
Nalf1,11.95371,3.0647259,6.20905044049563e-33,2.8494765329228407e-30,0.8642241379310345,0.42345414,1.6885006
Lingo2,11.817175,2.8543112,3.182072266922289e-32,1.3560173674613128e-29,0.8814655172413793,0.48115036,1.699031
Grm7,11.802304,3.1182592,3.7976671304161776e-32,1.510458806670861e-29,0.8211206896551724,0.34914246,1.5322044
Naaladl2,11.773645,2.6578157,5.336734958574658e-32,1.9899350476785256e-29,0.9202586206896551,0.6693163,1.947843
Opcml,11.514094,2.432308,1.1203094403682483e-30,3.931627130139394e-28,0.9137931034482759,0.706098,1.8776729
Nrxn3,11.441636,2.3544128,2.5895672909092796e-30,8.582976920869313e-28,0.9267241379310345,0.89441204,2.1275308
Frmpd4,10.581329,3.6041305,3.637583352170313e-26,8.346854722710803e-24,0.6745689655172413,0.15318389,1.1029493
Lrfn5,10.541586,3.13664,5.55540391703075e-26,1.183697848893052e-23,0.7306034482758621,0.24716485,1.242989
Celf2,10.457502,1.250892,1.3537769799958826e-25,2.785046021605323e-23,0.9956896551724138,2.3519063,3.162186
Galntl6,10.355304,2.9866536,3.9592890233018592e-25,7.873706104339631e-23,0.7219827586206896,0.26984757,1.2399094
Csmd1,10.170914,1.842641,2.673887764386761e-24,4.834064970403459e-22,0.9913793103448276,1.6583406,2.7878115
Auts2,9.861344,1.2499001,6.122426324333978e-23,1.043611298599329e-20,0.9892241379310345,1.9467828,2.7268076
Rora,9.738598,0.9255111,2.063825111502076e-22,3.420216837561496e-20,0.9956896551724138,2.7918427,3.4038978
Negr1,9.664517,1.1534195,4.26626192843066e-22,6.698031227636135e-20,0.9762931034482759,2.1261222,2.8576884
Grm5,9.4290285,2.0330217,4.139058670633263e-21,6.173406007249511e-19,0.8987068965517241,0.8381035,1.8515083
