"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","peak","direction"
1.2547705179026e-52,5.59952531046721,0.656,0.029,3.78030987781106e-47,"chr7-49133825-49135351","More_Accessible"
2.42764116103308e-39,5.6249137151815,0.484,0.012,7.31387590790242e-34,"chr7-44665154-44667440","More_Accessible"
1.78443008649182e-38,5.56237589791874,0.475,0.012,5.37604174307822e-33,"chr17-14432241-14432536","More_Accessible"
7.91706009167407e-38,4.55745543704217,0.508,0.023,2.3852122791191e-32,"chr8-82805923-82806264","More_Accessible"
1.30580290042788e-37,5.29298222222629,0.475,0.015,3.93405768826409e-32,"chr5-89171041-89173155","More_Accessible"
2.28444777864353e-37,5.01225228970078,0.475,0.015,6.8824700451083e-32,"chr8-14607234-14612525","More_Accessible"
1.23236160560279e-36,5.39612892030428,0.459,0.012,3.71279742727981e-31,"chr1-161867403-161868632","More_Accessible"
6.73635709537016e-34,5.45040071812963,0.426,0.012,2.02949598390764e-28,"chr10-43392538-43394043","More_Accessible"
9.35476160656059e-34,4.24740702350287,0.475,0.029,2.81835580301654e-28,"chr14-25184652-25188435","More_Accessible"
3.01998149818748e-33,3.58169160828653,0.525,0.049,9.09844925866433e-28,"chr6-83992193-83992513","More_Accessible"
6.29703323940939e-32,4.57566302926214,0.434,0.02,1.89713868920307e-26,"chr13-54729640-54730571","More_Accessible"
1.11342385839965e-31,5.34418151543719,0.402,0.012,3.35446772939355e-26,"chr4-152427833-152427987","More_Accessible"
1.37632503135967e-31,4.74951559334929,0.418,0.015,4.14652323822884e-26,"chr18-24599286-24601040","More_Accessible"
2.56543003590736e-31,5.21253984346147,0.402,0.012,7.72899934067991e-26,"chr1-119840442-119841192","More_Accessible"
1.2610457940981e-30,3.45846660343168,0.516,0.061,3.79921571616905e-25,"JH584304.1-101721-103772","More_Accessible"
8.22215426883822e-30,4.91650579240752,0.393,0.015,2.47712952734423e-24,"chr11-89811627-89813577","More_Accessible"
9.59109391109747e-30,4.82518450107984,0.393,0.015,2.88955681806589e-24,"chr16-4115204-4118293","More_Accessible"
1.31499609053808e-29,4.81507571902891,0.393,0.015,3.96175447176859e-24,"chr19-27896136-27897695","More_Accessible"
6.55238655603024e-29,4.63833137836246,0.393,0.017,1.97407025966801e-23,"chr12-8690412-8691586","More_Accessible"
9.91452435074655e-29,4.15461784521547,0.418,0.026,2.98699832377117e-23,"chr8-88026929-88027923","More_Accessible"
3.63182402593926e-27,2.97968862160094,0.508,0.073,1.09417778341485e-21,"chr5-151302529-151303672","More_Accessible"
1.02473083613347e-26,4.37425169192494,0.377,0.02,3.08725782656112e-21,"chr7-138576663-138579582","More_Accessible"
1.83124293788091e-26,4.66338650686355,0.352,0.012,5.51707716110072e-21,"chr2-173609421-173609836","More_Accessible"
2.56645704465811e-26,3.72752987716838,0.41,0.032,7.73209346129373e-21,"chr7-102074732-102075779","More_Accessible"
3.54251356787274e-26,4.90551982884641,0.344,0.012,1.06727077516086e-20,"chr11-105748326-105749419","More_Accessible"
4.09603730694601e-26,4.99736654733657,0.344,0.012,1.23403363965016e-20,"chr2-143489392-143490506","More_Accessible"
6.85337501382791e-26,4.80535872447741,0.344,0.012,2.064750557291e-20,"chr6-52819671-52820249","More_Accessible"
1.70797027468772e-25,5.00226808870215,0.336,0.012,5.14568744506542e-20,"chr5-116935205-116936067","More_Accessible"
2.64372027568379e-25,4.72748446125434,0.344,0.015,7.96486826056634e-20,"chr17-30046771-30048461","More_Accessible"
4.16490133179708e-25,4.53480126352336,0.344,0.015,1.25478064873717e-19,"chr13-29633236-29633681","More_Accessible"
1.23918053349115e-24,4.83381851926872,0.328,0.012,3.73334115227548e-19,"chr11-32187023-32188736","More_Accessible"
1.39721408581183e-24,4.3317951140028,0.352,0.02,4.2094567370296e-19,"chr15-101753429-101755063","More_Accessible"
1.56123425040259e-24,4.89038896709651,0.328,0.012,4.7036084879004e-19,"chr1-190596210-190596376","More_Accessible"
1.75056415617363e-24,4.2559940783793,0.352,0.02,5.27401216151211e-19,"chr15-24940808-24941166","More_Accessible"
2.36259223772514e-24,3.95520637532112,0.369,0.026,7.11789976420641e-19,"chr15-37427973-37429604","More_Accessible"
2.56669931984429e-24,3.87100093424149,0.377,0.029,7.73282337586088e-19,"chr16-13337682-13338520","More_Accessible"
4.08754470094692e-24,4.30923405625366,0.336,0.015,1.23147502977778e-18,"chr11-87707563-87708393","More_Accessible"
5.90822973209065e-24,4.24803317184613,0.344,0.02,1.78000191253561e-18,"chr3-107920465-107921015","More_Accessible"
6.26893182235926e-24,4.84267687331368,0.32,0.012,1.88867243478128e-18,"chr12-91971020-91971821","More_Accessible"
7.95210444045958e-24,4.7626273806389,0.32,0.012,2.39577026529946e-18,"chr13-9410410-9412772","More_Accessible"
8.57512331720518e-24,4.57999814339613,0.328,0.015,2.58347027739099e-18,"chr9-41040767-41042177","More_Accessible"
9.12360238634337e-24,4.5643571773834,0.328,0.015,2.7487133089456e-18,"chr4-101002692-101004682","More_Accessible"
1.22418083938557e-23,4.48111210847386,0.328,0.015,3.68815082385888e-18,"chr15-36775977-36778459","More_Accessible"
1.59025587391312e-23,-5.26774171760666,0.016,0.558,4.79104338413176e-18,"chr7-45303664-45304457","Less_Accessible"
1.92694452007285e-23,5.00254950176158,0.311,0.012,5.80540210284947e-18,"chr5-37353198-37356091","More_Accessible"
2.46389330195155e-23,4.02440950560075,0.344,0.02,7.42309454545452e-18,"chr13-97319811-97319938","More_Accessible"
2.51737953754113e-23,4.63439801334328,0.32,0.015,7.58423520172705e-18,"chr3-141519986-141520705","More_Accessible"
4.11603834795395e-23,4.72123029880785,0.311,0.012,1.24005945327983e-17,"chr3-101297496-101299023","More_Accessible"
4.89405383423493e-23,4.53253608006444,0.311,0.012,1.47445606890913e-17,"chr3-29296793-29297994","More_Accessible"
1.04188908010823e-22,4.96737027469878,0.303,0.012,3.13895132609607e-17,"chr1-66042934-66043565","More_Accessible"
1.34067690526024e-22,4.86866312006406,0.303,0.012,4.03912434632278e-17,"chr5-30219561-30219811","More_Accessible"
1.42776312912506e-22,4.81574995667856,0.303,0.012,4.30149336727151e-17,"chr9-107049067-107049577","More_Accessible"
