"seqnames","start","end","width","strand","score","gene","peak","zscore","pvalue","celltype","genotype","qvalue"
"chr1",38641013,38836711,195699,"*",0.259250552230743,"Lonrf2","chr1-38640570-38641456",2.28058694801652,0.0112864501811154,"NFOL","Nestin",0.0420540815172165
"chr1",64956824,65099768,142945,"*",-0.242368330495096,"Plekhm3","chr1-65099471-65100064",-1.91357277392429,0.0278373833072314,"NFOL","Nestin",0.0438142027663231
"chr1",86058158,86154780,96623,"*",0.262747439384618,"Armc9","chr1-86058121-86058194",2.31977146705119,0.010176621689578,"NFOL","Nestin",0.0420540815172165
"chr1",172140933,172298064,157132,"*",-0.222259986528469,"Atp1a2","chr1-172139064-172142802",-2.0614054421616,0.0196321880492781,"NFOL","Nestin",0.0420540815172165
"chr2",117121374,117269595,148222,"*",0.313324360010406,"Spred1","chr2-117268649-117270541",2.158971993997,0.0154261698677842,"NFOL","Nestin",0.0420540815172165
"chr2",143509432,143546156,36725,"*",0.25014836929502,"Pcsk2","chr2-143508731-143510133",1.88081774784662,0.0299983575253065,"NFOL","Nestin",0.0438142027663231
"chr2",165595032,165624442,29411,"*",-0.234208408242554,"Eya2","chr2-165624173-165624710",-2.04426554128691,0.0204636607276096,"NFOL","Nestin",0.0420540815172165
"chr3",9610085,9789310,179226,"*",0.290934102761902,"Zfp704","chr3-9788162-9790457",2.57892834180018,0.00495536715477875,"NFOL","Nestin",0.0420540815172165
"chr4",48556337,48585174,28838,"*",0.238150928280525,"Tmeff1","chr4-48555532-48557141",2.6688861276001,0.00380516234397781,"NFOL","Nestin",0.0420540815172165
"chr5",115272898,115356306,83409,"*",0.247336263900794,"Rnf10","chr5-115356180-115356432",1.85261465142308,0.0319688054640195,"NFOL","Nestin",0.0443099487941623
"chr5",115348981,115356306,7326,"*",0.373088395368847,"Cox6a1","chr5-115356180-115356432",2.8840617087403,0.00196290908140147,"NFOL","Nestin",0.0420540815172165
"chr5",115348981,115486595,137615,"*",0.2531933270812,"Cox6a1","chr5-115485757-115487432",1.68022954961346,0.0464563310619627,"NFOL","Nestin",0.048352507840002
"chr5",147430161,147596790,166630,"*",0.271938245898674,"Pan3","chr5-147596683-147596897",2.10308705227415,0.0177290802847629,"NFOL","Nestin",0.0420540815172165
"chr5",151233836,151303101,69266,"*",0.231750108069046,"Stard13","chr5-151302529-151303672",1.92521055182002,0.0271015112735432,"NFOL","Nestin",0.0438142027663231
"chr6",37342662,37442146,99485,"*",-0.229619363610888,"Creb3l2","chr6-37342239-37343084",-1.66244577081772,0.0482117140317458,"NFOL","Nestin",0.0491759483123807
"chr7",45136231,45304061,167831,"*",0.240161948881325,"Rpl13a","chr7-45303664-45304457",3.12472001308659,0.000889871862096171,"NFOL","Nestin",0.0420540815172165
"chr8",88137855,88231977,94123,"*",0.23920250946569,"Heatr3","chr8-88231311-88232642",2.5663583560304,0.00513862950332455,"NFOL","Nestin",0.0420540815172165
"chr9",13716144,13827716,111573,"*",0.338584655288801,"Fam76b","chr9-13716025-13716262",2.19692579294769,0.0140128732047831,"NFOL","Nestin",0.0420540815172165
"chr9",108516806,108603192,86387,"*",0.263007458953413,"Qrich1","chr9-108602198-108604185",1.88904130447868,0.0294431471614421,"NFOL","Nestin",0.0438142027663231
"chr9",114560527,114688790,128264,"*",0.219417838409629,"Dync1li1","chr9-114559869-114561185",1.83624834404473,0.0331604678459209,"NFOL","Nestin",0.0443099487941623
"chr11",65652042,65788297,136256,"*",-0.218715080093167,"Map2k4","chr11-65651710-65652373",-1.73458430335889,0.0414072308598942,"NFOL","Nestin",0.0461880798503809
"chr11",85235130,85416428,181299,"*",-0.202743416448388,"Appbp2","chr11-85414527-85418329",-2.15488034657624,0.0155855993525676,"NFOL","Nestin",0.0420540815172165
"chr11",106651520,106789185,137666,"*",-0.20812995187398,"Ddx5","chr11-106651467-106651573",-1.90398881786885,0.0284558202627596,"NFOL","Nestin",0.0438142027663231
"chr16",4964237,4971170,6934,"*",0.326752705528161,"Anks3","chr16-4970687-4971652",2.37975154018751,0.00866215731729498,"NFOL","Nestin",0.0420540815172165
"chr17",74428102,74528295,100194,"*",-0.26390823518097,"Birc6","chr17-74427878-74428326",-2.14159132094862,0.0161131913748523,"NFOL","Nestin",0.0420540815172165
"chr17",74508253,74528295,20043,"*",-0.231950510809921,"Birc6","chr17-74507873-74508633",-2.00908753809824,0.0222639255091146,"NFOL","Nestin",0.0420540815172165
"chr18",34402027,34506823,104797,"*",0.213666670135835,"Fam13b","chr18-34400079-34403975",2.67594521045689,0.00372594130716589,"NFOL","Nestin",0.0420540815172165
