"seqnames","start","end","width","strand","score","gene","peak","zscore","pvalue","celltype","genotype","qvalue"
"chr1",131065742,131097826,32085,"*",0.203722676994922,"Mapkapk2","chr1-131064801-131066682",3.5280392018171,0.000209325075485258,"OPC","Nestin",0.00276538058909797
"chr1",169745635,169747642,2008,"*",0.219244028672537,"Rgs4","chr1-169744215-169747054",3.71099783392905,0.000103221935326767,"OPC","Nestin",0.00207172430155776
"chr2",116802936,116900152,97217,"*",0.2081407548243,"D330050G23Rik","chr2-116802581-116803290",3.34764251636855,0.000407510348084941,"OPC","Nestin",0.00385759287241351
"chr2",122567682,122630625,62944,"*",0.207493087513224,"Spata5l1","chr2-122567645-122567718",2.54039750358453,0.00553632715286793,"OPC","Nestin",0.0147523545750158
"chr2",164389095,164484306,95212,"*",0.243100432866302,"Slpi","chr2-164484154-164484457",4.77266560800092,9.09017528542355e-07,"OPC","Nestin",0.000199832353357894
"chr3",94435546,94443336,7791,"*",0.218036612087954,"Mrpl9","chr3-94435183-94435909",3.44540189822908,0.000285105450920739,"OPC","Nestin",0.00321413751935431
"chr5",30647933,30732151,84219,"*",0.236049024278882,"Slc35f6","chr5-30731807-30732494",3.87394982084486,5.35427356044242e-05,"OPC","Nestin",0.00160506518777808
"chr5",38503143,38592081,88939,"*",0.238840772220712,"Slc2a9","chr5-38591526-38592636",4.34027630715734,7.11518332370294e-06,"OPC","Nestin",0.000625661786930945
"chr5",115301120,115401284,100165,"*",0.22224918427759,"Gm13830","chr5-115400366-115402202",4.08195555978519,2.23291687416538e-05,"OPC","Nestin",0.000981739119008046
"chr6",34177111,34267535,90425,"*",0.222794799715289,"Slc35b4","chr6-34267167-34267903",5.39336924066149,3.45743255830444e-08,"OPC","Nestin",1.52011784813452e-05
"chr6",59426290,59467810,41521,"*",0.236084543993696,"Gprin3","chr6-59467637-59467982",4.17432639461913,1.49434510170278e-05,"OPC","Nestin",0.000752326571626795
"chr7",16796363,16842902,46540,"*",0.211261985564174,"Prkd2","chr7-16796167-16796558",4.00466131533499,3.10531988890136e-05,"OPC","Nestin",0.00110700457661105
"chr7",29986646,30044734,58089,"*",0.221265208773977,"Zfp14","chr7-29986587-29986705",3.83525003472788,6.27183107559006e-05,"OPC","Nestin",0.00165590622773376
"chr7",30519979,30588726,68748,"*",0.205842827413475,"Kmt2b","chr7-30519383-30520574",4.55872442042037,2.57326250546587e-06,"OPC","Nestin",0.000308557567700862
"chr7",44986492,45053098,66607,"*",0.227531376258209,"Prmt1","chr7-45052938-45053258",4.18559794912235,1.42208193853234e-05,"OPC","Nestin",0.000750290430769663
"chr7",45781257,45814581,33325,"*",0.225081553820324,"Cyth2","chr7-45780385-45782128",3.75954571894425,8.51110847228765e-05,"OPC","Nestin",0.00187102534582457
"chr7",45814581,45829208,14628,"*",0.24080750999784,"Cyth2","chr7-45828710-45829706",3.76139523046476,8.44840973738441e-05,"OPC","Nestin",0.00187102534582457
"chr8",121108392,121143164,34773,"*",0.225160054230065,"Mthfsd","chr8-121142294-121144034",4.23986697705113,1.11826141337317e-05,"OPC","Nestin",0.000641568646974865
"chr9",13245741,13296957,51217,"*",0.201001999903721,"Jrkl","chr9-13296586-13297328",3.23789778569712,0.000602069713827962,"OPC","Nestin",0.00470731448104923
"chr9",21139395,21149906,10512,"*",0.291414461290481,"Cdc37","chr9-21138637-21140152",3.88182920057242,5.18368426217017e-05,"OPC","Nestin",0.00160506518777808
"chr9",22071345,22099337,27993,"*",0.210309325757286,"Zfp653","chr9-22098837-22099836",4.52584771675741,3.00769429266209e-06,"OPC","Nestin",0.000330595731001775
"chr9",44406067,44418003,11937,"*",0.210437775754757,"Ccdc84","chr9-44405466-44406667",3.23715989669897,0.000603628735649913,"OPC","Nestin",0.00470731448104923
"chr9",102626534,102712263,85730,"*",0.237623711699146,"Cep63","chr9-102711605-102712921",5.07091661721249,1.97952108044271e-07,"OPC","Nestin",6.52747076275984e-05
"chr9",110743686,110769059,25374,"*",0.206049622759558,"Pth1r","chr9-110768964-110769154",4.24999801020937,1.06886207254317e-05,"OPC","Nestin",0.000641568646974865
"chr9",117970663,118040499,69837,"*",0.207693774779588,"Azi2","chr9-117970557-117970768",4.05415693976896,2.51577149897481e-05,"OPC","Nestin",0.00101387968190434
"chr11",80300912,80375189,74278,"*",0.206704306475096,"Rhbdl3","chr11-80373581-80376796",3.83205608412259,6.35383798038196e-05,"OPC","Nestin",0.00165590622773376
"chr11",103936170,103966739,30570,"*",0.228258161072685,"Arf2","chr11-103935824-103936516",3.83615121566773,6.24887371673668e-05,"OPC","Nestin",0.00165590622773376
"chr11",115332386,115367756,35371,"*",0.228914269235749,"Hid1","chr11-115332251-115332521",4.48188267226481,3.6993709500483e-06,"OPC","Nestin",0.000375343867931824
"chr11",120672973,120703099,30127,"*",0.262098290334408,"Aspscr1","chr11-120702560-120703637",4.65653550390332,1.60787422761025e-06,"OPC","Nestin",0.00023564290069088
"chr13",3634032,3660724,26693,"*",0.216264441718478,"Asb13","chr13-3660057-3661390",4.05222694413368,2.53662088725118e-05,"OPC","Nestin",0.00101387968190434
"chr13",67256567,67269068,12502,"*",0.201794751484055,"Zfp458","chr13-67256020-67257114",3.55556047491886,0.000188587085972368,"OPC","Nestin",0.00276538058909797
"chr14",46753881,46832134,78254,"*",0.208171893269167,"Cgrrf1","chr14-46753842-46753920",3.70963559738358,0.000103778885518954,"OPC","Nestin",0.00207172430155776
"chr14",70061407,70100145,38739,"*",0.265858211334103,"Bin3","chr14-70060446-70062367",6.64501263492057,1.5159553281663e-11,"OPC","Nestin",1.99954507785135e-08
"chr15",79062893,79115635,52743,"*",0.23030841758191,"Ankrd54","chr15-79115546-79115723",4.25983143647471,1.02290564970988e-05,"OPC","Nestin",0.000641568646974865
"chr15",84015640,84105754,90115,"*",0.240764694128139,"Sult4a1","chr15-84015305-84015974",4.9748780066514,3.26443716715434e-07,"OPC","Nestin",8.61158524695315e-05
"chr15",98492220,98570923,78704,"*",0.20053332574115,"Ccnt1","chr15-98491927-98492512",3.82659664981508,6.49635748514957e-05,"OPC","Nestin",0.00165590622773376
"chr16",4726361,4811148,84788,"*",0.238568314639579,"Hmox2","chr16-4811005-4811290",4.38177553400196,5.88580265112127e-06,"OPC","Nestin",0.00055452669263064
"chr17",24410943,24414675,3733,"*",0.208698958133822,"Rnps1","chr17-24410504-24411381",3.45695729523644,0.000273155708251833,"OPC","Nestin",0.00316045946652779
"chr17",34629533,34656941,27409,"*",0.219020792239311,"Prrt1","chr17-34656130-34657752",3.64121628464859,0.000135676524954527,"OPC","Nestin",0.00241834238398677
"chr17",56628143,56714911,86769,"*",0.211837983249239,"Catsperd","chr17-56712811-56717010",5.53266876430787,1.57697368046686e-08,"OPC","Nestin",1.04001414226789e-05
"chr18",31931507,32013216,81710,"*",0.209768952152885,"Lims2","chr18-32012892-32013539",4.32409457954932,7.657979123684e-06,"OPC","Nestin",0.0006313046540087
"chr19",5490485,5523701,33217,"*",0.210932844139726,"Cfl1","chr19-5521870-5525532",4.66057509212195,1.57663545206692e-06,"OPC","Nestin",0.00023564290069088
"chr19",8891650,8953850,62201,"*",0.222736560673073,"Tut1","chr19-8891362-8891938",3.84682231170066,5.9829842439964e-05,"OPC","Nestin",0.00165590622773376
