names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,mean_expr_Nestin_Control (for_DEGs),mean_expr_Nestin_Mutant (for_DEGs)
Rfx7,-3.699402,-0.83357596,0.0002161080174540605,0.04347372951117517,0.5760869565217391,1.241944,0.86781794
Tcf12,-3.7766504,-0.6781528,0.00015895163018566204,0.03488265775165347,0.782608695652174,1.7183669,1.3505316
Ppm1e,-3.9962301,-0.8926472,6.435917855646071e-05,0.015536305703529617,0.6956521739130435,1.7290031,1.251775
Eml6,-4.02421,-0.99165285,5.7166937730227535e-05,0.014785820108653851,0.5978260869565217,1.5357304,1.0413125
Atp2b1,-4.252305,-0.8133987,2.115813077399313e-05,0.00612908732261033,0.8152173913043478,1.9883759,1.5232337
Plppr4,-4.2967076,-1.1699728,1.733535514854986e-05,0.00523094341607492,0.42391304347826086,1.0923936,0.6315877
Grin1,-4.3009653,-1.1402044,1.7005556528946233e-05,0.00523094341607492,0.4782608695652174,1.025363,0.5940205
Tut4,-4.383688,-0.9187939,1.1668683970561675e-05,0.0038411186052185295,0.5978260869565217,1.2317504,0.82587665
Gria2,-4.4560704,-0.6144145,8.347567424397863e-06,0.003022654164374466,0.9565217391304348,2.8412347,2.4458663
Pcbp3,-4.5022974,-1.5978271,6.722276075322062e-06,0.0025622485967095984,0.40217391304347827,1.2083162,0.5741759
Ppp3r1,-4.6263814,-1.9303398,3.7210967592768295e-06,0.0015851872194519293,0.16304347826086957,0.56329423,0.18104373
Synpr,-4.699372,-1.4410917,2.609627659670247e-06,0.0013331908029625475,0.4891304347826087,1.5909646,0.89177215
Plcb1,-4.869075,-0.87907004,1.1212191340975533e-06,0.000624605305318037,0.8695652173913043,2.5792482,2.031617
Tmsb4x,-4.8781986,-1.4252434,1.0705904584749475e-06,0.000624605305318037,0.30434782608695654,0.83804804,0.39775258
Calm1,-4.8958383,-1.2060038,9.788764685047957e-07,0.000624605305318037,0.5217391304347826,1.1889185,0.688052
Plp1,-5.1652946,-1.3010381,2.400604089782485e-07,0.00021731468522755945,0.5,1.2649169,0.70899796
Nrgn,-5.3349977,-1.9928883,9.55458172277838e-08,9.884897262337289e-05,0.22826086956521738,0.7012946,0.22741118
Hsp90aa1,-5.36906,-1.3104486,7.914815556368401e-08,9.55318237653666e-05,0.5217391304347826,1.3950801,0.79922575
Auts2,-5.402514,-0.66487616,6.571339138307104e-08,9.517927607924008e-05,0.9891304347826086,3.6865733,3.2402794
Atp1b1,-5.627568,-1.2918329,1.8276825020636974e-08,4.4120255599817656e-05,0.5760869565217391,1.4586962,0.8535498
Malat1,-7.4073195,-0.6618727,1.2887754579100306e-13,9.333311866184441e-10,1.0,4.931192,4.4766083
