names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_L2 IT PPP-APr Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Homer2,8.603046,1.7768706,7.762773884820698e-18,2.640325750444711e-15,0.6870229007633588,0.4026978417266187,0.80610234,0.3086653
Fbn2,8.593912,2.0526042,8.405754952178509e-18,2.788427599568352e-15,0.6564885496183206,0.3251079136690648,0.85116535,0.2803386
Fut9,8.549783,1.1650738,1.2332081418455242e-17,4.041012533096248e-15,0.9236641221374046,0.7498561151079137,1.8338246,1.2073649
Ptprd,8.534272,1.0096474,1.4104013371232826e-17,4.565961919096699e-15,0.9923664122137404,0.9653237410071942,4.3439903,3.6572287
Kcnd2,8.492576,1.0685469,2.0210666653932673e-17,6.388948388131423e-15,0.9923664122137404,0.9124460431654676,3.5700347,2.8597977
Slc4a10,8.426745,1.0348849,3.5541128590912117e-17,1.1104536339974518e-14,0.9007633587786259,0.7737769784172662,1.9745451,1.3931609
Col23a1,8.337607,2.7661874,7.580904253231568e-17,2.3413666354520948e-14,0.5648854961832062,0.2333812949640288,0.87974,0.18838607
Adamts16,8.268089,2.6355543,1.3612293551342486e-16,4.1563900877792344e-14,0.5343511450381679,0.15679856115107912,0.5348527,0.10778154
Prkca,8.219371,1.1120031,2.0457335477752195e-16,6.107651158746683e-14,0.9083969465648855,0.7599640287769784,1.8810093,1.2732377
A230006K03Rik,8.152297,1.2033054,3.570759273553959e-16,1.042894583482553e-13,0.8778625954198473,0.6652517985611511,1.8368404,1.1913586
Rfx3,8.130564,1.1876547,4.2729909383193694e-16,1.2345727582004457e-13,0.916030534351145,0.7951438848920863,2.223151,1.5295118
Cntn5,8.104203,1.4049718,5.3092297024857e-16,1.517648958572242e-13,0.9236641221374046,0.7660071942446043,2.6793575,1.8126365
Arpp21,8.095444,1.0917529,5.705604855026567e-16,1.613785288995409e-13,0.9465648854961832,0.7986690647482014,2.5727634,1.8988366
Sorcs3,8.060622,1.3933306,7.590703657250899e-16,2.1246063257326216e-13,0.8625954198473282,0.5833812949640288,1.5912805,0.91167915
Nrcam,8.049418,0.83966035,8.318808826129424e-16,2.280881562837731e-13,0.9465648854961832,0.8239208633093525,2.2926064,1.7873297
Dlg2,8.03456,0.7612837,9.391484660820166e-16,2.548981745820584e-13,0.9923664122137404,0.9552877697841726,4.235735,3.7180593
Ntrk3,8.021147,1.0696175,1.0476233929874317e-15,2.8149640569572286e-13,0.9312977099236641,0.7776258992805756,2.2748115,1.640449
Tmem178b,7.9978657,1.0149752,1.2659430969187602e-15,3.367910001406642e-13,0.9465648854961832,0.7847482014388489,2.1468909,1.5560502
Hs6st2,7.9146953,1.5181546,2.4785921802435868e-15,6.529389400308351e-13,0.7099236641221374,0.44464028776978415,0.95752186,0.4449658
Brinp1,7.8890195,1.0654567,3.0457048971252363e-15,7.945445687937388e-13,0.9541984732824428,0.779568345323741,2.1997576,1.5755659
Gm2164,7.8245683,1.7857865,5.094016862012831e-15,1.2912852177574034e-12,0.6641221374045801,0.30615107913669065,0.93124866,0.36876833
Atrnl1,7.820126,1.0952985,5.277045352177655e-15,1.3251795197477906e-12,0.9389312977099237,0.7494964028776978,2.0064628,1.3894728
Cdh13,7.7065983,1.4765246,1.2921560114296656e-14,3.1279488312716316e-12,0.8015267175572519,0.5428057553956834,1.4987856,0.8105755
Dok5,7.6416426,1.8061463,2.1446807387538655e-14,5.145318879492532e-12,0.6106870229007634,0.3489928057553957,0.69491607,0.25228783
Kcnj3,7.602113,1.0242848,2.913346890452222e-14,6.927577959862938e-12,0.9541984732824428,0.7842086330935252,2.2646208,1.6566437
Apba1,7.599533,1.0144888,2.9720080846778325e-14,7.005075196078364e-12,0.8549618320610687,0.728705035971223,1.533833,1.0295451
Dscam,7.585973,1.074816,3.300014378754536e-14,7.710555335402988e-12,0.9312977099236641,0.7559712230215827,2.1542149,1.5299622
9130024F11Rik,7.577778,2.2486088,3.515231132603337e-14,8.142608666642385e-12,0.549618320610687,0.23449640287769785,0.6276191,0.16867284
Sntg2,7.5571036,2.4077377,4.1214380659316195e-14,9.46521716509253e-12,0.5343511450381679,0.23827338129496403,0.6487546,0.15878442
Pcsk2,7.5409255,1.0021619,4.6664706109698624e-14,1.0626107230233917e-11,0.916030534351145,0.7696043165467625,2.0563219,1.4823943
Fgf12,7.534387,0.94044846,4.9063352673101913e-14,1.1078422574170156e-11,0.9618320610687023,0.8547482014388489,2.7711232,2.1751878
Grid1,7.4737864,0.88708884,7.791947654311511e-14,1.7161445366504125e-11,0.9083969465648855,0.7836690647482014,2.0399032,1.5298004
Nav3,7.459444,0.8121883,8.688818797754566e-14,1.898118382891587e-11,0.9618320610687023,0.897841726618705,3.2288435,2.6953776
Ptchd4,7.4538236,1.5646806,9.067326747255501e-14,1.964831207248027e-11,0.7099236641221374,0.46838129496402875,1.2183843,0.5906412
Nwd2,7.451119,1.4433533,9.255178940301786e-14,1.9894932650072722e-11,0.7557251908396947,0.5328776978417267,1.2638078,0.6593689
Atp2b2,7.4197083,0.980187,1.1737864986769702e-13,2.5031462872579516e-11,0.9083969465648855,0.718705035971223,1.4361712,0.96486604
Tbc1d30,7.414006,1.7824244,1.2254035337464977e-13,2.592645114312472e-11,0.6030534351145038,0.35780575539568343,0.66467863,0.24245682
Cit,7.4117036,1.3460968,1.2468735127970173e-13,2.6174602569418638e-11,0.7251908396946565,0.4335611510791367,0.8816365,0.4424625
Ildr2,7.399783,1.2318141,1.3640706070302405e-13,2.841285055108726e-11,0.732824427480916,0.5437769784172661,0.98181236,0.5369347
Dclk1,7.3544483,0.90647554,1.917175539739815e-13,3.962654365600679e-11,0.9770992366412213,0.8276978417266188,2.4293218,1.8752102
Cdc14b,7.3515754,1.8694096,1.9588435591496326e-13,4.017872246896995e-11,0.6030534351145038,0.37201438848920865,0.76528317,0.2735549
Tmem108,7.3362827,1.1572356,2.1960806601237564e-13,4.4367434088364916e-11,0.8625954198473282,0.6353956834532374,1.5419232,0.9734708
Tiam1,7.314636,1.1650069,2.580799249458068e-13,5.175080286040171e-11,0.8091603053435115,0.6024820143884893,1.2262986,0.7295479
Ephb1,7.311497,1.4216961,2.641821697639223e-13,5.258203630782661e-11,0.7022900763358778,0.4245323741007194,0.9443346,0.4614997
Sh3rf3,7.270626,1.0902305,3.578251537296215e-13,7.06967785346686e-11,0.816793893129771,0.6173381294964029,1.2114447,0.7455853
Rgs17,7.2690187,1.2093731,3.62108520429252e-13,7.10208463060876e-11,0.7557251908396947,0.5403237410071943,0.97861755,0.5412847
Mtus2,7.249213,1.1059536,4.192000865480789e-13,8.103529730609267e-11,0.8244274809160306,0.6214028776978417,1.2233559,0.7487554
Cntn6,7.2086296,1.5141572,5.65176754870237e-13,1.0770425108768274e-10,0.6946564885496184,0.40741007194244605,1.0865778,0.52333033
Rxfp1,7.1723695,2.8010654,7.371072942751848e-13,1.3850400697324627e-10,0.4961832061068702,0.1831294964028777,0.8229974,0.16828251
Fstl1,7.1522217,2.0874317,8.538452573810568e-13,1.5932515323492358e-10,0.5419847328244275,0.2703956834532374,0.5814843,0.17023097
Nrxn1,7.0470247,0.57567215,1.8278398050702564e-12,3.3578171060872285e-10,0.9847328244274809,0.966726618705036,4.011193,3.621006
Epha5,7.0463295,0.8807859,1.836989633773065e-12,3.3578171060872285e-10,0.9465648854961832,0.852841726618705,2.5530846,2.0060086
Dock3,6.9436684,0.7817022,3.820462760299563e-12,6.889653313372433e-10,0.9007633587786259,0.8059352517985612,1.9972781,1.5485617
Gramd1b,6.9066205,0.91803575,4.963347209991065e-12,8.891009302163995e-10,0.8625954198473282,0.6803597122302159,1.2480825,0.8391605
Syt1,6.8683076,0.6692216,6.496807843247451e-12,1.140975338222608e-09,0.9847328244274809,0.9507553956834532,3.583013,3.135417
Gabrb1,6.853531,0.84184897,7.204919188189015e-12,1.2490076037847666e-09,0.9694656488549618,0.8447482014388489,2.600742,2.0743628
Setbp1,6.8322263,0.86261773,8.36068484309007e-12,1.440074370088655e-09,0.916030534351145,0.7774820143884892,1.9050094,1.4220159
Ssbp2,6.811394,0.90650874,9.665731089981085e-12,1.6542560152088645e-09,0.9007633587786259,0.7720863309352518,1.7915336,1.2992785
Mei4,6.75573,2.1349316,1.4211770614318011e-11,2.4016998516146223e-09,0.5267175572519084,0.25989208633093525,0.6757608,0.19871111
Hivep2,6.7348275,0.8371485,1.641244200671981e-11,2.739144824351312e-09,0.9618320610687023,0.8256474820143885,2.326809,1.8205093
Sobp,6.73334,0.8715043,1.6581243592858824e-11,2.750234662593312e-09,0.9083969465648855,0.73931654676259,1.6211709,1.1689326
Dpy19l1,6.7157607,1.3223739,1.8708774257602954e-11,3.084078308599947e-09,0.6564885496183206,0.4239568345323741,0.78619385,0.39059693
Cacna1c,6.690041,0.89924884,2.2310799852860998e-11,3.6332799517962124e-09,0.9236641221374046,0.7835971223021583,2.1700108,1.6408908
Brinp2,6.6762853,1.1358383,2.4507478648025793e-11,3.943647446850666e-09,0.7404580152671756,0.545,1.0385623,0.6046289
Vat1l,6.676269,2.0620203,2.451020184682029e-11,3.943647446850666e-09,0.48091603053435117,0.18388489208633094,0.42547727,0.11956063
Dkk3,6.6740856,1.623597,2.4877802439718037e-11,3.978967568781094e-09,0.6030534351145038,0.36258992805755397,0.73063534,0.29960045
Astn2,6.596265,1.1619059,4.2164600165701485e-11,6.586993060769762e-09,0.8854961832061069,0.6338489208633094,1.6291759,1.0410641
Bcl11a,6.5733204,1.0087898,4.920549658938373e-11,7.598572950326097e-09,0.8931297709923665,0.6790647482014388,1.5862632,1.0753157
E230016M11Rik,6.56544,1.9421129,5.1879338908857646e-11,7.9657019227486e-09,0.5343511450381679,0.29251798561151077,0.641374,0.21023998
Lrrc4c,6.5337744,0.8634565,6.413261778872994e-11,9.791155908995304e-09,0.9541984732824428,0.9151438848920863,3.1858232,2.6206343
Farp1,6.4959173,0.9399194,8.252906855584118e-11,1.2528565379070353e-08,0.8320610687022901,0.6005035971223022,1.1269584,0.7359585
Rnf144b,6.486348,2.0290978,8.794170883523462e-11,1.3275245597768284e-08,0.48091603053435117,0.19370503597122302,0.45707572,0.13275474
Kcnk10,6.4735374,1.3266064,9.573466928565881e-11,1.4370897003942193e-08,0.6412213740458015,0.44805755395683455,0.75176877,0.36938724
Otof,6.463279,3.242406,1.024581570480196e-10,1.5294725999334925e-08,0.3893129770992366,0.0808273381294964,0.36680663,0.04575988
2210408I21Rik,6.4479485,0.9441766,1.1337446358164547e-10,1.6830783626733777e-08,0.8396946564885496,0.7024100719424461,1.4349056,0.9793499
Efcab6,6.3967533,2.0071301,1.5871519706893347e-10,2.3432293105726605e-08,0.4961832061068702,0.24784172661870504,0.5098536,0.15310018
Cyria,6.356947,0.9138718,2.0580309929186813e-10,2.9730802569744605e-08,0.7557251908396947,0.6079856115107913,0.9772706,0.63104147
Ptprn2,6.3045573,0.9210598,2.89018516382818e-10,4.1308125187267654e-08,0.9389312977099237,0.7633812949640287,2.1299932,1.5924753
Thrb,6.277062,0.953878,3.450303476963908e-10,4.879455496106327e-08,0.8778625954198473,0.6928057553956835,1.604098,1.1155431
Hecw1,6.2096677,0.8806699,5.309674183532274e-10,7.469683000602733e-08,0.8931297709923665,0.7137769784172662,1.6249849,1.1678305
9630002D21Rik,6.204601,3.8401377,5.483586187727075e-10,7.67416462834513e-08,0.35877862595419846,0.058741007194244604,0.42461506,0.03627108
Ppp1r14c,6.1976604,1.2324872,5.730855460531502e-10,7.978657317330645e-08,0.6335877862595419,0.4547482014388489,0.7187434,0.3699422
Alcam,6.1928,0.97802275,5.910464656192165e-10,8.186298211952756e-08,0.8549618320610687,0.7188489208633093,1.7237865,1.205433
Kcnk9,6.1841545,1.3786248,6.243616712970752e-10,8.603383645001237e-08,0.5801526717557252,0.37035971223021585,0.570115,0.25892943
Pknox2,6.1537595,1.0700244,7.566752644035694e-10,1.0320743327169496e-07,0.732824427480916,0.561115107913669,0.99313784,0.5930973
D430041D05Rik,6.152391,0.9196928,7.632356118596629e-10,1.0357646914479365e-07,0.8854961832061069,0.6786330935251799,1.4395815,0.9938454
Cacng3,6.1288323,1.1493156,8.852622202935546e-10,1.1953264250898396e-07,0.6717557251908397,0.4942086330935252,0.84875226,0.47165734
Palmd,6.102635,1.5246881,1.0433383309061282e-09,1.4017250475723832e-07,0.5572519083969466,0.3410791366906475,0.59095067,0.24688081
Ftx,6.034649,0.77480316,1.5930871198678628e-09,2.1086823108792842e-07,0.8320610687022901,0.6924460431654677,1.269431,0.91451174
Timp2,6.027855,1.3100886,1.6614988083481226e-09,2.188454557858532e-07,0.5954198473282443,0.3924460431654676,0.66729856,0.3240479
Dlgap1,5.9598904,0.7174648,2.5240688563735135e-09,3.308377081500308e-07,0.9770992366412213,0.9188129496402878,3.4115064,2.9352381
Trio,5.7809563,0.7302854,7.427723111820087e-09,9.282926512307245e-07,0.9236641221374046,0.7635611510791367,1.5812551,1.2021852
Tacc1,5.770372,0.8556969,7.90967905714193e-09,9.79415097997252e-07,0.7480916030534351,0.6006115107913669,0.9303994,0.61438996
Lncpint,5.7464066,0.7775148,9.116004476253109e-09,1.1236102764996378e-06,0.9083969465648855,0.7488848920863309,1.679936,1.2659718
Dync1i1,5.7340736,0.7876211,9.804685574373928e-09,1.2029767186457874e-06,0.8854961832061069,0.717410071942446,1.5857219,1.178442
Slc8a3,5.7317057,1.085317,9.942570010629562e-09,1.214349346298256e-06,0.6335877862595419,0.421294964028777,0.6654417,0.36847752
Shank2,5.718895,0.790611,1.072191717270547e-08,1.3036104725366335e-06,0.8091603053435115,0.6389928057553956,1.1077739,0.77571976
Nrep,5.709614,1.6798171,1.1323283205709119e-08,1.3705253141324505e-06,0.48854961832061067,0.26053956834532377,0.48723006,0.17894113
Msra,5.6862564,0.8300129,1.2985425848145915e-08,1.5646564687878062e-06,0.8931297709923665,0.740863309352518,1.8281722,1.3706149
Ankrd33b,5.685073,1.1374978,1.3075702890530404e-08,1.5685006101274638e-06,0.6183206106870229,0.44154676258992803,0.70755786,0.38372654
Arhgef3,5.681016,1.0901405,1.3389694914713194e-08,1.599027121592638e-06,0.6335877862595419,0.45705035971223024,0.69142675,0.38397044
Clstn1,5.6757865,0.78003687,1.380530465920157e-08,1.6269672640032726e-06,0.8091603053435115,0.6657913669064748,1.0475621,0.7312897
Eml6,5.6595974,0.73347837,1.517284030738567e-08,1.7649100392184112e-06,0.916030534351145,0.773705035971223,1.8160069,1.4099642
A830082K12Rik,5.648671,0.94196665,1.616929005988386e-08,1.8727104478839625e-06,0.7099236641221374,0.5348561151079136,0.8591344,0.5356131
Mlip,5.647074,1.0481986,1.6320116103462653e-08,1.8820666081546845e-06,0.7557251908396947,0.5879496402877697,1.1875433,0.742922
Lonrf1,5.600485,1.6004336,2.1375298157935828e-08,2.4132531995955285e-06,0.4961832061068702,0.307841726618705,0.48716596,0.18813884
Nrg1,5.5855017,0.99406093,2.3302639728289332e-08,2.608924706246393e-06,0.9541984732824428,0.8482374100719424,2.9011538,2.2652016
Itpr1,5.566842,0.84006375,2.593972780568199e-08,2.89211819974554e-06,0.8625954198473282,0.6696043165467626,1.3358089,0.9422903
Prkacb,5.555916,0.79515624,2.761602655696253e-08,3.066291874320592e-06,0.7786259541984732,0.6253597122302158,0.96668756,0.6621142
Cdr1os,5.5268235,0.7461719,3.260804443168623e-08,3.5908940732762668e-06,0.9389312977099237,0.7698201438848921,1.9823008,1.5542958
Mdga2,5.5251074,0.49816132,3.292838201578556e-08,3.6113698969965634e-06,0.9541984732824428,0.9126618705035972,3.0755312,2.7490845
Aopep,5.492779,0.78863543,3.956579724633849e-08,4.321678748004534e-06,0.8015267175572519,0.7114388489208633,1.3349961,0.9635103
Rasgrf1,5.4813313,0.731961,4.2213757576993836e-08,4.573724460055743e-06,0.8854961832061069,0.7493525179856115,1.6485057,1.2608098
Scn2a,5.461585,0.6541992,4.719014534551895e-08,5.0719968217363775e-06,0.9312977099236641,0.7970503597122303,1.857045,1.4893825
Ntng2,5.4589896,1.4806943,4.788522557229566e-08,5.126199247520256e-06,0.5190839694656488,0.3408992805755396,0.60367286,0.26003936
Efr3b,5.43768,1.056505,5.397893651038892e-08,5.732861755075693e-06,0.6259541984732825,0.45748201438848923,0.718081,0.4088397
Trmt9b,5.4110913,2.0099614,6.264188276387931e-08,6.5239821312613836e-06,0.4122137404580153,0.1742086330935252,0.39649868,0.114056826
Gm49906,5.394376,2.644581,6.876224795904956e-08,7.133751361620315e-06,0.366412213740458,0.1170863309352518,0.4575325,0.088725425
Sgsm1,5.3662558,1.0767288,8.03879539507085e-08,8.20138446006096e-06,0.5877862595419847,0.4321223021582734,0.598179,0.32800603
Chst9,5.3114552,1.6205224,1.087533974583452e-07,1.0903745483976625e-05,0.5267175572519084,0.33320143884892084,0.8532069,0.363338
Ipcef1,5.302402,1.5391548,1.1428872208823534e-07,1.1416126254687298e-05,0.48091603053435117,0.2710431654676259,0.5068862,0.20468333
Ppfia2,5.2971888,0.70434874,1.1759912609838466e-07,1.1703290808383689e-05,0.9541984732824428,0.845863309352518,2.4923818,2.0549183
Myt1l,5.2878532,0.7092243,1.2376006064693539e-07,1.2225855991114537e-05,0.9389312977099237,0.8029856115107914,2.1619606,1.740895
Kcnh1,5.249497,0.89203143,1.5251525001979632e-07,1.5011299516600465e-05,0.6946564885496184,0.5162589928057554,0.8269927,0.5266217
Lzts1,5.2410197,1.2786543,1.596917859852766e-07,1.566028572782621e-05,0.5572519083969466,0.39568345323741005,0.60788184,0.29624787
