names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_OB-out Frmd7 Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Lhfpl3,8.336223,3.4865317,7.67011988193563e-17,9.368005510345928e-14,0.8363636363636363,0.4748170469220835,2.425584,0.652183
Synpr,8.323828,2.697865,8.516760190502591e-17,9.949797666034984e-14,0.8727272727272727,0.5458458889367198,2.3116994,0.8759703
Spon1,8.311523,3.0100164,9.448085933627022e-17,1.057791954318992e-13,0.8,0.4937939446118525,1.9362993,0.55187017
Fstl5,8.270001,2.979599,1.3395737290847044e-16,1.4397738440202401e-13,0.8181818181818182,0.47051226861816614,1.9800452,0.5830516
A230057D06Rik,8.078786,1.663558,6.541475310930142e-16,6.683773944360765e-13,0.8545454545454545,0.7888147510403214,2.5658076,1.5668269
Hdac9,8.075572,2.205418,6.716110774013423e-16,6.683773944360765e-13,0.8727272727272727,0.8004376524608983,2.9582207,1.6013994
Cadm2,8.0499525,1.3320521,8.282645719242204e-16,7.948381802715643e-13,0.9636363636363636,0.963158272348974,4.369613,3.4653356
Zfp804b,7.953449,4.163897,1.8138984587299217e-15,1.5231078620647812e-12,0.7818181818181819,0.4666020949921079,2.9494784,0.6979049
Il1rapl1,7.743343,1.2448447,9.68366155861655e-15,6.6717945148724796e-12,0.9454545454545454,0.9249892380542402,3.6865,2.8573933
Nol4,7.6804023,1.8696961,1.585900771735819e-14,1.036641404671563e-11,0.8545454545454545,0.7315611995982207,2.142919,1.1180488
Dlx6os1,7.6776485,3.3520734,1.6203550054412222e-14,1.036641404671563e-11,0.7636363636363637,0.2778016932127995,1.7972909,0.40073362
Magi1,7.575412,1.8627889,3.5799035283354e-14,2.046638463965366e-11,0.8363636363636363,0.7489238054240207,2.2118528,1.1743425
Dscaml1,7.4074726,1.63658,1.287291498275206e-13,6.782259325226428e-11,0.9090909090909091,0.738090113359162,2.1534107,1.2380439
Nhs,7.332195,3.4334319,2.2641350998542402e-13,1.1266168543163599e-10,0.6909090909090909,0.2692997560625628,1.429411,0.2577382
Gria4,7.2093267,1.8802676,5.622916558219347e-13,2.6049615158509285e-10,0.8727272727272727,0.7920792079207921,2.848836,1.6898714
Inpp4b,7.0638185,2.8104784,1.6198828274181407e-12,6.793069842416956e-10,0.7636363636363637,0.5914765389582437,2.4184792,0.89938587
Kcnd3,7.012989,2.155865,2.3327986680962435e-12,9.355567195782995e-10,0.8181818181818182,0.6313674845745444,1.9069976,0.82699716
Klf12,6.795099,1.7833047,1.0823818996904182e-11,3.9840550198193886e-09,0.8181818181818182,0.7167814607547711,2.0401156,1.0797651
Pik3r1,6.7845616,2.1856186,1.1643966563361896e-11,4.171645087433788e-09,0.7818181818181819,0.5059908164729516,1.3725272,0.4992174
Srgap3,6.762181,1.3210671,1.3593000421736622e-11,4.743427549767052e-09,0.8545454545454545,0.7505739704405223,1.8608015,1.1546335
Nalcn,6.7396827,1.415946,1.5873278280948235e-11,5.4681408642189625e-09,0.8181818181818182,0.74565934854355,1.8927474,1.1355107
Spock3,6.6325164,2.0577056,3.300117048844658e-11,1.1084268137806994e-08,0.8181818181818182,0.5714234466924953,1.8612683,0.8349648
Zfp536,6.4375677,2.241272,1.2140300772846477e-10,3.70693047461801e-08,0.7818181818181819,0.4768976897689769,1.7343022,0.6864452
Nfib,6.418912,1.1809573,1.372519685801525e-10,4.1437757255603344e-08,0.9454545454545454,0.8181589898120247,2.4186141,1.706957
A330076H08Rik,6.2953906,1.760055,3.0662637503059264e-10,8.239050697072024e-08,0.7636363636363637,0.6576983785335055,1.6857508,0.8320418
Eml6,6.231705,1.2891775,4.613848749402126e-10,1.1695671310984445e-07,0.8909090909090909,0.7741426316544698,2.1483116,1.4104159
Kirrel3,6.210647,2.0268884,5.276690022792047e-10,1.3128209343742803e-07,0.8363636363636363,0.7729588176208925,3.0281641,1.7619979
Sorbs2,6.152636,1.2769967,7.620549934861538e-10,1.8447223130606263e-07,0.8727272727272727,0.7821782178217822,2.3395364,1.5829256
Plxna4,6.148326,1.3257017,7.83050994743918e-10,1.8773844326409003e-07,0.9090909090909091,0.7463409384416703,2.132272,1.3777194
Pde4dip,6.1236935,1.2813641,9.143068551390948e-10,2.1194403425253533e-07,0.8363636363636363,0.7519371502367628,1.8550508,1.1688553
Gphn,6.123576,0.76577187,9.149798278114664e-10,2.1194403425253533e-07,0.9090909090909091,0.881008753049218,2.4251828,1.9544883
Zfp608,6.0992703,1.5852964,1.0655358315230453e-09,2.405961999413801e-07,0.7818181818181819,0.6597072750753337,1.5885657,0.83230424
Pag1,6.071709,2.27682,1.2655616081482568e-09,2.7423903557212633e-07,0.6909090909090909,0.4081288563638973,1.1330693,0.36075148
Celf4,5.984588,1.1454347,2.1693814405779027e-09,4.4160060082066856e-07,0.8545454545454545,0.7922944468359879,2.2656782,1.5901927
Robo2,5.9817424,1.3787218,2.207632402314466e-09,4.4600814022699026e-07,0.8909090909090909,0.7861242646003731,2.510823,1.6773375
Nectin3,5.9601064,2.5246224,2.520735197259176e-09,4.943952901485698e-07,0.6727272727272727,0.414514277514708,1.4039512,0.4277082
Dcx,5.8883944,2.0970888,3.899654987994494e-09,7.379135882212117e-07,0.6909090909090909,0.48353422298751614,1.2488122,0.45812008
Mapk4,5.8696795,2.0529487,4.366379774931079e-09,8.091353417406765e-07,0.6909090909090909,0.4871215382407806,1.2779238,0.48487398
Cdk14,5.8505716,1.1482134,4.8988683467091694e-09,8.834402179602374e-07,0.8909090909090909,0.8080068876452863,2.2594025,1.5830823
Slc1a3,5.8138285,2.6447523,6.106006520865781e-09,1.086545663679891e-06,0.6545454545454545,0.31453580140622756,1.3943439,0.39532897
Shtn1,5.808957,1.7742149,6.286321483765755e-09,1.111272751768328e-06,0.7454545454545455,0.657447266465777,1.6222492,0.78310835
Naaladl2,5.7729754,1.1765335,7.788379682366874e-09,1.333020137266592e-06,0.9454545454545454,0.8628569378676998,2.3564289,1.6537368
Rgs7,5.7454724,1.3560574,9.166470436783887e-09,1.529832674760143e-06,0.8545454545454545,0.8078992681876883,2.6362367,1.8022106
Zmat4,5.720505,1.5732828,1.0620764490388994e-08,1.740121596687514e-06,0.8,0.6007676854641986,1.6285381,0.8656594
Serpine2,5.6066685,2.7356474,2.0625840899159088e-08,3.1311657907367497e-06,0.6,0.2595063854211508,1.0173175,0.23515655
Zic1,5.599596,5.153899,2.1485211229688592e-08,3.225182266713589e-06,0.45454545454545453,0.02034007748600947,0.5637468,0.021046497
Adcy8,5.54125,1.9659107,3.0031967334775293e-08,4.343054114057751e-06,0.6909090909090909,0.5573611708996986,1.5867065,0.6907173
Calb2,5.541066,5.3746524,3.006356774152369e-08,4.343054114057751e-06,0.45454545454545453,0.03382838283828383,0.7366272,0.025906589
Nrsn1,5.503084,3.0629368,3.7320419532535064e-08,5.250260067221032e-06,0.5636363636363636,0.2524393743722198,0.91988814,0.16600095
Akap6,5.4608254,0.829737,4.739264548573955e-08,6.431517091928393e-06,0.8727272727272727,0.8260869565217391,2.1118681,1.6266396
Adarb2,5.4006467,1.8706466,6.640110712086496e-08,8.746067393811967e-06,0.8181818181818182,0.581754914621897,2.1018348,1.0864348
Maml3,5.3824506,1.8433136,7.347847251201471e-08,9.593223470246214e-06,0.7090909090909091,0.5038025541684603,1.4633855,0.65512156
Elmo1,5.3712854,1.6580318,7.817731341057551e-08,1.0050834504029493e-05,0.7636363636363637,0.5723920218108768,1.5730379,0.79337704
Astn2,5.3538013,1.7790632,8.612553462902902e-08,1.081398652094397e-05,0.7454545454545455,0.6348113072176783,1.9874629,1.0419605
Pkp4,5.3227997,1.1415589,1.0218235431412698e-07,1.2480181183729963e-05,0.8,0.7531568374228728,1.732176,1.1343133
Galntl6,5.2937818,1.6154685,1.1981255493332367e-07,1.4229702718748909e-05,0.9454545454545454,0.813387860525183,2.9979336,1.9761944
Dgkb,5.2484593,1.1883355,1.5337653075946914e-07,1.7612082826952714e-05,0.8727272727272727,0.779380111924236,2.3386593,1.6312852
Pde4d,5.2408595,1.1384101,1.5983034435579415e-07,1.8187684236096168e-05,0.9272727272727272,0.8250107619457598,2.58665,1.8841348
Nrxn1,5.2394032,0.64437836,1.6109671932232554e-07,1.8187684236096168e-05,0.9636363636363636,0.9668173339073037,4.0589533,3.6219757
Thsd4,5.074569,2.2936518,3.883750104753617e-07,3.908478101675269e-05,0.6,0.37996843162577126,1.1220342,0.35235843
Hivep2,5.0095863,0.8908532,5.454715899353719e-07,5.197454475731717e-05,0.8909090909090909,0.8261587028268044,2.3618789,1.8218201
Ehbp1,5.000723,1.0491818,5.711580081575231e-07,5.366089398319107e-05,0.8363636363636363,0.7736404075190128,1.7703558,1.2103952
Asic1,4.9952908,3.5906346,5.874718783300651e-07,5.481031031503072e-05,0.4727272727272727,0.13986942172478117,0.6705254,0.07630609
Jarid2,4.988419,1.0858284,6.087536588479895e-07,5.659934537455183e-05,0.7636363636363637,0.7306284976323719,1.4506528,0.93162435
Sorcs2,4.9553337,2.0151393,7.220632251172663e-07,6.554675290169238e-05,0.6181818181818182,0.4590687329602525,1.1050348,0.40517408
Egf,4.8384833,4.1859345,1.3083368892634771e-06,0.00011020380004548474,0.43636363636363634,0.09800545271918497,0.62515897,0.046616297
Pcdh15,4.817442,1.403587,1.4541054448729458e-06,0.0001217190445599254,0.8363636363636363,0.7427536231884058,2.457347,1.616321
Pcdh7,4.740214,1.6050513,2.1349267635077826e-06,0.00016921971131402395,0.8,0.7855502941598508,2.6601663,1.6811175
Pde3a,4.684714,3.2686775,2.8035104442652006e-06,0.00021461631235728188,0.45454545454545453,0.12584301908451714,0.79003924,0.11767055
Fndc3a,4.661086,1.4636282,3.14544911982036e-06,0.00023875202782365273,0.6909090909090909,0.5766250538097288,1.1076102,0.55100274
Cacng5,4.6589184,4.7471724,3.1787508863651774e-06,0.0002406001023003727,0.4,0.057145931984502796,0.6085409,0.030717447
Cyth1,4.639166,1.8408067,3.4981830119675383e-06,0.0002618277925670411,0.6181818181818182,0.5299899555172909,1.130638,0.46095428
Dpf3,4.6334076,2.1530159,3.596956532645842e-06,0.0002684728389783161,0.5454545454545454,0.28601664514277514,0.84044147,0.2594405
Apc,4.629097,0.81706065,3.672637252448589e-06,0.0002726070800367226,0.7636363636363637,0.8141770698809011,1.7930763,1.3461193
Brinp1,4.6280174,1.0360547,3.691831909960283e-06,0.00027327692402378184,0.8181818181818182,0.7803128138900847,2.1835961,1.5772992
Hydin,4.6000037,5.313435,4.224834224650839e-06,0.00030764578757823315,0.38181818181818183,0.03461759219400201,0.50854844,0.016532328
Pik3r3,4.5849886,1.6038758,4.5401173624336945e-06,0.00032618436772351167,0.6545454545454545,0.49354283254412395,1.0020192,0.44923258
Hsp90aa1,4.5527816,1.1063601,5.294124650557945e-06,0.00037141809232504435,0.8181818181818182,0.7956306500215239,1.6858044,1.1125648
Kctd8,4.5482616,2.5526702,5.409080867884849e-06,0.0003765336863214143,0.5272727272727272,0.2701965848758789,1.112244,0.29854545
Osbpl9,4.5248685,1.371575,6.043310791067047e-06,0.00041743897417987545,0.6727272727272727,0.5930908308222127,1.1245672,0.5896875
Epb41l3,4.507317,1.3144493,6.565251847778772e-06,0.00044887612506314405,0.6909090909090909,0.6257712727794519,1.3072252,0.7342719
Atrx,4.482099,0.73426634,7.391247745107801e-06,0.0004965070672776165,0.8,0.8048859233749462,1.5711982,1.1914144
Pde10a,4.3220186,1.1311156,1.5460797849627407e-05,0.0009447003407362924,0.7636363636363637,0.7454082364758216,2.0789185,1.4336613
Cask,4.285518,0.98995215,1.8231362210583306e-05,0.0010743240264836393,0.7636363636363637,0.7363323288850624,1.4902489,1.0047076
Hdac4,4.2520227,1.3141148,2.1184853345968933e-05,0.0012241656116262047,0.6363636363636364,0.5587602238484718,1.0083146,0.53072953
Nbea,4.2155724,0.5995884,2.4914563020528256e-05,0.0014080868380243938,0.9454545454545454,0.9071961543980485,2.932098,2.5435834
Grm1,4.2079473,1.0060912,2.5770085467010675e-05,0.0014455995751536052,0.8,0.6882981776438514,1.7349384,1.201303
Ntrk2,4.202892,0.78603786,2.6352628875658082e-05,0.0014632229601663387,0.8,0.7811378963983355,1.8006624,1.3688412
Gria1,4.170744,0.85505104,3.0360705527911586e-05,0.0016447422530947266,0.8909090909090909,0.8495838714306213,2.8004754,2.2557893
Cep170,4.1543975,0.96198636,3.261455610281724e-05,0.0017319231669618562,0.6909090909090909,0.662397761515282,1.1232775,0.72520673
Pdzrn4,4.139918,1.505681,3.474300434050502e-05,0.0018197749057102728,0.6545454545454545,0.5409312670397475,1.4274081,0.7493451
Igf1r,4.0188913,0.9121336,5.847265578166878e-05,0.002810662362886297,0.6909090909090909,0.6874013488305353,1.2794247,0.8665778
Rere,3.92936,0.5835069,8.517228396265304e-05,0.00382705563557941,0.8909090909090909,0.8533864255990816,2.0024886,1.6631589
Cracd,3.928389,1.2491132,8.551680417092499e-05,0.0038361210819244647,0.6545454545454545,0.5570383125269048,1.0769315,0.5957243
Atp2b1,3.9131393,0.700496,9.110394402685635e-05,0.0040196436387547295,0.8545454545454545,0.8990888219256709,2.4512115,2.0181327
Cyria,3.9081092,1.2739252,9.302131156455767e-05,0.0040754738760799165,0.6363636363636364,0.6086239058688477,1.1409652,0.63166267
Pbx3,3.886716,2.54779,0.0001016095285366969,0.004396534672755307,0.509090909090909,0.3373869995695222,1.2417562,0.35135433
Dlx1,3.8852346,3.8733437,0.00010223115442383649,0.004409231331249577,0.34545454545454546,0.057755775577557754,0.42503744,0.03550278
Atp1b1,3.8716505,0.67216533,0.00010810092481328723,0.004603283438562643,0.8909090909090909,0.8600947051226862,1.8744074,1.4956527
Plcb4,3.8636322,1.6682036,0.00011171340498220225,0.004727148333656338,0.5454545454545454,0.3309657052661788,0.77560186,0.31388408
Grik2,3.8535883,0.65607226,0.00011639918495747914,0.004894594835379444,0.9454545454545454,0.9168460324293299,3.0991738,2.670043
Ppm1e,3.8510022,0.6636086,0.0001176354433983332,0.004931145653842766,0.8181818181818182,0.8104103888649734,2.0585034,1.670426
Cdh6,3.830103,2.6585765,0.00012808968188861205,0.005286873645202866,0.4727272727272727,0.28368489022815324,1.0193619,0.2472904
Lrp1b,3.8297262,0.7211943,0.00012828588078423034,0.005286873645202866,0.9636363636363636,0.9389080212369063,3.5613847,3.0797505
Fam124a,3.7922213,3.0996165,0.00014930572910429446,0.006041935152157217,0.43636363636363634,0.23665518725785623,0.84101135,0.14309633
Abat,3.7841613,1.9198087,0.00015422778699002566,0.006213044432416776,0.509090909090909,0.3419787630937007,0.7506819,0.25896844
Aig1,3.773858,0.8883244,0.00016074220347749358,0.006427296142024186,0.7090909090909091,0.6772492466637968,1.2059741,0.81720823
Ptpn4,3.7669196,0.8760514,0.000165274209029762,0.006572451889795586,0.7090909090909091,0.7077772994690773,1.2807727,0.88224274
Trps1,3.7240496,0.9909496,0.00019605232922926657,0.007547172043539245,0.8181818181818182,0.6818410101879753,1.6916019,1.1718684
Kcnip1,3.7087162,2.2608948,0.00020831269545674687,0.007905878710342922,0.45454545454545453,0.2314177069880901,0.8144408,0.23305738
Scn5a,3.706247,5.2432237,0.00021035300626049056,0.007972052578588691,0.3090909090909091,0.02848328311091979,0.40891045,0.013249388
Gad2,3.6808197,2.204418,0.00023248522091094,0.008604514994320878,0.45454545454545453,0.22309513560051658,0.79083323,0.23230328
Negr1,3.6409714,0.6533047,0.0002716112854624405,0.009756945508523766,0.9272727272727272,0.9024250251112068,2.9776337,2.5535324
Foxn3,3.6018512,0.84939754,0.00031595925377705746,0.011040084719102125,0.7272727272727273,0.7001721911321567,1.3447723,0.9457566
Cfap61,3.577403,4.052745,0.0003470248120437825,0.011825007269145121,0.32727272727272727,0.06794375089682882,0.439619,0.032726992
Camk1d,3.571042,0.4127263,0.0003555637674615324,0.012032743616739769,0.9636363636363636,0.953974745300617,2.5853238,2.3238935
Tnrc6b,3.5675352,0.5543993,0.0003603550603228397,0.012164246822706913,0.8,0.8061414837135887,1.5556725,1.265687
Cdh4,3.5448112,1.8581653,0.0003928943357313508,0.012921751286537816,0.4909090909090909,0.3197015353709284,0.7725769,0.2787156
Macf1,3.5131066,0.39333987,0.0004428997609227773,0.014176001825265854,0.8909090909090909,0.8784976323719328,2.0560265,1.8227091
Kmt2e,3.4889598,0.62018263,0.0004849040110225832,0.015015966708025831,0.7636363636363637,0.7741426316544698,1.3928531,1.0881896
Phactr3,3.4611554,0.8227578,0.0005378620613441052,0.016367331357096383,0.6727272727272727,0.6282465203042044,0.98976517,0.6707993
Necab1,3.46067,1.6252778,0.0005388328159896622,0.016378323264301158,0.5272727272727272,0.40845171473669106,1.0034537,0.44470122
Dzip3,3.4347405,0.83409107,0.0005931214591242291,0.017641598848109598,0.6909090909090909,0.6784330606973741,1.1435221,0.7880804
Ube2h,3.3761773,0.9341158,0.0007350053588885344,0.021055004257286694,0.6545454545454545,0.6503085091117807,1.0601325,0.68685573
Grin2d,3.3695233,3.0290043,0.0007529831204890197,0.021387586096765283,0.34545454545454546,0.11716171617161716,0.43344137,0.06435392
Dnmt3a,3.3573873,0.69282144,0.0007868284285309042,0.02208769190584947,0.6727272727272727,0.6779308365619171,1.0628533,0.77569246
Tcf12,3.357153,0.53731656,0.0007874956771791512,0.02208769190584947,0.7636363636363637,0.8128138900846607,1.6494117,1.3601326
Akap9,3.3519385,0.95570153,0.000802478490646911,0.02248445989956465,0.6363636363636364,0.6107762950208064,0.97921413,0.619017
Jakmip2,3.3516455,0.6302884,0.0008033280199845369,0.022484816559358863,0.6909090909090909,0.7133376381116372,1.2935377,0.99666226
Iqsec3,3.342171,1.741743,0.0008312584261287663,0.023050478751372498,0.4909090909090909,0.3974027837566365,0.7461059,0.28632963
Dnm3,3.336764,0.7575598,0.0008475985568704206,0.023431042410605146,0.8,0.7278303917348257,1.5058156,1.1232623
Chd7,3.3349814,1.5176247,0.000853051219390016,0.023483703224186754,0.509090909090909,0.32447266465777014,0.7647387,0.33725885
Stag2,3.321414,1.018453,0.0008956259087486851,0.024431947378758544,0.6181818181818182,0.5973597359735974,0.9457619,0.5751403
Dock10,3.3076625,1.0924556,0.0009407813135606676,0.025405823010427275,0.7272727272727273,0.5922298751614292,1.592571,1.0426177
Grin2c,3.2752128,3.5465624,0.0010558237757297962,0.027910638145375786,0.2909090909090909,0.039065863108049936,0.38816106,0.03978626
Mef2c,3.2671444,0.81333965,0.0010863823903668605,0.028534794554406197,0.8727272727272727,0.7805997991103458,1.9736677,1.5099455
Zeb1,3.2552593,0.825926,0.0011328885078457022,0.029468261573876105,0.6727272727272727,0.6952934423877171,1.3746775,0.9806909
Tcf4,3.222768,0.36050445,0.001269583533799351,0.03218274486149864,0.9272727272727272,0.9339575261874014,3.0173395,2.7812495
Tmem108,3.2223577,0.9053095,0.00127140237293625,0.0321984747981122,0.6363636363636364,0.6364614722341799,1.4095119,0.97528213
Plekha5,3.2218223,0.60377234,0.0012737816224392378,0.03222835423252572,0.7454545454545455,0.7619816329459033,1.5845997,1.2673463
Ogt,3.2185748,0.52727133,0.0012882940357120678,0.03250371900430353,0.7636363636363637,0.7741426316544698,1.3896213,1.1284441
Qki,3.1892805,0.73830974,0.0014262738351370325,0.03538686791332601,0.8363636363636363,0.8297101449275363,2.0237179,1.596592
Mob3b,3.161175,2.204542,0.0015713411852287015,0.03807208083597404,0.36363636363636365,0.14266752762232746,0.47738025,0.12464133
Aplp2,3.1538346,0.8051837,0.0016114037729322815,0.038867521883923166,0.6909090909090909,0.668854928971158,1.0604906,0.73254275
Tspan15,3.1527047,2.9343576,0.0016176536039451898,0.038983275639468386,0.3090909090909091,0.07623044913186972,0.36896265,0.05673543
Cux1,3.1444104,1.1181856,0.0016642194294196042,0.03984139427203877,0.6,0.5084301908451715,0.9284747,0.53364
Lars2,3.1254528,0.6490415,0.0017753158378562704,0.04189673974718736,0.8,0.7972449418854929,1.5021106,1.1713419
Opn3,3.123444,4.7087116,0.0017874786787267592,0.04207295378971362,0.2727272727272727,0.039316975175778444,0.38064575,0.017559579
Aox3,3.1233351,5.167268,0.0017881396809770358,0.04207295378971362,0.2545454545454545,0.012663222844023533,0.33834034,0.01114214
Cit,3.1217198,1.2830037,0.0017979794870271913,0.04222122804897541,0.5272727272727272,0.43474673554311954,0.8582462,0.44370607
Kcnip2,3.1215274,1.7191535,0.001799155419280865,0.04222122804897541,0.4727272727272727,0.3515927679724494,0.65903807,0.24947895
Bach2,3.0812354,0.8830227,0.002061436659310006,0.046861931502250306,0.6545454545454545,0.617269335629215,1.1128931,0.7456734
Syne1,3.0769584,0.48091793,0.0020912450917297608,0.04733532830584683,0.8181818181818182,0.8185535944898837,1.8667688,1.5927982
Mtus2,3.072472,0.8339447,0.002122936264959608,0.047935544066777025,0.6545454545454545,0.6222915769837853,1.0960238,0.75030065
Ntn4,3.065157,3.5261343,0.0021755575972530316,0.04891818630810791,0.2909090909090909,0.06780025828669824,0.40376994,0.042273972
Cmss1,3.0614827,0.5022232,0.0022024373642141977,0.049275180663143625,0.8181818181818182,0.8417993973310375,1.6460295,1.3751421
