names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CA3 Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Gm32647,32.85845,2.7424948,8.626277135108024e-237,6.622516189152932e-234,0.7328589909443726,0.3708546522645442,1.6325603,0.47944748
Dpf3,32.854294,2.1979914,9.890070337148684e-237,7.381838609977365e-234,0.703751617076326,0.26208072768618534,0.78236073,0.23001154
Clstn2,32.761467,1.4042883,2.0847535960118414e-235,1.5139818682388696e-232,0.8745148771021992,0.7447034299791548,2.3910177,1.5580513
Nrip3,32.716526,2.0141487,9.091557507072106e-235,6.428688163553355e-232,0.7367399741267788,0.3058935000947508,0.72096866,0.23232436
Galnt3,32.70359,2.4812844,1.3885873789206858e-234,9.567010992717648e-232,0.6332470892626132,0.17104415387530794,0.46704224,0.10129559
Epha4,32.611206,1.4242094,2.8449777920728847e-233,1.9111138318249603e-230,0.8990944372574385,0.6892931589918514,1.8529503,1.1000102
Galnt17,32.366383,1.4231335,8.1606675597633005e-230,5.348222861727802e-227,0.8622250970245796,0.7103657381087739,2.0815353,1.28552
Focad,32.24316,1.2911857,4.386782506405352e-228,2.806496332074091e-225,0.8253557567917206,0.6880424483608111,1.6029131,0.9636243
9530059O14Rik,32.238533,1.4647154,5.0933916085060164e-228,3.182777500478062e-225,0.8195342820181113,0.6016297138525677,1.4465193,0.7778914
Akap13,32.17127,1.6675186,4.453883802042812e-227,2.7199058582020536e-224,0.8001293661060802,0.4888762554481713,1.1252593,0.5038569
Cpe,32.03253,1.1468773,3.844094651331226e-225,2.2454526800276097e-222,0.9683053040103493,0.8384309266628767,2.1475103,1.4851612
Peak1,31.876604,1.5421135,5.634365453981468e-223,3.154070828093376e-220,0.815006468305304,0.5693765397005874,1.265259,0.62784487
Sv2b,31.875122,1.5267057,5.907097029714436e-223,3.2392591262944263e-220,0.8861578266494179,0.60636725412166,1.6928352,0.93185294
Thsd7b,31.873316,1.7483464,6.257796773777048e-223,3.3629399862277853e-220,0.8221216041397154,0.5401174909986735,1.6337974,0.80077523
Itgbl1,31.584164,2.4883084,6.091965406409001e-219,3.0885115183058466e-216,0.6345407503234153,0.19488345650938033,0.6614714,0.15452372
Mndal,31.480103,4.036882,1.626379194058851e-217,8.092742397103949e-215,0.5122897800776197,0.0432442675762744,0.3586567,0.025942838
Ccnd2,31.473318,1.6788613,2.014096231508964e-217,9.839775589208338e-215,0.7930142302716688,0.4198597688080349,0.854207,0.35170656
Thsd4,31.25634,1.8824197,1.8308014129410505e-214,8.784577493879647e-212,0.741267787839586,0.35925715368580635,0.8781643,0.3231535
Sema3e,31.080978,1.7578727,4.3535727165867784e-212,2.0522894542927496e-209,0.7871927554980596,0.4183058555997726,1.1435964,0.4899181
Gpm6b,31.015009,1.0146216,3.382919262682914e-211,1.567224837729136e-208,0.9197930142302717,0.8276293348493462,2.0644772,1.4829452
Rnf112,31.004883,1.6356959,4.6325266036739105e-211,2.109762539673186e-208,0.7858990944372575,0.4652264544248626,0.949004,0.41176283
Iqcj,30.79371,1.7660881,3.181157776787165e-208,1.4246284910378522e-205,0.7542043984476067,0.3578169414440023,0.8491293,0.33164877
Gm49678,30.519611,1.6978979,1.4315901358002855e-204,6.306037204746504e-202,0.8098318240620958,0.5412924009854084,1.7012901,0.8676064
Gm10649,30.325636,1.6209953,5.265736338153347e-202,2.2821021839706522e-199,0.7723156532988357,0.42342239909039225,0.8990946,0.38785005
Klhl2,30.162125,1.2045945,7.438544051299201e-200,3.1725980739430085e-197,0.8576972833117723,0.6768618533257532,1.4218215,0.860546
Rapgef2,30.140352,1.0336118,1.4351052955957312e-199,6.025199889477703e-197,0.851228978007762,0.7617964752700398,1.7532643,1.2034978
Unc5c,30.13932,1.163343,1.4805681922079447e-199,6.120441126865765e-197,0.8551099611901681,0.8048133409133977,2.404343,1.7041099
Slit1,30.119118,1.4654778,2.723090003819525e-199,1.1086277030701612e-196,0.8059508408796895,0.4966837218116354,1.0246927,0.49884897
Socs2,29.9623,1.7667593,3.04267886972718e-197,1.220250466112975e-194,0.6998706338939198,0.29368959636156905,0.59248924,0.21316434
Cntnap5c,29.799572,1.8403944,3.956731882584912e-195,1.5634909659567146e-192,0.776843467011643,0.49259048701913966,1.5482583,0.7100658
Tgfbr3,29.79742,1.6108179,4.21903369226302e-195,1.642977323349382e-192,0.7283311772315654,0.35667993177942015,0.6701383,0.27194723
Stim2,29.786247,1.3638533,5.8876829806272054e-195,2.2600291669921857e-192,0.8234152652005174,0.5624786810687891,1.1222403,0.5905354
Cacna1a,29.68781,1.0690503,1.1031969420318488e-193,4.175056596112081e-191,0.869340232858991,0.7459541406101952,1.9026619,1.3133364
Neurod6,29.68641,1.8019058,1.1500802633353686e-193,4.2920356494196326e-191,0.7108667529107374,0.3000568504832291,0.65168166,0.23388338
Cpne7,29.65366,1.8654424,3.042344224117642e-193,1.1198327301649457e-190,0.7386804657179818,0.3988250900132651,1.0492616,0.4116022
Dcc,29.643223,1.0983974,4.1471360370779597e-193,1.5058587204903348e-190,0.871280724450194,0.8444191775630093,2.842609,2.1456296
Trps1,29.596264,1.8204163,1.6692050225811472e-192,5.980205194234057e-190,0.8382923673997412,0.6729581201440212,2.11255,1.117834
Frmpd4,29.5396,1.1722107,8.932274258573312e-192,3.1580290701034855e-189,0.8706338939197931,0.83141936706462,2.8355546,2.0940259
Snap25,29.505007,0.93484735,2.4831593224964863e-191,8.665258570841635e-189,0.9553686934023286,0.8474512033352284,2.3885822,1.8209298
Elavl2,29.477196,1.445277,5.644538100167344e-191,1.9444710096345708e-188,0.8369987063389392,0.5253742656812583,1.2900021,0.6764168
Nr4a3,29.471457,2.1021767,6.68587919184044e-191,2.2740452390475016e-188,0.6248382923673997,0.20708736024256205,0.47760212,0.1332946
Kcnq5,28.821005,1.6125507,1.1702821618055636e-182,3.8348148399653047e-180,0.8544631306597671,0.7780557134735645,2.7603588,1.7650217
Fstl5,28.723045,1.5344037,1.9670903883190635e-181,6.36815888363051e-179,0.7923673997412678,0.45237824521508435,1.1440779,0.5530912
Cachd1,28.711214,1.857207,2.764092968793949e-181,8.841806913273025e-179,0.6888745148771022,0.3226833428084139,0.7394398,0.26402828
Sh3gl2,28.57996,1.1025842,1.1923696945374703e-179,3.7692910226143327e-177,0.8602846054333765,0.704718590108016,1.6205729,1.0608435
Fgfr1,28.459064,1.5868893,3.7639905474312474e-178,1.1760282094125305e-175,0.7056921086675291,0.317453098351336,0.61173564,0.24751125
Arhgef26,28.367462,1.8713729,5.097888950195106e-177,1.5744859320889942e-174,0.630012936610608,0.22429410649990525,0.58215374,0.19547382
Dock9,28.138525,1.0448776,3.311217406888658e-174,1.0110501332170254e-171,0.8479948253557568,0.7062346029941254,1.538104,1.0195317
Nlgn1,27.916353,0.49843845,1.6894279071060066e-171,5.100553692577348e-169,0.9301423027166882,0.9559598256585181,3.7190654,3.3835342
Parp8,27.894697,1.2671789,3.0940624791624117e-171,9.237495423899333e-169,0.8046571798188874,0.579723327648285,1.1624551,0.6487312
Nrxn3,27.870285,1.0652008,6.11658592517941e-171,1.7864419979301167e-168,0.9346701164294955,0.9289747962857684,3.7784145,3.0647395
Tgfb2,27.80003,2.0162692,4.334154373129794e-170,1.252244387161264e-167,0.6028460543337646,0.204055334470343,0.4913944,0.14571737
Dgkg,27.78539,1.2834231,6.513819491343711e-170,1.8619822311958034e-167,0.8479948253557568,0.6473375023687701,1.5776916,0.9474392
Adamts9,27.628475,2.0181355,5.063489512489794e-168,1.4321680336905342e-165,0.5588615782664942,0.14440022740193292,0.39988086,0.114556804
Il16,27.500042,2.4243872,1.7535696466398123e-166,4.908168375542891e-164,0.5206985769728332,0.11290505969300739,0.31519452,0.06674684
Smoc2,27.248426,2.0219836,1.734719947594749e-163,4.7563188767215205e-161,0.5840879689521346,0.18855410270987302,0.47058654,0.13798793
Gria1,27.101284,1.0803618,9.509378336732714e-162,2.5809797566465455e-159,0.926261319534282,0.845177184006064,2.908499,2.2186775
2310002F09Rik,27.061316,2.061261,2.8110006451893116e-161,7.478374983785822e-159,0.5711513583441138,0.1788137199166193,0.45376274,0.12891038
Ryr2,27.005156,0.960405,1.2855885056918661e-160,3.353763412421402e-158,0.8971539456662354,0.7993556945234035,2.4529002,1.8654411
Cabp1,26.984045,1.4792389,2.274755761423314e-160,5.877181472061966e-158,0.7095730918499353,0.3572484366117112,0.5703411,0.24355504
Cdk14,26.916012,0.817717,1.4266063179636794e-159,3.650753501303244e-157,0.8738680465717982,0.8043206367254122,2.0296438,1.5583292
Epha6,26.895546,1.0493754,2.476201066428388e-159,6.276936099521771e-157,0.8978007761966365,0.8851999241993557,3.2042806,2.519407
Iqsec3,26.858955,1.4321373,6.629317230009603e-159,1.6647640557977387e-156,0.7173350582147477,0.378851620238772,0.6051409,0.2686078
Nr3c2,26.802956,1.2412614,2.9848836555764647e-158,7.358148974801798e-156,0.8615782664941786,0.7699450445328785,2.3175428,1.583257
Ptk2b,26.726986,1.1910735,2.2867398432294727e-157,5.58588178068872e-155,0.8615782664941786,0.5887436043206368,1.2321757,0.7245036
Pde4d,26.68148,1.0088617,7.721272944290639e-157,1.8691045406584637e-154,0.8583441138421734,0.8232707978017814,2.4683707,1.8513699
Gm47728,26.630291,2.814014,3.0277556840386124e-156,7.263910288403349e-154,0.48124191461837,0.09016486640136441,0.2561554,0.04067691
Neto1,26.579683,1.2691994,1.1659568427577755e-155,2.7725009172479137e-153,0.8402328589909444,0.6832670077695661,1.7338532,1.076502
Syn2,26.540804,0.89480835,3.2794508171287162e-155,7.729723110197246e-153,0.9133247089262613,0.7967784726170173,1.977624,1.4697621
Me1,26.453314,1.5100448,3.34216901499872e-154,7.80905055939266e-152,0.6707632600258733,0.32040932347924955,0.5307186,0.21979702
Mmd,26.288773,1.3556373,2.5773874904792877e-152,5.919179646938329e-150,0.7677878395860285,0.44055334470343,0.7418514,0.35751262
Slc17a7,26.248222,1.1173335,7.489539421032134e-152,1.7054569851113007e-149,0.9391979301423027,0.7014970627250332,1.4858555,0.94618064
P3h2,26.22151,1.5556985,1.5109328826864916e-151,3.3832305464821694e-149,0.6552393272962483,0.3126018571157855,0.61376697,0.2532833
Prkg1,26.146955,0.94767326,1.0673024243988712e-150,2.3701170366609646e-148,0.8596377749029754,0.8076179647527004,2.4756148,1.8939582
Aak1,26.072685,0.7947012,7.442164272074143e-150,1.639106180251084e-147,0.869340232858991,0.7697176425999621,1.6432695,1.2252533
Atp2b1,26.070105,0.8352294,7.960765409773308e-150,1.739071272850478e-147,0.9689521345407504,0.8949024066704567,2.5073745,1.9903698
Adam11,25.924652,1.6646959,3.512526968028093e-148,7.611419325073779e-146,0.6345407503234153,0.27633124881561494,0.45669377,0.16769394
Gm30439,25.85047,1.3171325,2.4037332728138138e-147,5.126056590516443e-145,0.779430789133247,0.5007390562819783,1.0599802,0.56362927
Sulf2,25.835947,1.395938,3.5003264234640223e-147,7.40580874003766e-145,0.6759379042690815,0.2989577411407997,0.5361098,0.23866168
Gabra5,25.822916,1.2474998,4.9035365200358836e-147,1.0293595804169078e-144,0.8221216041397154,0.5321205230244457,1.0476488,0.5763744
2900026A02Rik,25.798586,1.4468595,9.196974457165857e-147,1.9156798733647022e-144,0.6817593790426908,0.34223990903922685,0.55373424,0.24007946
Onecut2,25.775785,1.6812328,1.6571795375739963e-146,3.4252626288164064e-144,0.5950840879689522,0.2238393026340724,0.407566,0.14573699
Gpi1,25.737656,1.1898254,4.431406168761449e-146,9.02059725413789e-144,0.8020698576972833,0.5375023687701346,0.90220565,0.49603912
Hpca,25.701227,1.5107267,1.132545349761375e-145,2.288082221660763e-143,0.7102199223803364,0.344097024824711,0.68397814,0.29604292
Tead1,25.58371,1.7235434,2.3161176206430658e-144,4.644334363185013e-142,0.6869340232858991,0.43024445707788517,0.9761097,0.4060462
Cdh9,25.570854,1.4797925,3.219355195554401e-144,6.407709192929389e-142,0.7852522639068564,0.5214326321773735,1.4306636,0.76112705
Traf3,25.567936,1.1757014,3.4692415355259187e-144,6.854302945557459e-142,0.7723156532988357,0.49702482471101006,0.82141596,0.44713923
Golm1,25.421583,1.6084223,1.45601316776665e-142,2.835005349122456e-140,0.5827943078913325,0.2082243699071442,0.40392545,0.15119353
Nrp2,25.415373,1.3080055,1.7053865852396755e-142,3.2966717658554016e-140,0.7483829236739974,0.4251658139094182,0.77458155,0.38690025
Apba2,25.314127,0.92123586,2.232797074278545e-141,4.254982793323723e-139,0.8661060802069858,0.7107068410081485,1.4414316,0.99469566
Cpne6,25.29574,1.2807872,3.5583070765608766e-141,6.733219094872588e-139,0.7470892626131953,0.4086033731286716,0.6541971,0.3221743
Chst11,25.291632,1.2162044,3.948625481562847e-141,7.419550118153405e-139,0.7516170763260026,0.45476596551070686,0.78007996,0.4111793
Slc24a2,25.216175,0.9322177,2.662692616477079e-140,4.968510458662438e-138,0.9133247089262613,0.8098161834375592,2.3578753,1.7941487
Nptx1,25.166111,1.4733775,9.41668458146283e-140,1.7450090669234915e-137,0.6862871927554981,0.3233276482850104,0.58970433,0.2541412
Clmp,25.125717,1.5648531,2.6045321381554496e-139,4.793409489879242e-137,0.6429495472186287,0.2987303392078833,0.5460425,0.21956457
Dkk3,25.100534,1.4001193,4.9069429118185804e-139,8.96935755377995e-137,0.704398447606727,0.3437559219253364,0.62206256,0.2828462
Arhgef25,24.968443,1.3312078,1.3465724259589064e-137,2.428349066142001e-135,0.7160413971539457,0.3909797233276483,0.61597914,0.2914777
Amph,24.94041,0.83828115,2.713473545119984e-137,4.8607356104915973e-135,0.8505821474773609,0.7392836839113133,1.5185167,1.096673
Sgk1,24.896574,1.2701355,8.103949755121786e-137,1.4325863810534367e-134,0.7432082794307892,0.4565851809740383,0.8014767,0.4117778
Rims1,24.831285,0.6471481,4.11932243372379e-136,7.187415181438846e-134,0.8738680465717982,0.8425999620996778,2.5582309,2.1525648
Wscd2,24.618465,1.2113872,8.013045033656188e-134,1.38910012938285e-131,0.7445019404915912,0.4542732613227212,0.7187602,0.37449682
Nebl,24.510788,0.9139302,1.1334822971098381e-132,1.9523505976500866e-130,0.8382923673997412,0.7422778093613795,1.8505654,1.3471806
Lrrn2,24.504183,1.1266193,1.3330312963418276e-132,2.28143636514044e-130,0.7813712807244502,0.4877771461057419,0.7611487,0.42031616
Adcy9,24.44789,0.9745341,5.2993349443901775e-132,9.012223414921776e-130,0.8285899094437258,0.6898237635019898,1.4217502,0.9555822
Kit,24.43059,1.5427686,8.09352539467889e-132,1.367754889025294e-129,0.5989650711513583,0.2350198976691302,0.4610475,0.18318747
Prkce,24.410467,0.7487735,1.3240614953150684e-131,2.223595773694743e-129,0.908150064683053,0.8320636725412166,2.2629237,1.8123091
Kcnq2,24.345543,1.0279062,6.462896145367996e-131,1.0653866222456322e-128,0.8227684346701164,0.6010612090202767,1.0415024,0.64142
Snca,24.244158,1.044938,7.620391419534922e-130,1.248536081968923e-127,0.8958602846054333,0.6722759143452719,1.3984247,0.9073163
Susd6,24.210556,1.1571655,1.7223195121711915e-129,2.8047712298206013e-127,0.7684346701164295,0.5588023498199735,0.9846445,0.5606977
Rbfox1,24.191315,0.6266651,2.7459452692082185e-129,4.418176609797895e-127,0.9333764553686934,0.9411028993746446,3.8203077,3.397807
Arhgef17,24.072247,1.4738677,4.883199446554176e-128,7.763998173308326e-126,0.6164294954721863,0.2861474322531741,0.4269074,0.17539136
Kcnc2,24.04776,1.2852033,8.810506962392401e-128,1.3925783651734343e-125,0.8085381630012937,0.5918135304150085,1.657259,1.0085908
Slc9a4,23.913008,2.6062899,2.2429112371521365e-126,3.5243874235250243e-124,0.4476067270375162,0.09467500473754027,0.26111993,0.047838073
Nptxr,23.765718,1.336727,7.558311163192822e-125,1.1807664009011113e-122,0.7276843467011643,0.38775819594466554,0.68465525,0.32874313
Lsamp,23.657152,0.52792203,9.96326485251057e-124,1.5385800378560864e-121,0.9605433376455369,0.9736592761038468,4.413307,4.052724
Tanc1,23.586235,1.17914,5.336018975293863e-123,8.193075992351206e-121,0.7820181112548512,0.5317036194807656,1.1154623,0.6448707
Prkag2,23.56807,0.9887194,8.195140597633145e-123,1.2511558401045602e-120,0.8227684346701164,0.6547280651885541,1.3327136,0.87822014
Cnksr2,23.53782,0.7803103,1.67307552045525e-122,2.5398609737080548e-120,0.906856403622251,0.8586317983702861,2.6846237,2.1915526
Gls,23.519154,0.6865656,2.597789928824556e-122,3.9214952464896525e-120,0.8790426908150065,0.7995451961341672,1.9061645,1.5169982
Sipa1l3,23.50711,1.1029872,3.4499104624464215e-122,5.178720342231025e-120,0.7703751617076326,0.5211294296001516,0.8797821,0.5047677
Rtn4rl1,23.445053,1.1728284,1.4848096826901104e-121,2.2042450924797385e-119,0.7179818887451488,0.4047375402690923,0.6337367,0.33101657
Col4a2,23.352476,1.2560934,1.300618018927161e-120,1.9097052551132688e-118,0.6869340232858991,0.38923630850862234,0.5746021,0.28146437
Ogfrl1,23.319998,1.2566684,2.7791014064312652e-120,4.058394282109136e-118,0.7322121604139715,0.43369338639378435,0.7076047,0.35816172
Homer3,23.261566,2.6767654,1.0865038180010922e-119,1.5780733832264513e-117,0.4191461836998706,0.07087360242562062,0.23967898,0.041484747
Zfp385b,23.120054,1.0852364,2.910230929730873e-118,4.1594630362696043e-116,0.8324708926261319,0.6570020845177184,1.6757418,1.1140956
Wipf3,23.060982,1.0972179,1.1413560252091472e-117,1.6226580104428457e-115,0.8040103492884865,0.5130187606594656,0.9628344,0.5634938
Bicc1,22.90873,1.2586795,3.8027503291486326e-116,5.3778895444328296e-114,0.6494178525226391,0.3333712336554861,0.5688402,0.27780002
Tspan18,22.880318,1.7859346,7.296675715061593e-116,1.0265009238937435e-113,0.4935316946959897,0.1475459541406102,0.33072078,0.10765833
Chgb,22.799753,1.2469814,4.611031807998603e-115,6.419607496420853e-113,0.8117723156532989,0.5267386772787569,1.0273558,0.56288046
Tnfaip8l3,22.768257,2.037924,9.463363904293114e-115,1.3107246809709072e-112,0.4844760672703752,0.15569452340344894,0.30578947,0.08351739
Snap91,22.70112,0.80209357,4.367242523435462e-114,5.987132990036268e-112,0.851228978007762,0.7148379761227971,1.3771594,0.9931334
Pcsk2,22.654009,0.94873303,1.2738013948588703e-113,1.7374133746120735e-111,0.9036222509702458,0.7624786810687891,1.9936143,1.4552883
Rab3ip,22.644693,1.2847956,1.5736678829468306e-113,2.135578586605118e-111,0.6338939197930142,0.3205609247678605,0.45124787,0.21030587
Stmn2,22.628082,1.0923129,2.2935920144837182e-113,3.0814408714588753e-111,0.8350582147477361,0.5537995072958121,0.9792233,0.57643354
Enox1,22.44871,0.72340393,1.3174010429473762e-111,1.7611226877609948e-109,0.8369987063389392,0.7838165624407808,1.978142,1.5629448
Ppp3ca,22.418907,0.6177438,2.5743213979922525e-111,3.4243572259431594e-109,0.9702457956015524,0.9386772787568695,2.96121,2.5603058
Camk2a,22.378521,0.8523252,6.3724399615219016e-111,8.434850333305098e-109,0.9113842173350583,0.7803676331248816,1.9527802,1.4701941
Ppp1r14c,22.268301,1.074893,7.499049372647472e-110,9.829241787465247e-108,0.7250970245795602,0.4397953382603752,0.6418572,0.35574165
Lhx9,22.250948,2.2714906,1.1043621019310033e-109,1.440495615479906e-107,0.4411384217335058,0.10953193102141368,0.2898414,0.06731791
Cdh11,22.197422,0.8855699,3.637200120628904e-109,4.721331750787374e-107,0.8467011642949547,0.721205230244457,1.6382931,1.1769087
Dnajc6,22.174566,0.81972945,6.04565257538335e-109,7.809936764449549e-107,0.8499353169469599,0.6985787379192723,1.3221165,0.93952423
Msra,22.15389,0.835206,9.568699626105907e-109,1.2301959758539029e-106,0.8395860284605433,0.735834754595414,1.8050587,1.3474278
Tmem108,22.121275,1.0369564,1.972774888632189e-108,2.5122493486989063e-106,0.815653298835705,0.6259617206746257,1.4460508,0.9486032
Gabrb1,22.08992,0.7002692,3.950986503289161e-108,4.984178748515481e-106,0.8932729624838293,0.8425241614553723,2.4875247,2.0527632
Adora1,22.080627,1.2906263,4.8529450707597514e-108,6.093394114547407e-106,0.6403622250970246,0.32188743604320635,0.48208317,0.22571063
Celf4,22.066349,0.8211246,6.655379616327391e-108,8.317676757707767e-106,0.9023285899094438,0.7859768808034868,2.0393407,1.5652852
Nt5dc3,21.982958,1.1546595,4.192429102094275e-107,5.1912705056807914e-105,0.6869340232858991,0.3880234981997347,0.56527686,0.29366997
Aff3,21.971163,0.8518655,5.435959463079893e-107,6.700194072153978e-105,0.8234152652005174,0.6903922683342808,1.458952,1.0400021
Erc2,21.970537,0.7085027,5.51124217436386e-107,6.761966996582508e-105,0.8984476067270375,0.8443812772408565,2.7281146,2.2776165
Aopep,21.945633,0.7932164,9.533148621922078e-107,1.1643441066865736e-104,0.8214747736093143,0.705438696228918,1.3149422,0.94476366
Dmxl2,21.94288,0.7649881,1.0127870333646998e-106,1.2313840536882119e-104,0.8538163001293662,0.7198029183248058,1.3631434,0.9975046
Nin,21.92481,0.9439825,1.506673558007225e-106,1.8154402916436834e-104,0.7943078913324709,0.6013265112753459,1.0555857,0.6800211
Bsn,21.894028,0.93496346,2.9615542575430066e-106,3.5525429866152047e-104,0.8311772315653299,0.6091339776388099,1.0226398,0.6582022
Klhl29,21.879465,0.90021944,4.076019215628321e-106,4.8676727255081327e-104,0.8078913324708926,0.6571536858063294,1.361664,0.93816286
Chrna7,21.870747,1.1019499,4.934426487185627e-106,5.86672742082645e-104,0.7360931435963778,0.4597309077127156,0.79050547,0.4454327
Gm31698,21.868021,2.2329302,5.238013410251496e-106,6.20023878120959e-104,0.43790426908150065,0.11464847451203335,0.28563875,0.06796671
Syt1,21.841183,0.6111941,9.428291007406432e-106,1.1111323656535561e-103,0.9721862871927555,0.9496683721811635,3.523121,3.1149228
Synj1,21.802927,0.8311019,2.176447764325054e-105,2.5537620710661223e-103,0.8764553686934023,0.7126018571157855,1.2920365,0.9098894
4930447C04Rik,21.76865,1.7579556,4.5997952483441815e-105,5.350497762900786e-103,0.5097024579560155,0.19909039226833428,0.4113271,0.14014535
Hectd2,21.763622,0.9996312,5.13302547841724e-105,5.945017008839277e-103,0.758732212160414,0.5002463520939928,0.7764729,0.46187434
Gabra2,21.721315,0.8747845,1.2903092200629005e-104,1.4880089589309071e-102,0.8932729624838293,0.7624786810687891,1.8914427,1.4035581
Slc9a2,21.717905,1.7853726,1.3897446072315112e-104,1.5958306665090043e-102,0.47283311772315656,0.15016107636914913,0.283689,0.0908995
4930467D21Rik,21.715538,2.6706772,1.463171859791865e-104,1.6729969307492515e-102,0.41332470892626133,0.09399279893879098,0.38595834,0.071367316
Dnm1,21.711697,0.86847556,1.5907669416024098e-104,1.8111825305447777e-102,0.8725743855109961,0.6813719916619291,1.192943,0.81447893
Camk1d,21.668583,0.5442584,4.0606510764460523e-104,4.584440942189304e-102,0.9741267787839586,0.9528140989198408,2.6507049,2.3052912
Pde1a,21.623419,1.0669813,1.0816008425724929e-103,1.2160089807499116e-101,0.8984476067270375,0.7552776198597688,2.2232609,1.5957128
Kcnip2,21.507244,1.1997514,1.3318747385132206e-102,1.4849574366742837e-100,0.6397153945666235,0.3349630471859011,0.4787291,0.23690042
Tmem178b,21.496662,0.7328597,1.6729640360066064e-102,1.8575431259296495e-100,0.8570504527813713,0.7813151411787,1.953991,1.5356654
Gm26871,21.423845,0.78400517,8.009589676175469e-102,8.85669442793559e-100,0.8564036222509702,0.7965131703619481,2.3646624,1.8868772
Map4k3,21.345835,0.830482,4.262836361516703e-101,4.69436118991614e-99,0.8195342820181113,0.664013644115975,1.1241797,0.77397615
